Calendar Year,Land Class,Land Category,State/Offshore Region,Revenue Type,Commodity,Sales Volume,Gas MMBtu Volume,Sales Value,Royalty Value Prior to Allow,Transportation Allow,Processing Allow,Royalty Value Less Allow,Effective Royalty Rate
2016,Federal,Onshore,Mississippi,Royalties,Oil,"462,573.60",0.00,"$17,791,824.15","$2,223,919.46",-$0.15,$0.00,"$2,223,919.31",12.50%
2016,Federal,Onshore,Montana,Royalties,Gas,"10,644,207.63","10,615,714.57","$21,636,446.82","$2,589,858.40","-$237,045.54",$0.00,"$2,352,812.86",10.87%
2016,Federal,Onshore,Montana,Royalties,NGL,"1,850,274.49",0.00,"$1,037,253.95","$107,309.08",-$141.62,"-$48,255.25","$58,912.21",5.68%
2016,Federal,Onshore,Montana,Royalties,Oil,"2,592,100.01",0.00,"$100,708,413.67","$11,592,522.53","-$461,182.81",$0.00,"$11,131,339.72",11.05%
2016,Federal,Onshore,Nebraska,Royalties,Gas,133.29,133.29,$242.08,$242.08,-$26.69,$0.00,$215.39,88.97%
2016,Federal,Onshore,Nebraska,Royalties,Oil,"24,905.00",0.00,"$828,329.47","$103,627.01",$0.00,$0.00,"$103,627.01",12.51%
2016,Federal,Onshore,Nevada,Royalties,Oil,"273,035.03",0.00,"$9,475,958.25","$1,184,504.31",$0.00,$0.00,"$1,184,504.31",12.50%
2016,Federal,Onshore,New Mexico,Royalties,Gas,"692,640,522.11","733,392,448.01","$1,674,523,736.53","$208,403,977.79","-$23,452,182.75","-$6,886.54","$184,944,908.50",11.04%
2016,Federal,Onshore,New Mexico,Royalties,NGL,"1,333,384,823.41",0.00,"$524,563,182.73","$65,627,982.01","-$4,205,100.09","-$11,183,623.41","$50,239,258.51",9.58%
2016,Federal,Onshore,New Mexico,Royalties,Oil,"77,006,986.58",0.00,"$3,018,549,654.11","$377,261,981.25","-$2,671,560.06",$0.00,"$374,590,421.19",12.41%
2016,Federal,Onshore,New York,Royalties,Gas,"2,717.97","2,728.07","$3,983.23",$497.90,$0.00,$0.00,$497.90,12.50%
2016,Federal,Onshore,North Dakota,Royalties,Gas,"30,830,618.86","40,540,350.82","$74,684,107.56","$9,387,667.37","-$847,042.23","-$8,450.56","$8,532,174.58",11.42%
2016,Federal,Onshore,North Dakota,Royalties,NGL,"101,593,730.50",0.00,"$26,640,103.86","$3,474,226.20","-$96,459.55","-$1,431,666.93","$1,946,099.72",7.31%
2016,Federal,Onshore,North Dakota,Royalties,Oil,"23,197,341.18",0.00,"$841,466,654.45","$105,411,635.58","-$5,421,187.70",$0.00,"$99,990,447.88",11.88%
2016,Federal,Onshore,Ohio,Royalties,Gas,"353,545.11","364,158.37","$577,658.04","$71,675.59",-$126.51,$0.00,"$71,549.08",12.39%
2016,Federal,Onshore,Ohio,Royalties,Oil,"11,634.81",0.00,"$448,743.85","$55,943.15",$0.00,$0.00,"$55,943.15",12.47%
2016,Federal,Onshore,Oklahoma,Royalties,Gas,"14,837,253.61","16,436,729.75","$35,115,965.61","$4,441,334.54","-$39,542.50",-$36.90,"$4,401,755.14",12.53%
2016,Federal,Onshore,Oklahoma,Royalties,NGL,"22,887,692.67",-0.01,"$7,646,708.14","$970,305.41","-$10,735.29","-$54,149.84","$905,420.28",11.84%
2016,Federal,Onshore,Oklahoma,Royalties,Oil,"827,465.50",0.00,"$32,023,215.99","$4,441,041.28",-$369.05,$0.00,"$4,440,672.23",13.87%
2016,Federal,Onshore,Pennsylvania,Royalties,Gas,"18,357.76","19,599.73","$33,467.83","$4,183.51",$0.00,$0.00,"$4,183.51",12.50%
2016,Federal,Onshore,Pennsylvania,Royalties,NGL,"21,063.00",0.00,"$4,469.56",$558.70,$0.00,$0.00,$558.70,12.50%
2016,Federal,Onshore,Pennsylvania,Royalties,Oil,757.87,0.00,"$31,407.39","$3,925.91",$0.00,$0.00,"$3,925.91",12.50%
2016,Federal,Onshore,South Dakota,Royalties,Gas,"83,033.32","79,421.35","$135,828.11","$16,978.53","-$2,707.87",$0.00,"$14,270.66",10.51%
2016,Federal,Onshore,South Dakota,Royalties,Oil,"130,516.68",0.00,"$5,156,104.52","$649,044.63","-$62,878.91",$0.00,"$586,165.72",11.37%
2016,Federal,Onshore,Texas,Royalties,Gas,"31,233,035.74","31,814,194.29","$70,065,116.39","$8,542,851.75","-$881,402.67",-$120.90,"$7,661,328.18",10.93%
2016,Federal,Onshore,Texas,Royalties,NGL,"52,220,864.34",0.00,"$16,073,738.96","$1,920,921.06","-$41,803.09","-$353,872.63","$1,525,245.34",9.49%
2016,Federal,Onshore,Texas,Royalties,Oil,"343,751.62",0.00,"$13,768,156.15","$1,446,583.71","-$2,742.03",$0.00,"$1,443,841.68",10.49%
2016,Federal,Onshore,Utah,Royalties,Gas,"203,258,677.74","214,104,622.15","$472,850,139.64","$59,057,669.70","-$16,735,225.34","-$18,962.82","$42,303,481.54",8.95%
2016,Federal,Onshore,Utah,Royalties,NGL,"188,123,771.70",0.00,"$113,638,102.64","$14,205,113.96","-$3,598,784.59","-$4,056,274.65","$6,550,054.72",5.76%
2016,Federal,Onshore,Utah,Royalties,Oil,"9,447,721.22",0.00,"$317,390,567.93","$41,395,585.47","-$176,834.41",$0.00,"$41,218,751.06",12.99%
2016,Federal,Onshore,Virginia,Royalties,Gas,"154,618.86","159,978.60","$407,712.47","$51,532.28",$0.00,$0.00,"$51,532.28",12.64%
2016,Federal,Onshore,West Virginia,Royalties,Gas,"104,707.19","108,630.55","$188,000.82","$23,454.30",-$645.71,$0.00,"$22,808.59",12.13%
2016,Federal,Onshore,Wyoming,Royalties,Gas,"1,101,734,592.72","1,140,062,054.29","$2,537,583,732.10","$317,624,825.85","-$41,612,013.90","-$10,184,640.43","$265,828,171.52",10.48%
2016,Federal,Onshore,Wyoming,Royalties,NGL,"897,620,671.39",0.00,"$399,475,067.57","$49,838,704.66","-$4,952,964.34","-$17,495,439.75","$27,390,300.57",6.86%
2016,Federal,Onshore,Wyoming,Royalties,Oil,"37,900,855.34",0.00,"$1,418,656,287.11","$169,899,299.59","-$1,424,379.77",$0.00,"$168,474,919.82",11.88%
2017,Federal,Offshore,Alaska OCS,Royalties,Oil,"513,424.31",0.00,"$24,677,231.50","$4,112,388.46","-$97,539.03",$0.00,"$4,014,849.43",16.27%
2017,Federal,Offshore,Gulf of Mexico,Royalties,Gas,"882,862,284.48","890,201,684.99","$2,767,875,721.31","$295,021,361.59","-$48,248,204.73","$2,518.68","$246,775,675.54",8.92%
2017,Federal,Offshore,Gulf of Mexico,Royalties,NGL,"2,324,098,395.92",0.00,"$1,379,505,959.67","$136,225,318.33","-$19,113,270.54","-$15,584,822.98","$101,527,224.81",7.36%
2017,Federal,Offshore,Gulf of Mexico,Royalties,Oil,"611,467,664.73",0.00,"$30,667,631,914.86","$3,229,448,073.84","-$185,560,600.57",$0.00,"$3,043,887,473.27",9.93%
2017,Federal,Offshore,Pacific,Royalties,Gas,"2,227,135.85","2,408,627.36","$7,623,622.59","$1,205,395.73","-$523,978.99",$0.00,"$681,416.74",8.94%
2017,Federal,Offshore,Pacific,Royalties,NGL,"745,764.22",0.00,"$1,078,294.45","$137,056.35",$0.00,"-$90,368.93","$46,687.42",4.33%
2017,Federal,Offshore,Pacific,Royalties,Oil,"5,734,791.52",0.00,"$262,809,655.48","$37,032,644.90","-$3,233,953.47",$0.00,"$33,798,691.43",12.86%
2017,Federal,Onshore,Alabama,Royalties,Gas,"365,304.52","367,396.49","$1,107,206.53","$138,902.40","-$13,150.22",$0.00,"$125,752.18",11.36%
2017,Federal,Onshore,Alabama,Royalties,NGL,"34,148.20",0.00,"$15,749.24","$2,077.90",-$345.62,-$225.44,"$1,506.84",9.57%
2017,Federal,Onshore,Alabama,Royalties,Oil,"33,521.80",0.00,"$1,367,361.73","$170,933.91",$0.00,$0.00,"$170,933.91",12.50%
2017,Federal,Onshore,Alaska,Royalties,Gas,"9,618,952.25","9,669,670.47","$63,144,032.84","$7,893,621.11","-$1,371.85",$0.00,"$7,892,249.26",12.50%
2017,Federal,Onshore,Alaska,Royalties,NGL,"747,798.57",0.00,"$617,790.97","$77,224.36",$0.00,$0.00,"$77,224.36",12.50%
2017,Federal,Onshore,Alaska,Royalties,Oil,"2,018,638.14",0.00,"$111,300,732.41","$17,641,999.62","-$2,025,184.88",$0.00,"$15,616,814.74",14.03%
2017,Federal,Onshore,Arkansas,Royalties,Gas,"8,543,714.33","8,559,480.15","$24,000,661.24","$3,061,698.55","-$44,409.23",$0.00,"$3,017,289.32",12.57%
2017,Federal,Onshore,Arkansas,Royalties,NGL,"4,118.45",0.00,"$3,331.87",$416.46,-$1.25,-$25.40,$389.81,11.70%
2017,Federal,Onshore,Arkansas,Royalties,Oil,1.24,0.00,$63.15,$7.89,$0.00,$0.00,$7.89,12.49%
2017,Federal,Onshore,California,Royalties,Gas,"9,719,955.24","9,778,208.41","$25,983,930.80","$3,287,859.67","-$12,293.08","-$37,050.90","$3,238,515.69",12.46%
2017,Federal,Onshore,California,Royalties,NGL,"13,913,736.30",0.00,"$13,026,806.38","$1,632,044.62",-$694.20,"-$44,871.26","$1,586,479.16",12.18%
2017,Federal,Onshore,California,Royalties,Oil,"9,912,876.98",0.00,"$486,998,857.16","$56,917,519.96","-$520,074.18",$0.00,"$56,397,445.78",11.58%
2017,Federal,Onshore,Colorado,Royalties,Gas,"247,600,097.81","261,110,779.04","$698,716,518.54","$85,959,922.30","-$9,786,891.59",$0.00,"$76,173,030.71",10.90%
2017,Federal,Onshore,Colorado,Royalties,NGL,"322,845,254.73",0.00,"$209,531,471.95","$26,627,116.02","-$5,351,862.47","-$6,206,535.76","$15,068,717.79",7.19%
2017,Federal,Onshore,Colorado,Royalties,Oil,"5,313,552.32",0.00,"$253,794,378.19","$31,996,395.08","-$1,018,683.10",$0.00,"$30,977,711.98",12.21%
2017,Federal,Onshore,Idaho,Royalties,Gas,"425,235.61","487,525.16","$626,692.06","$78,336.50",$0.00,$0.00,"$78,336.50",12.50%
2017,Federal,Onshore,Idaho,Royalties,NGL,"633,632.40",0.00,"$273,946.15","$34,243.28",$0.00,$0.00,"$34,243.28",12.50%
2017,Federal,Onshore,Idaho,Royalties,Oil,"13,099.85",0.00,"$348,544.58","$43,568.09",$0.00,$0.00,"$43,568.09",12.50%
2017,Federal,Onshore,Illinois,Royalties,Oil,"15,869.02",0.00,"$726,313.73","$90,789.17",$0.00,$0.00,"$90,789.17",12.50%
2017,Federal,Onshore,Kansas,Royalties,Gas,"2,903,258.84","2,830,983.40","$7,263,021.11","$907,816.15","-$5,802.14",$0.00,"$902,014.01",12.42%
2017,Federal,Onshore,Kansas,Royalties,NGL,"9,766,439.38",0.00,"$4,742,722.82","$593,211.69",-$160.85,"-$3,035.45","$590,015.39",12.44%
2017,Federal,Onshore,Kansas,Royalties,Oil,"144,367.19",0.00,"$6,806,042.12","$846,667.43",$0.00,$0.00,"$846,667.43",12.44%
2017,Federal,Onshore,Kentucky,Royalties,Gas,"87,903.85","100,510.88","$266,732.97","$33,309.83","-$5,805.22",$0.00,"$27,504.61",10.31%
2017,Federal,Onshore,Kentucky,Royalties,Oil,"6,047.39",0.00,"$280,295.85","$41,190.41",$0.00,$0.00,"$41,190.41",14.70%
2017,Federal,Onshore,Louisiana,Royalties,Gas,"8,105,594.92","8,357,243.53","$24,342,513.33","$3,644,329.44","-$51,446.20",-$0.46,"$3,592,882.78",14.76%
2017,Federal,Onshore,Louisiana,Royalties,NGL,"56,755,569.64",0.00,"$2,926,930.29","$437,026.11","-$4,732.43",-$531.69,"$431,761.99",14.75%
2017,Federal,Onshore,Louisiana,Royalties,Oil,"445,132.24",0.00,"$22,119,241.94","$2,711,794.79","-$1,035.29",$0.00,"$2,710,759.50",12.26%
2017,Federal,Onshore,Michigan,Royalties,Gas,"1,129,424.37","1,212,055.72","$3,539,176.91","$443,594.57","-$11,424.97",$0.00,"$432,169.60",12.21%
2017,Federal,Onshore,Michigan,Royalties,NGL,"520,058.31",0.00,"$425,346.33","$53,168.33","-$3,045.03","-$16,421.01","$33,702.29",7.92%
2017,Federal,Onshore,Michigan,Royalties,Oil,"15,471.84",0.00,"$738,593.63","$93,894.16",$0.00,$0.00,"$93,894.16",12.71%
2017,Federal,Onshore,Mississippi,Royalties,Gas,"226,527.46","252,096.97","$701,239.85","$86,649.29",$0.00,$0.00,"$86,649.29",12.36%
2017,Federal,Onshore,Mississippi,Royalties,NGL,"20,864.25",0.00,"$11,633.68","$1,454.17",$0.00,$0.00,"$1,454.17",12.50%
2017,Federal,Onshore,Mississippi,Royalties,Oil,"355,590.82",0.00,"$16,091,061.76","$2,011,324.37",$0.00,$0.00,"$2,011,324.37",12.50%
2017,Federal,Onshore,Montana,Royalties,Gas,"10,293,660.60","10,194,199.70","$24,027,108.33","$2,880,924.84","-$266,042.80",$0.00,"$2,614,882.04",10.88%
2017,Federal,Onshore,Montana,Royalties,NGL,"3,057,527.29",0.00,"$2,127,592.03","$247,329.54","-$9,077.98","-$64,103.34","$174,148.22",8.19%
2017,Federal,Onshore,Montana,Royalties,Oil,"2,441,343.55",0.00,"$117,382,254.80","$13,591,138.61","-$463,361.57",$0.00,"$13,127,777.04",11.18%
2017,Federal,Onshore,Nebraska,Royalties,Oil,"23,817.25",0.00,"$1,030,912.67","$128,944.05",$0.00,$0.00,"$128,944.05",12.51%
2017,Federal,Onshore,Nevada,Royalties,Oil,"279,955.41",0.00,"$11,257,751.62","$1,407,220.31",$0.00,$0.00,"$1,407,220.31",12.50%
2017,Federal,Onshore,New Mexico,Royalties,Gas,"684,866,497.57","704,132,230.05","$1,871,454,382.54","$233,265,092.00","-$26,687,269.15","-$5,541.37","$206,572,281.48",11.04%
2017,Federal,Onshore,New Mexico,Royalties,NGL,"2,084,674,428.54",0.00,"$1,279,256,910.39","$159,034,452.28","-$17,985,144.17","-$22,238,629.81","$118,810,678.30",9.29%
2017,Federal,Onshore,New Mexico,Royalties,Oil,"89,418,603.38",-0.01,"$4,384,323,883.22","$548,169,187.56","-$14,759,579.74",$0.00,"$533,409,607.82",12.17%
2017,Federal,Onshore,New York,Royalties,Gas,"3,992.37","4,003.32","$9,378.28","$1,172.27",$0.00,$0.00,"$1,172.27",12.50%
2017,Federal,Onshore,North Dakota,Royalties,Gas,"39,748,739.27","45,603,671.06","$114,922,106.60","$14,561,288.22","-$2,317,127.34","-$16,164.25","$12,227,996.63",10.64%
2017,Federal,Onshore,North Dakota,Royalties,NGL,"290,635,914.23",0.00,"$161,601,872.60","$20,707,142.38","-$4,338,034.64","-$3,982,322.86","$12,386,784.88",7.67%
2017,Federal,Onshore,North Dakota,Royalties,Oil,"28,429,527.51",0.00,"$1,392,460,307.39","$173,761,593.01","-$12,644,514.01",$0.00,"$161,117,079.00",11.57%
2017,Federal,Onshore,Ohio,Royalties,Gas,"5,101,855.11","5,364,564.21","$13,737,596.11","$1,716,428.73","-$260,652.51",$0.00,"$1,455,776.22",10.60%
2017,Federal,Onshore,Ohio,Royalties,Oil,"11,187.48",0.00,"$523,121.45","$65,218.09",$0.00,$0.00,"$65,218.09",12.47%
2017,Federal,Onshore,Oklahoma,Royalties,Gas,"13,317,520.23","14,555,175.25","$39,599,060.72","$5,031,062.60","-$60,409.30",$0.00,"$4,970,653.30",12.55%
2017,Federal,Onshore,Oklahoma,Royalties,NGL,"23,398,279.98",-0.01,"$12,407,518.59","$1,601,565.13","-$18,506.36","-$85,789.71","$1,497,269.06",12.07%
2017,Federal,Onshore,Oklahoma,Royalties,Oil,"600,819.44",0.00,"$29,091,218.11","$3,873,197.24","-$20,164.56",$0.00,"$3,853,032.68",13.24%
2017,Federal,Onshore,Pennsylvania,Royalties,Gas,"48,083.60","51,260.86","$130,336.62","$16,292.14",$0.00,$0.00,"$16,292.14",12.50%
2017,Federal,Onshore,Pennsylvania,Royalties,NGL,"20,439.72",0.00,"$6,556.25",$819.53,$0.00,$0.00,$819.53,12.50%
2017,Federal,Onshore,Pennsylvania,Royalties,Oil,797.50,0.00,"$40,007.08","$5,000.88",$0.00,$0.00,"$5,000.88",12.50%
2017,Federal,Onshore,South Dakota,Royalties,Gas,"74,413.69","72,783.02","$147,933.87","$18,255.64","-$1,925.80",-$202.49,"$16,127.35",10.90%
2017,Federal,Onshore,South Dakota,Royalties,NGL,"4,252.46",0.00,"$2,464.79",$308.11,$0.00,$0.00,$308.11,12.50%
2017,Federal,Onshore,South Dakota,Royalties,Oil,"127,287.68",0.00,"$6,210,212.00","$780,632.16","-$73,217.94",$0.00,"$707,414.22",11.39%
2017,Federal,Onshore,Texas,Royalties,Gas,"27,565,725.36","28,122,773.35","$79,884,490.11","$9,801,724.76","-$810,294.61",-$116.58,"$8,991,313.57",11.26%
2017,Federal,Onshore,Texas,Royalties,NGL,"45,732,770.07",0.00,"$19,872,614.00","$2,387,436.50","-$71,526.03","-$295,625.42","$2,020,285.05",10.17%
2017,Federal,Onshore,Texas,Royalties,Oil,"374,558.90",0.00,"$18,837,696.80","$2,096,745.38","-$18,398.53",$0.00,"$2,078,346.85",11.03%
2017,Federal,Onshore,Utah,Royalties,Gas,"167,755,242.09","176,939,137.07","$484,794,934.98","$60,551,125.35","-$17,184,525.54",$0.00,"$43,366,599.81",8.95%
2017,Federal,Onshore,Utah,Royalties,NGL,"158,134,379.02",0.00,"$138,513,473.73","$17,314,785.02","-$4,086,865.06","-$4,198,864.52","$9,029,055.44",6.52%
2017,Federal,Onshore,Utah,Royalties,Oil,"9,164,303.32",0.00,"$396,434,548.69","$51,600,046.42","-$494,280.28",$0.00,"$51,105,766.14",12.89%
2017,Federal,Onshore,Virginia,Royalties,Gas,"144,636.92","149,302.24","$485,914.22","$61,276.83",$0.00,$0.00,"$61,276.83",12.61%
2017,Federal,Onshore,West Virginia,Royalties,Gas,"88,369.45","89,702.77","$222,335.42","$27,787.71",-$709.81,$0.00,"$27,077.90",12.18%
2017,Federal,Onshore,Wyoming,Royalties,Gas,"1,041,088,862.19","1,077,365,454.13","$2,931,840,114.37","$366,999,884.42","-$34,157,452.42","-$400,739.55","$332,441,692.45",11.34%
2017,Federal,Onshore,Wyoming,Royalties,NGL,"967,552,081.23",0.00,"$657,512,952.69","$82,093,008.31","-$8,562,724.28","-$24,767,792.02","$48,762,492.01",7.42%
2017,Federal,Onshore,Wyoming,Royalties,Oil,"39,188,063.23",0.00,"$1,840,302,129.36","$221,018,852.89","-$2,189,893.16",$0.00,"$218,828,959.73",11.89%
2018,Federal,Offshore,Alaska OCS,Royalties,Oil,"498,253.46",0.00,"$32,633,638.47","$5,450,651.68","-$205,907.67",$0.00,"$5,244,744.01",16.07%
2018,Federal,Offshore,Gulf of Mexico,Royalties,Gas,"798,976,820.23","835,398,801.34","$2,568,374,644.82","$313,323,729.65","-$50,193,349.90","-$5,376.35","$263,125,003.40",10.24%
2018,Federal,Offshore,Gulf of Mexico,Royalties,NGL,"2,335,807,668.29",0.00,"$1,650,366,919.20","$178,241,508.67","-$21,319,833.45","-$18,513,392.40","$138,408,282.82",8.39%
2018,Federal,Offshore,Gulf of Mexico,Royalties,Oil,"635,161,877.29",753.00,"$42,640,189,952.12","$4,551,779,768.97","-$195,936,484.00",$0.00,"$4,355,843,284.97",10.22%
2018,Federal,Offshore,Pacific,Royalties,Gas,"2,118,450.44","2,284,142.86","$10,775,451.42","$1,775,832.09","-$527,770.42",$0.00,"$1,248,061.67",11.58%
2018,Federal,Offshore,Pacific,Royalties,NGL,"686,019.00",0.00,"$1,109,468.57","$178,133.07",-$85.37,"-$115,583.38","$62,464.32",5.63%
2018,Federal,Offshore,Pacific,Royalties,Oil,"4,857,495.60",0.00,"$310,635,238.62","$53,141,365.10","-$2,734,305.44",$0.00,"$50,407,059.66",16.23%
2018,Federal,Onshore,Alabama,Royalties,Gas,"365,540.96","366,024.84","$1,108,070.73","$139,480.91","-$11,747.27",$0.00,"$127,733.64",11.53%
2018,Federal,Onshore,Alabama,Royalties,NGL,"53,131.36",0.00,"$26,091.32","$3,371.48",-$486.57,-$373.62,"$2,511.29",9.63%
2018,Federal,Onshore,Alabama,Royalties,Oil,"25,668.81",0.00,"$1,337,365.62","$167,186.47",$0.00,$0.00,"$167,186.47",12.50%
2018,Federal,Onshore,Alaska,Royalties,Gas,"7,817,421.31","7,877,747.16","$54,319,265.96","$6,792,652.03",-$223.18,$0.00,"$6,792,428.85",12.50%
2018,Federal,Onshore,Alaska,Royalties,NGL,"1,060,408.52",0.00,"$1,098,306.49","$137,288.80",$0.00,$0.00,"$137,288.80",12.50%
2018,Federal,Onshore,Alaska,Royalties,Oil,"2,094,181.67",0.00,"$145,819,968.51","$23,474,942.95","-$3,098,035.48",$0.00,"$20,376,907.47",13.97%
2018,Federal,Onshore,Arkansas,Royalties,Gas,"7,848,185.58","7,855,340.75","$22,103,508.55","$2,823,790.59","-$57,021.87",$0.00,"$2,766,768.72",12.52%
2018,Federal,Onshore,Arkansas,Royalties,NGL,"3,427.18",0.00,"$3,386.96",$423.36,-$1.17,-$25.68,$396.51,11.71%
2018,Federal,Onshore,Arkansas,Royalties,Oil,1.24,0.00,$75.69,$9.46,$0.00,$0.00,$9.46,12.50%
2018,Federal,Onshore,California,Royalties,Gas,"9,743,328.88","9,794,306.85","$29,075,963.13","$3,664,132.58","-$146,190.05","-$32,076.99","$3,485,865.54",11.99%
2018,Federal,Onshore,California,Royalties,NGL,"19,903,972.11",0.00,"$20,873,799.36","$2,615,217.50","-$9,648.52","-$26,072.35","$2,579,496.63",12.36%
2018,Federal,Onshore,California,Royalties,Oil,"9,607,715.96",0.00,"$647,516,753.42","$75,474,823.27","-$446,763.31",$0.00,"$75,028,059.96",11.59%
2018,Federal,Onshore,Colorado,Royalties,Gas,"258,777,854.80","270,169,902.01","$658,640,024.16","$81,294,519.68","-$9,505,562.85",-$134.47,"$71,788,822.36",10.90%
2018,Federal,Onshore,Colorado,Royalties,NGL,"398,728,166.69",0.00,"$291,727,471.32","$36,912,808.75","-$6,488,308.57","-$8,834,213.70","$21,590,286.48",7.40%
2018,Federal,Onshore,Colorado,Royalties,Oil,"6,840,268.54",0.00,"$427,826,581.72","$53,996,923.81","-$1,626,769.55",$0.00,"$52,370,154.26",12.24%
2018,Federal,Onshore,Idaho,Royalties,Gas,"28,618.92","32,758.14","$46,728.74","$5,841.10",$0.00,$0.00,"$5,841.10",12.50%
2018,Federal,Onshore,Idaho,Royalties,NGL,"31,210.10",0.00,"$17,478.88","$2,184.86",$0.00,$0.00,"$2,184.86",12.50%
2018,Federal,Onshore,Idaho,Royalties,Oil,824.57,0.00,"$37,097.06","$4,637.12",$0.00,$0.00,"$4,637.12",12.50%
2018,Federal,Onshore,Illinois,Royalties,Oil,"15,346.77",0.00,"$916,356.45","$114,544.70",$0.00,$0.00,"$114,544.70",12.50%
2018,Federal,Onshore,Kansas,Royalties,Gas,"2,732,660.49","2,683,777.44","$6,422,719.27","$802,862.13","-$4,062.97",$0.00,"$798,799.16",12.44%
2018,Federal,Onshore,Kansas,Royalties,NGL,"10,355,867.93",0.00,"$5,221,766.62","$653,360.90",-$122.75,"-$13,486.02","$639,752.13",12.25%
2018,Federal,Onshore,Kansas,Royalties,Oil,"142,145.54",0.00,"$8,689,860.87","$1,080,722.17",$0.00,$0.00,"$1,080,722.17",12.44%
2018,Federal,Onshore,Kentucky,Royalties,Gas,"95,872.46","108,828.07","$294,683.52","$36,805.02","-$6,111.54",$0.00,"$30,693.48",10.42%
2018,Federal,Onshore,Kentucky,Royalties,Oil,"5,144.15",0.00,"$310,653.07","$45,746.91",$0.00,$0.00,"$45,746.91",14.73%
2018,Federal,Onshore,Louisiana,Royalties,Gas,"9,525,562.54","9,778,322.58","$29,446,745.39","$4,333,996.29","-$60,320.62",-$0.09,"$4,273,675.58",14.51%
2018,Federal,Onshore,Louisiana,Royalties,NGL,"4,935,074.96",0.00,"$5,123,030.40","$770,120.84","-$2,509.66","-$1,383.25","$766,227.93",14.96%
2018,Federal,Onshore,Louisiana,Royalties,Oil,"412,610.26",0.00,"$27,230,541.77","$3,385,295.28","-$2,532.37",$0.00,"$3,382,762.91",12.42%
2018,Federal,Onshore,Michigan,Royalties,Gas,"1,063,160.70","1,140,373.16","$3,261,660.20","$408,727.84","-$10,891.64",-$229.20,"$397,607.00",12.19%
2018,Federal,Onshore,Michigan,Royalties,NGL,"390,306.58",0.00,"$452,389.24","$56,548.66","-$2,007.48","-$11,392.73","$43,148.45",9.54%
2018,Federal,Onshore,Michigan,Royalties,Oil,"12,348.37",0.00,"$742,002.48","$94,680.45",$0.00,$0.00,"$94,680.45",12.76%
2018,Federal,Onshore,Mississippi,Royalties,Gas,"172,665.27","184,003.15","$541,538.73","$67,487.09",$0.00,$0.00,"$67,487.09",12.46%
2018,Federal,Onshore,Mississippi,Royalties,NGL,"18,224.56",0.00,"$13,649.27","$1,706.21",$0.00,$0.00,"$1,706.21",12.50%
2018,Federal,Onshore,Mississippi,Royalties,Oil,"298,989.83",0.00,"$18,341,509.46","$2,292,620.55",$0.00,$0.00,"$2,292,620.55",12.50%
2018,Federal,Onshore,Montana,Royalties,Gas,"9,598,837.10","9,555,816.71","$20,721,063.07","$2,482,415.17","-$238,188.90",$0.00,"$2,244,226.27",10.83%
2018,Federal,Onshore,Montana,Royalties,NGL,"3,254,008.39",0.00,"$2,661,844.02","$316,536.14","-$7,204.82","-$70,890.52","$238,440.80",8.96%
2018,Federal,Onshore,Montana,Royalties,Oil,"2,712,721.87",0.00,"$163,317,034.74","$18,933,125.52","-$501,387.04",$0.00,"$18,431,738.48",11.29%
2018,Federal,Onshore,Nebraska,Royalties,Oil,"23,095.02",0.00,"$1,353,619.97","$169,289.83",$0.00,$0.00,"$169,289.83",12.51%
2018,Federal,Onshore,Nevada,Royalties,Oil,"250,953.51",0.00,"$13,641,010.83","$1,705,114.63",$0.00,$0.00,"$1,705,114.63",12.50%
2018,Federal,Onshore,New Mexico,Royalties,Gas,"787,116,565.98","805,480,584.23","$1,670,878,137.42","$208,585,357.58","-$24,238,754.29","-$9,339.23","$184,337,264.06",11.03%
2018,Federal,Onshore,New Mexico,Royalties,NGL,"2,846,786,752.86",-42.16,"$2,001,708,686.32","$249,548,877.13","-$27,100,028.03","-$31,454,333.33","$190,994,515.77",9.54%
2018,Federal,Onshore,New Mexico,Royalties,Oil,"129,936,295.71",0.00,"$7,671,114,827.36","$972,428,783.01","-$42,547,324.36",$0.00,"$929,881,458.65",12.12%
2018,Federal,Onshore,New York,Royalties,Gas,"3,726.27","3,736.17","$10,616.65","$1,327.15",$0.00,$0.00,"$1,327.15",12.50%
2018,Federal,Onshore,North Dakota,Royalties,Gas,"47,242,345.74","55,226,160.70","$157,699,107.31","$19,789,996.01","-$2,596,740.50","-$9,428.12","$17,183,827.39",10.90%
2018,Federal,Onshore,North Dakota,Royalties,NGL,"291,206,677.32",0.00,"$182,321,608.05","$23,097,594.21","-$3,389,069.20","-$4,249,333.38","$15,459,191.63",8.48%
2018,Federal,Onshore,North Dakota,Royalties,Oil,"33,896,661.53",0.00,"$2,092,950,944.30","$262,923,778.72","-$15,118,335.68",$0.00,"$247,805,443.04",11.84%
2018,Federal,Onshore,Ohio,Royalties,Gas,"2,915,810.45","3,061,363.88","$8,489,298.51","$1,060,206.01","-$163,776.41",$0.00,"$896,429.60",10.56%
2018,Federal,Onshore,Ohio,Royalties,Oil,"12,089.14",0.00,"$753,236.36","$94,413.34",$0.00,$0.00,"$94,413.34",12.53%
2018,Federal,Onshore,Oklahoma,Royalties,Gas,"13,961,244.26","14,756,068.72","$37,556,082.74","$4,827,133.42","-$82,575.00",$0.00,"$4,744,558.42",12.63%
