Calendar Year,Land Class,Land Category,State/Offshore Region,Revenue Type,Commodity,Sales Volume,Gas MMBtu Volume,Sales Value,Royalty Value Prior to Allow,Transportation Allow,Processing Allow,Royalty Value Less Allow,Effective Royalty Rate
2018,Federal,Onshore,Oklahoma,Royalties,NGL,"29,809,689.07",0.00,"$17,519,876.63","$2,248,505.74","-$32,027.28","-$101,142.64","$2,115,335.82",12.07%
2018,Federal,Onshore,Oklahoma,Royalties,Oil,"606,854.58",0.00,"$38,260,545.84","$5,247,971.45","-$24,822.48",$0.00,"$5,223,148.97",13.65%
2018,Federal,Onshore,Pennsylvania,Royalties,Gas,"73,765.40","77,630.88","$212,014.47","$26,501.81",$0.00,$0.00,"$26,501.81",12.50%
2018,Federal,Onshore,Pennsylvania,Royalties,NGL,"23,107.30",0.00,"$9,926.02","$1,240.76",$0.00,$0.00,"$1,240.76",12.50%
2018,Federal,Onshore,Pennsylvania,Royalties,Oil,789.35,0.00,"$51,267.45","$6,408.43",$0.00,$0.00,"$6,408.43",12.50%
2018,Federal,Onshore,South Dakota,Royalties,Gas,"65,742.37","64,885.91","$129,643.48","$15,957.21","-$1,454.17",-$404.52,"$14,098.52",10.87%
2018,Federal,Onshore,South Dakota,Royalties,NGL,"3,264.51",0.00,"$2,234.65",$279.32,$0.00,$0.00,$279.32,12.50%
2018,Federal,Onshore,South Dakota,Royalties,Oil,"121,446.93",0.00,"$7,785,488.08","$977,909.61","-$75,135.77",$0.00,"$902,773.84",11.60%
2018,Federal,Onshore,Texas,Royalties,Gas,"24,896,215.87","25,297,102.34","$71,540,689.95","$8,800,627.23","-$573,982.39",-$102.96,"$8,226,541.88",11.50%
2018,Federal,Onshore,Texas,Royalties,NGL,"41,445,153.44",0.00,"$22,309,381.56","$2,700,542.44","-$78,646.94","-$164,417.78","$2,457,477.72",11.02%
2018,Federal,Onshore,Texas,Royalties,Oil,"357,673.61",0.00,"$23,661,809.25","$2,739,871.90","-$13,630.60",$0.00,"$2,726,241.30",11.52%
2018,Federal,Onshore,Utah,Royalties,Gas,"147,637,672.70","154,628,082.00","$405,170,058.31","$50,620,698.92","-$16,062,740.14",-$473.16,"$34,557,485.62",8.53%
2018,Federal,Onshore,Utah,Royalties,NGL,"162,183,385.84",0.00,"$149,987,502.95","$18,754,572.70","-$3,889,644.94","-$4,051,520.89","$10,813,406.87",7.21%
2018,Federal,Onshore,Utah,Royalties,Oil,"8,256,635.51",0.00,"$461,777,484.45","$60,539,677.41","-$846,656.52",$0.00,"$59,693,020.89",12.93%
2018,Federal,Onshore,Virginia,Royalties,Gas,"114,290.29","117,483.69","$379,344.56","$48,075.18",$0.00,$0.00,"$48,075.18",12.67%
2018,Federal,Onshore,West Virginia,Royalties,Gas,"66,932.27","67,410.46","$199,608.37","$24,949.21",$0.00,$0.00,"$24,949.21",12.50%
2018,Federal,Onshore,Wyoming,Royalties,Gas,"1,046,534,141.96","1,081,865,341.69","$2,809,088,732.09","$351,777,468.83","-$34,324,098.58","-$319,590.38","$317,133,779.87",11.29%
2018,Federal,Onshore,Wyoming,Royalties,NGL,"1,090,843,714.23",0.00,"$810,486,337.48","$101,246,581.05","-$9,349,306.15","-$26,784,406.88","$65,112,868.02",8.03%
2018,Federal,Onshore,Wyoming,Royalties,Oil,"44,444,783.02",0.00,"$2,597,452,389.56","$315,485,367.99","-$2,973,309.26",$0.00,"$312,512,058.73",12.03%
2019,Federal,Offshore,Alaska OCS,Royalties,Oil,"479,715.90",0.00,"$28,619,411.98","$4,769,346.18","-$130,307.54",$0.00,"$4,639,038.64",16.21%
2019,Federal,Offshore,Gulf of Mexico,Royalties,Gas,"826,992,928.05","872,617,388.19","$2,194,020,565.55","$273,840,806.95","-$53,487,274.13","-$1,324.97","$220,352,207.85",10.04%
2019,Federal,Offshore,Gulf of Mexico,Royalties,NGL,"2,539,755,330.59",0.00,"$1,103,760,710.48","$124,443,848.18","-$24,366,837.31","-$20,723,779.63","$79,353,231.24",7.19%
2019,Federal,Offshore,Gulf of Mexico,Royalties,Oil,"692,369,889.98",0.00,"$42,303,874,579.80","$4,704,315,035.87","-$216,777,060.97",$0.00,"$4,487,537,974.90",10.61%
2019,Federal,Offshore,Pacific,Royalties,Gas,"1,658,921.58","1,787,467.90","$6,944,590.96","$1,147,363.62","-$523,640.61","-$4,420.29","$619,302.72",8.92%
2019,Federal,Offshore,Pacific,Royalties,NGL,"496,197.70",0.00,"$600,365.18","$100,061.06",$0.00,"-$66,040.32","$34,020.74",5.67%
2019,Federal,Offshore,Pacific,Royalties,Oil,"4,446,581.93",-0.02,"$260,760,268.55","$49,150,031.96","-$3,799,595.69",$0.00,"$45,350,436.27",17.39%
2019,Federal,Onshore,Alabama,Royalties,Gas,"325,559.69","326,595.55","$843,039.77","$106,180.74","-$11,350.23",$0.00,"$94,830.51",11.25%
2019,Federal,Onshore,Alabama,Royalties,NGL,"35,252.92",0.00,"$12,351.44","$1,616.60",-$266.28,-$413.85,$936.47,7.58%
2019,Federal,Onshore,Alabama,Royalties,Oil,"21,509.53",0.00,"$966,902.43","$120,871.99",-$0.02,$0.00,"$120,871.97",12.50%
2019,Federal,Onshore,Alaska,Royalties,Gas,"6,869,520.40","6,987,773.41","$50,474,795.26","$6,320,635.69",-$375.56,$0.00,"$6,320,260.13",12.52%
2019,Federal,Onshore,Alaska,Royalties,NGL,"556,431.59",0.00,"$367,301.89","$45,912.88",$0.00,$0.00,"$45,912.88",12.50%
2019,Federal,Onshore,Alaska,Royalties,Oil,"4,274,472.89",0.00,"$278,769,401.36","$46,177,069.42","-$7,522,022.94",$0.00,"$38,655,046.48",13.87%
2019,Federal,Onshore,Arkansas,Royalties,Gas,"7,028,245.48","7,024,773.80","$16,757,976.11","$2,135,979.41","-$104,281.93",$0.00,"$2,031,697.48",12.12%
2019,Federal,Onshore,Arkansas,Royalties,NGL,"3,258.11",0.00,"$2,053.49",$256.76,-$1.17,-$15.95,$239.64,11.67%
2019,Federal,Onshore,Arkansas,Royalties,Oil,1.15,0.00,$64.21,$8.02,$0.00,$0.00,$8.02,12.49%
2019,Federal,Onshore,California,Royalties,Gas,"8,978,910.86","9,008,500.18","$25,466,765.07","$3,202,146.31","-$165,543.48","-$32,956.52","$3,003,646.31",11.79%
2019,Federal,Onshore,California,Royalties,NGL,"17,094,988.40",0.00,"$11,946,770.08","$1,488,945.65","-$11,327.50","-$9,013.05","$1,468,605.10",12.29%
2019,Federal,Onshore,California,Royalties,Oil,"9,924,291.20",0.00,"$613,749,945.82","$71,234,626.26","-$509,090.87",$0.00,"$70,725,535.39",11.52%
2019,Federal,Onshore,Colorado,Royalties,Gas,"266,932,856.89","276,999,820.56","$615,158,383.75","$76,113,461.81","-$9,659,300.29",-$148.50,"$66,454,013.02",10.80%
2019,Federal,Onshore,Colorado,Royalties,NGL,"364,843,264.49",0.00,"$196,672,402.31","$24,888,283.94","-$5,690,548.65","-$6,964,170.40","$12,233,564.89",6.22%
2019,Federal,Onshore,Colorado,Royalties,Oil,"6,061,490.42",0.00,"$326,883,917.50","$41,150,806.10","-$1,070,366.35",$0.00,"$40,080,439.75",12.26%
2019,Federal,Onshore,Illinois,Royalties,Oil,"15,862.49",0.00,"$825,703.92","$103,212.82",$0.00,$0.00,"$103,212.82",12.50%
2019,Federal,Onshore,Kansas,Royalties,Gas,"2,480,522.11","2,448,360.26","$4,895,367.00","$611,726.69","-$3,246.04",$0.00,"$608,480.65",12.43%
2019,Federal,Onshore,Kansas,Royalties,NGL,"8,700,394.32",0.00,"$2,711,269.24","$339,158.54",-$143.34,"-$7,813.49","$331,201.71",12.22%
2019,Federal,Onshore,Kansas,Royalties,Oil,"168,975.78",0.00,"$7,894,210.76","$982,645.01",$0.00,$0.00,"$982,645.01",12.45%
2019,Federal,Onshore,Kentucky,Royalties,Gas,"94,514.97","108,162.18","$249,516.08","$31,166.40","-$5,950.54",$0.00,"$25,215.86",10.11%
2019,Federal,Onshore,Kentucky,Royalties,Oil,"6,497.45",0.00,"$329,961.70","$47,376.32",$0.00,$0.00,"$47,376.32",14.36%
2019,Federal,Onshore,Louisiana,Royalties,Gas,"19,921,231.63","20,180,735.07","$46,526,417.56","$6,375,671.85","-$284,626.60",$0.00,"$6,091,045.25",13.09%
2019,Federal,Onshore,Louisiana,Royalties,NGL,"5,313,324.14",0.00,"$3,881,692.08","$590,921.28","-$1,062.31",-$652.61,"$589,206.36",15.18%
2019,Federal,Onshore,Louisiana,Royalties,Oil,"381,302.64",0.00,"$22,517,412.77","$2,872,623.70","-$4,450.48",$0.00,"$2,868,173.22",12.74%
2019,Federal,Onshore,Michigan,Royalties,Gas,"971,851.55","1,044,397.01","$2,354,118.23","$295,148.42","-$7,616.48",-$3.49,"$287,528.45",12.21%
2019,Federal,Onshore,Michigan,Royalties,NGL,"227,004.57",0.00,"$272,734.03","$34,091.79",-$293.86,$7.05,"$33,804.98",12.39%
2019,Federal,Onshore,Michigan,Royalties,Oil,"11,515.95",0.00,"$584,796.74","$74,816.27",$0.00,$0.00,"$74,816.27",12.79%
2019,Federal,Onshore,Mississippi,Royalties,Gas,"169,368.80","180,304.38","$429,862.05","$53,718.25",$0.00,$0.00,"$53,718.25",12.50%
2019,Federal,Onshore,Mississippi,Royalties,NGL,"18,367.57",0.00,"$6,656.81",$832.08,$0.00,$0.00,$832.08,12.50%
2019,Federal,Onshore,Mississippi,Royalties,Oil,"298,151.51",0.00,"$15,875,005.61","$1,984,383.21",$0.00,$0.00,"$1,984,383.21",12.50%
2019,Federal,Onshore,Montana,Royalties,Gas,"9,105,049.91","9,045,175.14","$16,817,632.67","$2,019,149.10","-$242,209.28",$0.00,"$1,776,939.82",10.57%
2019,Federal,Onshore,Montana,Royalties,NGL,"3,291,692.41",0.46,"$1,681,769.68","$200,471.97","-$4,026.76","-$41,094.69","$155,350.52",9.24%
2019,Federal,Onshore,Montana,Royalties,Oil,"2,837,843.93",0.00,"$151,458,092.82","$17,543,591.09","-$570,112.32",$0.00,"$16,973,478.77",11.21%
2019,Federal,Onshore,Nebraska,Royalties,Oil,"20,765.08",0.00,"$1,046,193.59","$130,891.00",$0.00,$0.00,"$130,891.00",12.51%
2019,Federal,Onshore,Nevada,Royalties,Oil,"263,676.23",0.00,"$12,298,878.61","$1,537,060.06",$0.00,$0.00,"$1,537,060.06",12.50%
2019,Federal,Onshore,New Mexico,Royalties,Gas,"906,127,726.43","914,503,295.09","$1,440,202,171.20","$179,831,062.95","-$22,974,705.39","-$5,720.48","$156,850,637.08",10.89%
2019,Federal,Onshore,New Mexico,Royalties,NGL,"3,851,733,701.70",0.00,"$1,639,984,155.25","$205,089,830.06","-$29,326,782.38","-$36,338,892.28","$139,424,155.39",8.50%
2019,Federal,Onshore,New Mexico,Royalties,Oil,"178,901,803.96",0.00,"$9,864,841,094.20","$1,299,140,284.37","-$47,050,252.47",$0.00,"$1,252,090,031.90",12.69%
2019,Federal,Onshore,New York,Royalties,Gas,"3,466.20","3,474.33","$7,951.68",$993.91,$0.00,$0.00,$993.91,12.50%
2019,Federal,Onshore,North Dakota,Royalties,Gas,"52,352,670.06","62,692,381.45","$130,607,432.67","$16,247,788.59","-$2,677,479.63","-$1,356.58","$13,568,952.38",10.39%
2019,Federal,Onshore,North Dakota,Royalties,NGL,"327,741,277.17",0.00,"$111,801,932.19","$13,975,730.34","-$2,974,320.12","-$3,280,754.88","$7,720,655.34",6.91%
2019,Federal,Onshore,North Dakota,Royalties,Oil,"41,266,648.50",0.00,"$2,261,692,637.14","$282,873,309.70","-$19,903,551.03",$0.00,"$262,969,758.67",11.63%
2019,Federal,Onshore,Ohio,Royalties,Gas,"2,825,714.76","2,921,874.95","$6,734,898.86","$841,227.04","-$100,408.96",$0.00,"$740,818.08",11.00%
2019,Federal,Onshore,Ohio,Royalties,Oil,"11,772.27",0.00,"$625,187.10","$78,221.36",$0.00,$0.00,"$78,221.36",12.51%
2019,Federal,Onshore,Oklahoma,Royalties,Gas,"14,157,723.02","14,902,848.58","$30,438,498.78","$3,951,112.86","-$117,131.59",$0.00,"$3,833,981.27",12.60%
2019,Federal,Onshore,Oklahoma,Royalties,NGL,"32,669,250.69",0.00,"$12,189,705.40","$1,585,117.03","-$23,654.98","-$54,083.32","$1,507,378.73",12.37%
2019,Federal,Onshore,Oklahoma,Royalties,Oil,"765,564.31",0.00,"$41,894,848.58","$5,569,591.66","-$34,664.47",$0.00,"$5,534,927.19",13.21%
2019,Federal,Onshore,Pennsylvania,Royalties,Gas,"53,355.14","56,359.10","$133,415.55","$16,676.92",$0.00,$0.00,"$16,676.92",12.50%
2019,Federal,Onshore,Pennsylvania,Royalties,NGL,"16,984.38",0.00,"$4,394.16",$549.27,$0.00,$0.00,$549.27,12.50%
2019,Federal,Onshore,Pennsylvania,Royalties,Oil,612.89,0.00,"$34,561.60","$4,320.20",$0.00,$0.00,"$4,320.20",12.50%
2019,Federal,Onshore,South Dakota,Royalties,Gas,"61,285.50","60,845.86","$113,052.40","$13,947.14","-$2,395.86",-$182.63,"$11,368.65",10.06%
2019,Federal,Onshore,South Dakota,Royalties,NGL,"1,023.21",0.00,$465.67,$58.21,$0.00,$0.00,$58.21,12.50%
2019,Federal,Onshore,South Dakota,Royalties,Oil,"115,326.67",0.00,"$6,433,069.75","$807,792.17","-$74,528.32",$0.00,"$733,263.85",11.40%
2019,Federal,Onshore,Texas,Royalties,Gas,"26,037,848.93","26,204,329.61","$60,817,918.54","$7,478,321.71","-$303,534.22",-$78.13,"$7,174,709.36",11.80%
2019,Federal,Onshore,Texas,Royalties,NGL,"43,585,184.30",0.00,"$14,789,261.95","$1,801,080.72","-$93,973.12","-$87,021.10","$1,620,086.50",10.95%
2019,Federal,Onshore,Texas,Royalties,Oil,"333,005.35",0.00,"$19,663,754.78","$2,171,436.41","-$18,451.68",$0.00,"$2,152,984.73",10.95%
2019,Federal,Onshore,Utah,Royalties,Gas,"132,991,733.52","139,480,077.27","$357,394,280.32","$44,648,267.19","-$13,426,245.56",-$156.46,"$31,221,865.17",8.74%
2019,Federal,Onshore,Utah,Royalties,NGL,"133,263,669.52",0.00,"$86,102,895.39","$10,767,459.07","-$2,824,808.95","-$3,435,314.54","$4,507,335.58",5.23%
2019,Federal,Onshore,Utah,Royalties,Oil,"7,968,322.37",0.00,"$388,042,211.64","$51,208,601.34","-$916,054.35",$0.00,"$50,292,546.99",12.96%
2019,Federal,Onshore,Virginia,Royalties,Gas,"115,763.19","117,709.95","$278,863.87","$35,435.76",$0.00,$0.00,"$35,435.76",12.71%
2019,Federal,Onshore,West Virginia,Royalties,Gas,"77,987.82","78,639.88","$159,753.20","$19,969.29",$0.00,$0.00,"$19,969.29",12.50%
2019,Federal,Onshore,Wyoming,Royalties,Gas,"959,845,473.49","1,003,461,713.08","$2,503,991,797.66","$313,679,607.99","-$31,216,483.78","-$3,773.62","$282,459,350.59",11.28%
2019,Federal,Onshore,Wyoming,Royalties,NGL,"1,064,456,498.71",0.00,"$505,278,829.37","$63,274,217.39","-$7,868,999.01","-$15,552,841.43","$39,852,376.95",7.89%
2019,Federal,Onshore,Wyoming,Royalties,Oil,"51,915,146.45",0.00,"$2,737,907,363.30","$334,661,353.39","-$4,180,357.16",$0.00,"$330,480,996.23",12.07%
2020,Federal,Offshore,Alaska OCS,Royalties,Oil,"454,063.17",0.00,"$16,233,154.87","$2,705,198.40","-$229,273.87",$0.00,"$2,475,924.53",15.25%
2020,Federal,Offshore,Gulf of Mexico,COVID RR,Not Tied to a Commodity,0.00,0.00,$0.00,"-$2,591,802.33",$0.00,$0.00,"-$2,591,802.33",
2020,Federal,Offshore,Gulf of Mexico,Royalties,Gas,"637,799,981.77","670,458,640.48","$1,302,406,504.10","$160,688,501.54","-$37,380,643.75",$0.00,"$123,307,857.79",9.47%
2020,Federal,Offshore,Gulf of Mexico,Royalties,NGL,"2,192,557,001.58",0.00,"$682,741,546.78","$75,328,491.07","-$14,576,088.57","-$13,456,349.92","$47,296,052.58",6.93%
2020,Federal,Offshore,Gulf of Mexico,Royalties,Oil,"609,052,904.59",0.00,"$23,776,391,093.11","$2,317,580,435.92","-$150,496,874.11",$0.00,"$2,167,083,561.81",9.11%
2020,Federal,Offshore,Pacific,COVID RR,Not Tied to a Commodity,0.00,0.00,$0.00,"-$1,412,680.95",$0.00,$0.00,"-$1,412,680.95",
2020,Federal,Offshore,Pacific,Royalties,Gas,"1,489,888.61","1,621,940.80","$4,752,686.17","$792,115.01","-$57,109.35",$0.00,"$735,005.66",15.47%
2020,Federal,Offshore,Pacific,Royalties,NGL,"563,751.20",0.00,"$921,701.46","$153,623.82",$0.00,"-$101,391.73","$52,232.09",5.67%
2020,Federal,Offshore,Pacific,Royalties,Oil,"4,576,813.92",0.00,"$165,434,536.04","$28,017,551.92","-$1,742,302.64",$0.00,"$26,275,249.28",15.88%
2020,Federal,Onshore,Alabama,Royalties,Gas,"286,505.27","286,398.31","$590,227.49","$74,379.78","-$7,347.57",$0.00,"$67,032.21",11.36%
2020,Federal,Onshore,Alabama,Royalties,NGL,"33,571.23",0.00,"$9,654.35","$1,242.38",-$21.45,-$181.03,"$1,039.90",10.77%
2020,Federal,Onshore,Alabama,Royalties,Oil,"22,088.47",0.00,"$635,138.81","$79,396.93",-$0.09,$0.00,"$79,396.84",12.50%
2020,Federal,Onshore,Alaska,Royalties,Gas,"6,663,385.50","6,702,467.81","$50,569,067.52","$6,321,956.58",-$816.88,$0.00,"$6,321,139.70",12.50%
2020,Federal,Onshore,Alaska,Royalties,NGL,"138,350.43",0.00,"$82,680.94","$10,335.27",$0.00,$0.00,"$10,335.27",12.50%
2020,Federal,Onshore,Alaska,Royalties,Oil,"2,683,971.36",0.00,"$112,567,479.50","$18,832,017.59","-$4,239,137.97",$0.00,"$14,592,879.62",12.96%
2020,Federal,Onshore,Arkansas,Royalties,Gas,"6,551,425.19","6,564,396.53","$11,980,140.59","$1,533,886.70","-$83,018.36",$0.00,"$1,450,868.34",12.11%
2020,Federal,Onshore,Arkansas,Royalties,NGL,"3,083.46",0.00,"$1,148.94",$143.59,-$2.25,-$10.71,$130.63,11.37%
2020,Federal,Onshore,Arkansas,Royalties,Oil,2.40,0.00,$93.54,$11.68,$0.00,$0.00,$11.68,12.49%
2020,Federal,Onshore,California,Royalties,Gas,"8,207,133.99","8,253,958.98","$18,989,364.72","$2,379,369.01","-$178,862.37","-$13,676.54","$2,186,830.10",11.52%
2020,Federal,Onshore,California,Royalties,NGL,"18,251,433.73",0.00,"$9,410,993.95","$1,173,954.25","-$10,702.56",$0.00,"$1,163,251.69",12.36%
2020,Federal,Onshore,California,Royalties,Oil,"9,556,508.22",0.00,"$376,733,663.39","$43,603,016.90","-$418,883.70",$0.00,"$43,184,133.20",11.46%
2020,Federal,Onshore,Colorado,Royalties,Gas,"280,039,533.73","289,306,914.01","$532,638,159.33","$65,937,881.44","-$9,794,757.62",$0.00,"$56,143,123.82",10.54%
2020,Federal,Onshore,Colorado,Royalties,NGL,"384,891,097.97",0.00,"$163,188,322.94","$20,615,501.28","-$6,110,022.99","-$6,133,819.83","$8,371,658.46",5.13%
2020,Federal,Onshore,Colorado,Royalties,Oil,"7,613,714.35",0.00,"$275,740,879.16","$34,509,758.27","-$974,121.06",$0.00,"$33,535,637.21",12.16%
2020,Federal,Onshore,Idaho,Royalties,Gas,"2,181.38","2,499.72","$8,224.07","$1,028.01",$0.00,$0.00,"$1,028.01",12.50%
2020,Federal,Onshore,Illinois,Royalties,Oil,"14,752.42",0.00,"$523,417.79","$65,427.03",$0.00,$0.00,"$65,427.03",12.50%
2020,Federal,Onshore,Kansas,Royalties,Gas,"2,289,483.70","2,259,880.79","$3,783,378.83","$472,877.35","-$1,422.69",$0.00,"$471,454.66",12.46%
2020,Federal,Onshore,Kansas,Royalties,NGL,"8,322,407.97",0.00,"$2,048,419.55","$256,291.38",-$29.07,"-$21,695.47","$234,566.84",11.45%
2020,Federal,Onshore,Kansas,Royalties,Oil,"119,942.66",0.00,"$3,803,278.23","$472,734.91",$0.00,$0.00,"$472,734.91",12.43%
2020,Federal,Onshore,Kentucky,Royalties,Gas,"89,327.33","102,504.84","$179,252.40","$22,417.64","-$4,720.88",$0.00,"$17,696.76",9.87%
2020,Federal,Onshore,Kentucky,Royalties,Oil,"7,053.85",0.00,"$249,953.80","$35,645.28",$0.00,$0.00,"$35,645.28",14.26%
2020,Federal,Onshore,Louisiana,Royalties,Gas,"21,371,627.13","20,974,679.09","$38,139,652.82","$5,198,079.83","-$191,785.59",$0.00,"$5,006,294.24",13.13%
2020,Federal,Onshore,Louisiana,Royalties,NGL,"6,326,289.76",0.00,"$3,343,802.24","$509,554.32",-$715.06,"-$1,519.25","$507,320.01",15.17%
2020,Federal,Onshore,Louisiana,Royalties,Oil,"305,540.42",0.00,"$11,669,719.88","$1,519,417.08","-$5,858.30",$0.00,"$1,513,558.78",12.97%
2020,Federal,Onshore,Michigan,Royalties,Gas,"804,331.14","870,362.59","$1,542,720.99","$193,514.44","-$4,866.53",$0.00,"$188,647.91",12.23%
2020,Federal,Onshore,Michigan,Royalties,NGL,"193,163.79",0.00,"$179,079.27","$22,384.92",-$523.68,-$46.10,"$21,815.14",12.18%
2020,Federal,Onshore,Michigan,Royalties,Oil,"8,771.27",0.00,"$312,476.11","$39,911.16",$0.00,$0.00,"$39,911.16",12.77%
2020,Federal,Onshore,Mississippi,Royalties,Gas,"124,819.68","135,322.48","$254,949.75","$31,865.79",$0.00,$0.00,"$31,865.79",12.50%
2020,Federal,Onshore,Mississippi,Royalties,NGL,"11,596.41",0.00,"$2,425.46",$303.17,$0.00,$0.00,$303.17,12.50%
2020,Federal,Onshore,Mississippi,Royalties,Oil,"231,005.26",0.00,"$8,216,544.75","$1,027,071.59",$0.00,$0.00,"$1,027,071.59",12.50%
2020,Federal,Onshore,Montana,Royalties,Gas,"8,567,550.63","8,483,671.37","$13,033,422.78","$1,567,255.39","-$277,414.40",$0.00,"$1,289,840.99",9.90%
2020,Federal,Onshore,Montana,Royalties,NGL,"2,544,513.45",0.58,"$1,007,694.49","$119,881.94","-$2,520.42","-$26,970.36","$90,391.16",8.97%
2020,Federal,Onshore,Montana,Royalties,Oil,"2,412,230.44",0.00,"$85,897,582.52","$9,964,587.38","-$529,134.28",$0.00,"$9,435,453.10",10.98%
2020,Federal,Onshore,Nebraska,Royalties,Oil,"16,705.48",0.00,"$578,795.63","$72,422.68",$0.00,$0.00,"$72,422.68",12.51%
2020,Federal,Onshore,Nevada,Royalties,Oil,"218,960.54",0.00,"$7,133,258.05","$500,663.46",$0.00,$0.00,"$500,663.46",7.02%
2020,Federal,Onshore,New Mexico,Royalties,Gas,"970,622,291.91","984,618,231.14","$1,480,684,881.89","$185,072,581.43","-$26,194,640.84",$0.00,"$158,877,940.59",10.73%
2020,Federal,Onshore,New Mexico,Royalties,NGL,"4,457,728,231.14",-0.04,"$1,562,384,212.85","$195,383,852.10","-$31,823,459.28","-$37,473,889.90","$126,086,502.92",8.07%
2020,Federal,Onshore,New Mexico,Royalties,Oil,"209,734,522.46",0.00,"$7,970,283,811.93","$1,027,183,632.16","-$38,042,751.20",$0.00,"$989,140,880.96",12.41%
2020,Federal,Onshore,New York,Royalties,Gas,"2,934.33","2,936.31","$4,735.67",$593.23,$0.00,$0.00,$593.23,12.53%
2020,Federal,Onshore,North Dakota,Royalties,Gas,"55,695,662.21","65,240,897.64","$101,632,723.88","$12,624,059.18","-$2,741,850.66",$0.00,"$9,882,208.52",9.72%
2020,Federal,Onshore,North Dakota,Royalties,NGL,"544,349,851.21",0.00,"$104,009,731.16","$12,931,550.45","-$2,752,140.03","-$2,662,893.55","$7,516,516.87",7.23%
2020,Federal,Onshore,North Dakota,Royalties,Oil,"36,479,220.96",0.00,"$1,345,165,592.82","$167,409,304.51","-$18,678,499.61",$0.00,"$148,730,804.90",11.06%
2020,Federal,Onshore,Ohio,Royalties,Gas,"3,065,908.52","3,145,898.44","$5,598,938.30","$699,346.29","-$86,039.30",$0.00,"$613,306.99",10.95%
2020,Federal,Onshore,Ohio,Royalties,Oil,"12,378.28",0.00,"$469,760.48","$58,713.06",$0.00,$0.00,"$58,713.06",12.50%
2020,Federal,Onshore,Oklahoma,Royalties,Gas,"11,904,410.76","12,717,369.93","$21,509,641.05","$2,743,592.88","-$64,542.91",$0.00,"$2,679,049.97",12.46%
2020,Federal,Onshore,Oklahoma,Royalties,NGL,"25,608,625.51",0.00,"$8,002,488.89","$1,019,310.20","-$14,055.26","-$27,107.89","$978,147.05",12.22%
2020,Federal,Onshore,Oklahoma,Royalties,Oil,"506,292.39",0.00,"$18,596,052.25","$2,370,107.51","-$22,364.55",$0.00,"$2,347,742.96",12.62%
2020,Federal,Onshore,Pennsylvania,Royalties,Gas,"46,889.45","49,296.06","$85,104.99","$10,638.13",$0.00,$0.00,"$10,638.13",12.50%
2020,Federal,Onshore,Pennsylvania,Royalties,NGL,"9,222.16",0.00,"$2,073.60",$259.20,$0.00,$0.00,$259.20,12.50%
2020,Federal,Onshore,Pennsylvania,Royalties,Oil,567.25,0.00,"$24,853.68","$3,106.71",$0.00,$0.00,"$3,106.71",12.50%
2020,Federal,Onshore,South Dakota,Royalties,Gas,"61,438.17","61,108.44","$95,051.51","$11,881.63","-$2,690.62",$0.00,"$9,191.01",9.67%
2020,Federal,Onshore,South Dakota,Royalties,Oil,"102,544.43",0.00,"$3,816,377.75","$479,246.46","-$60,009.39",$0.00,"$419,237.07",10.99%
2020,Federal,Onshore,Texas,Royalties,Gas,"24,294,524.90","24,315,226.64","$44,643,205.69","$5,506,159.92","-$295,484.16",$0.00,"$5,210,675.76",11.67%
2020,Federal,Onshore,Texas,Royalties,NGL,"38,567,266.80",0.00,"$9,621,015.88","$1,175,816.40","-$71,005.50","-$72,359.68","$1,032,451.22",10.73%
2020,Federal,Onshore,Texas,Royalties,Oil,"316,680.58",0.00,"$12,751,057.29","$1,439,972.14","-$20,584.96",$0.00,"$1,419,387.18",11.13%
2020,Federal,Onshore,Utah,Royalties,Gas,"118,591,800.52","125,032,815.26","$249,806,573.52","$31,185,060.76","-$6,031,191.76",$0.00,"$25,153,869.00",10.07%
2020,Federal,Onshore,Utah,Royalties,NGL,"99,434,421.83",0.00,"$52,298,119.35","$6,533,727.43","-$2,014,330.42","-$2,346,981.03","$2,172,415.98",4.15%
2020,Federal,Onshore,Utah,Royalties,Oil,"6,184,217.05",0.00,"$208,846,534.20","$27,358,089.09","-$412,087.18",$0.00,"$26,946,001.91",12.90%
2020,Federal,Onshore,Virginia,Royalties,Gas,"131,533.56","135,138.79","$267,904.70","$33,855.84",$0.00,$0.00,"$33,855.84",12.64%
2020,Federal,Onshore,West Virginia,Royalties,Gas,"61,799.03","62,286.15","$100,617.45","$12,577.34",$0.00,$0.00,"$12,577.34",12.50%
2020,Federal,Onshore,Wyoming,Royalties,Gas,"837,972,999.76","874,748,478.47","$1,751,540,887.95","$217,185,425.61","-$25,993,830.23",$0.00,"$191,191,595.38",10.92%
2020,Federal,Onshore,Wyoming,Royalties,NGL,"1,175,121,525.04",0.00,"$388,695,058.37","$48,068,556.97","-$8,687,886.99","-$11,495,485.93","$27,885,184.05",7.17%
2020,Federal,Onshore,Wyoming,Royalties,Oil,"50,164,478.61",0.00,"$1,803,113,130.92","$218,766,347.41","-$6,012,454.95",$0.00,"$212,753,892.46",11.80%
2021,Federal,Offshore,Alaska OCS,Royalties,Oil,"449,683.44",0.00,"$28,158,123.24","$4,692,444.69",$0.00,$0.00,"$4,692,444.69",16.66%
2021,Federal,Offshore,Gulf of Mexico,COVID RR,Not Tied to a Commodity,0.00,0.00,$0.00,"-$1,919,780.69",$0.00,$0.00,"-$1,919,780.69",
