period,calendar_year,fiscal_year,month,month_long,fiscal_month,period_date,location_name,fips_code,state,state_name,county,land_class,land_category,land_type,region_type,district_type,offshore_region,commodity,product,revenue,duplicate_no,row_number
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",-1066.5,0,4971
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",156629.28,0,4972
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",-6248753.55,0,4973
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Wind,"",0.76,0,4974
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",7865685.6,0,4975
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Wind,"",213.83,0,4976
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",6283283.08,0,4977
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",2988155.42,0,4978
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",117723077.96,0,4979
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Other Products,"",1111.18,0,4980
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",13660,0,4981
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",6002988,0,4982
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",26157.73,0,4983
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",23779.75,0,4984
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil,"",-959.75,0,4985
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",-4512111.16,0,4986
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",8418,0,4987
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",1564.23,0,4988
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",2136.19,0,4989
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",61022,0,4990
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",95556.06,0,4991
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",12173,0,4992
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",1332028.55,0,4993
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil Shale,"",932,0,4994
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",157,0,4995
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Potassium,"",-117039,0,4996
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",-40312,0,4997
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",44295842.1,0,4998
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",42799224.88,0,4999
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",6976595.07,0,5000
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",64494348.92,0,5001
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",11111690.74,0,5002
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",152100,0,5003
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",34094.2,0,5004
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",100000,0,5005
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",-50.77,0,5006
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",130.54,0,5007
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-6617.15,0,5008
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",3181454.13,0,5009
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",307126.41,0,5010
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",6757633.33,0,5011
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",5674927.94,0,5012
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",-9579.26,0,5013
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",33466477.39,0,5014
Monthly,2016,2016,1,January,4,2016-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",80921.11,0,5015
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Not tied to a commodity,"",2045600,0,5016
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",19000.91,0,5017
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",25355.67,0,5018
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",-109633.61,0,5019
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",-3439911.91,0,5020
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",17878142.72,0,5021
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Wind,"",630,0,5022
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",22270689.58,0,5023
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",7367869.71,0,5024
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",211205147.99,0,5025
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Other Products,"",-3072.9,0,5026
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",460000,0,5027
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",26977.62,0,5028
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",45555,0,5029
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gilsonite,"",-120,0,5030
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",-21051,0,5031
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",-11320199.41,0,5032
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",1347,0,5033
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",-33354.36,0,5034
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",-53948.33,0,5035
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",96687,0,5036
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",125972.06,0,5037
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gilsonite,"",-60,0,5038
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",-7907,0,5039
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",1661930.93,0,5040
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",-4709,0,5041
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Potassium,"",-35172.6,0,5042
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",-29222,0,5043
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",40471602.33,0,5044
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",48042055.45,0,5045
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",7043919,0,5046
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",50142873.07,0,5047
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",8806133.41,0,5048
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",166739.6,0,5049
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",-256.43,0,5050
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",1063575.26,0,5051
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",100000,0,5052
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",148.27,0,5053
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",212.08,0,5054
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-5011.39,0,5055
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",-1321386.13,0,5056
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",36859.37,0,5057
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",5179386.49,0,5058
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",7821515.23,0,5059
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",124404.8,0,5060
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",25053215.54,0,5061
Monthly,2016,2016,2,February,5,2016-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",108664.66,0,5062
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Wind,"",1886955,0,5063
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Not tied to a commodity,"",1124982.86,0,5064
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",13468.24,0,5065
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",-298.79,0,5066
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",72878.41,0,5067
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",-5291709.68,0,5068
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",3626488.19,0,5069
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Wind,"",1031499,0,5070
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",15479143.27,0,5071
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",4967052.36,0,5072
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",126947710.57,0,5073
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Other Products,"",-454.23,0,5074
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",17435,0,5075
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",,0,5076
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Potassium,"",13950,0,5077
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Clay,"",-11.54,0,5078
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",267133.42,0,5079
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gas,"",1730.6,0,5080
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",19231.15,0,5081
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gilsonite,"",1434,0,5082
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",5106,0,5083
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil,"",-3062.94,0,5084
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",-3761367.52,0,5085
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",4326,0,5086
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",-13622.52,0,5087
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",-62610.4,0,5088
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Clay,"",-314,0,5089
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",130712.15,0,5090
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",68856.06,0,5091
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gilsonite,"",239,0,5092
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Hardrock,"",1622,0,5093
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",2944081.65,0,5094
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Phosphate,"",562,0,5095
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Potassium,"",-76666,0,5096
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Sodium,"",-41086,0,5097
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",37913003.19,0,5098
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,"",52283994.83,0,5099
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",NGL,"",8872814.54,0,5100
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,"",57192764.64,0,5101
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Other Products,"",11228169,0,5102
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",321219.6,0,5103
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"",Not tied to a location,"","",Federal,"",Federal - not tied to a location,"","","",Not tied to a commodity,"",11464.76,0,5104
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",100000,0,5105
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",56.47,0,5106
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",192.85,0,5107
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",-2584.49,0,5108
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",793435.43,0,5109
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",115932.3,0,5110
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",4190,0,5111
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Copper,"",3988.74,0,5112
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gypsum,"",1040,0,5113
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil & Gas,"",186377.95,0,5114
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Sand & Gravel,"",25800,0,5115
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,"",3462791.93,0,5116
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,"",7346799.6,0,5117
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",NGL,"",459313.14,0,5118
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,"",24593863.1,0,5119
Monthly,2016,2016,3,March,6,2016-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Other Products,"",398328.4,0,5120
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Not tied to a commodity,"",1344048.23,0,5121
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Gas,"",10497.79,0,5122
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",NGL,"",2289.22,0,5123
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil,"",-61216.37,0,5124
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Oil & Gas,"",3281973.63,0,5125
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Offshore,Federal Offshore,"","","",Sulfur,"",3788.58,0,5126
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil & Gas,"",4367495.44,0,5127
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Wind,"",1063227,0,5128
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,"",11000883.4,0,5129
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",NGL,"",2478788.68,0,5130
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,"",117778996.58,0,5131
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Other Products,"",568.13,0,5132
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",60000202.33,0,5133
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil & Gas,"",788384,0,5134
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Potassium,"",278426,0,5135
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Coal,"",10642.19,0,5136
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Geothermal,"",22992,0,5137
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Gilsonite,"",-1434,0,5138
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Hardrock,"",-1623.25,0,5139
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil,"",-1058.36,0,5140
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Oil & Gas,"",-825478.5,0,5141
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Phosphate,"",12661,0,5142
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Potassium,"",-137485.39,0,5143
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"",Not tied to a location,"","",Federal,Onshore,Federal Onshore,"","","",Sodium,"",278.16,0,5144
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,"",97045,0,5145
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Geothermal,"",88483.42,0,5146
Monthly,2016,2016,4,April,7,2016-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gilsonite,"",-239,0,5147
