period,calendar_year,fiscal_year,month,month_long,fiscal_month,period_date,location_name,fips_code,state,state_name,county,land_class,land_category,land_type,region_type,district_type,offshore_region,commodity,product,volume,duplicate_no,row_number
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Oklahoma",40109,OK,Oklahoma,Oklahoma,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1350,0,5536
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Payne",40119,OK,Oklahoma,Payne,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),187,0,5537
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Payne",40119,OK,Oklahoma,Payne,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),9259,0,5538
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Pittsburg",40121,OK,Oklahoma,Pittsburg,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2827374,0,5539
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Roger Mills",40129,OK,Oklahoma,Roger Mills,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),38380,0,5540
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Roger Mills",40129,OK,Oklahoma,Roger Mills,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),3079581,0,5541
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Sequoyah",40135,OK,Oklahoma,Sequoyah,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),31631,0,5542
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Texas",40139,OK,Oklahoma,Texas,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),3820,0,5543
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Texas",40139,OK,Oklahoma,Texas,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),155848,0,5544
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Tillman",40141,OK,Oklahoma,Tillman,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),15162,0,5545
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Washita",40149,OK,Oklahoma,Washita,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),37621,0,5546
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Washita",40149,OK,Oklahoma,Washita,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1462437,0,5547
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Woods",40151,OK,Oklahoma,Woods,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),20578,0,5548
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Woods",40151,OK,Oklahoma,Woods,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1108216,0,5549
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Woodward",40153,OK,Oklahoma,Woodward,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2262,0,5550
Fiscal Year,0,2010,0,"",0,2010-01-01,"Oklahoma, Woodward",40153,OK,Oklahoma,Woodward,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),596791,0,5551
Fiscal Year,0,2010,0,"",0,2010-01-01,"Pennsylvania, Forest",42053,PA,Pennsylvania,Forest,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),7491,0,5552
Fiscal Year,0,2010,0,"",0,2010-01-01,"Pennsylvania, Forest",42053,PA,Pennsylvania,Forest,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),64096,0,5553
Fiscal Year,0,2010,0,"",0,2010-01-01,"Pennsylvania, Indiana",42063,PA,Pennsylvania,Indiana,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),5078,0,5554
Fiscal Year,0,2010,0,"",0,2010-01-01,"Pennsylvania, Westmoreland",42129,PA,Pennsylvania,Westmoreland,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),7806,0,5555
Fiscal Year,0,2010,0,"",0,2010-01-01,"South Carolina, Abbeville",45001,SC,South Carolina,Abbeville,Federal,Onshore,Federal Onshore,County,County,"",Gold Placer,Gold Placer (oz),108,0,5556
Fiscal Year,0,2010,0,"",0,2010-01-01,"South Dakota, Fall River",46047,SD,South Dakota,Fall River,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),19948,0,5557
Fiscal Year,0,2010,0,"",0,2010-01-01,"South Dakota, Fall River",46047,SD,South Dakota,Fall River,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),20841,0,5558
Fiscal Year,0,2010,0,"",0,2010-01-01,"South Dakota, Harding",46063,SD,South Dakota,Harding,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),131279,0,5559
Fiscal Year,0,2010,0,"",0,2010-01-01,"South Dakota, Harding",46063,SD,South Dakota,Harding,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1754014,0,5560
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Bowie",48037,TX,Texas,Bowie,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),342,0,5561
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Bowie",48037,TX,Texas,Bowie,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),3782,0,5562
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Burleson",48051,TX,Texas,Burleson,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),447,0,5563
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Burleson",48051,TX,Texas,Burleson,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),9174,0,5564
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Chambers",48071,TX,Texas,Chambers,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2787,0,5565
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Denton",48121,TX,Texas,Denton,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),465253,0,5566
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Freestone",48161,TX,Texas,Freestone,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),42,0,5567
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Freestone",48161,TX,Texas,Freestone,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),154015,0,5568
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Galveston",48167,TX,Texas,Galveston,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),53106,0,5569
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Galveston",48167,TX,Texas,Galveston,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),269886,0,5570
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Gray",48179,TX,Texas,Gray,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1854,0,5571
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Grayson",48181,TX,Texas,Grayson,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),6708,0,5572
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Grayson",48181,TX,Texas,Grayson,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),25092,0,5573
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Harrison",48203,TX,Texas,Harrison,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),206,0,5574
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Harrison",48203,TX,Texas,Harrison,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),8121,0,5575
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Hemphill",48211,TX,Texas,Hemphill,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),4,0,5576
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Hemphill",48211,TX,Texas,Hemphill,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),7360,0,5577
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Hidalgo",48215,TX,Texas,Hidalgo,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),84,0,5578
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Hidalgo",48215,TX,Texas,Hidalgo,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),26727,0,5579
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Hill",48217,TX,Texas,Hill,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),17181,0,5580
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Houston",48225,TX,Texas,Houston,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),97002,0,5581
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Houston",48225,TX,Texas,Houston,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),767071,0,5582
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Jackson",48239,TX,Texas,Jackson,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),3309,0,5583
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Jackson",48239,TX,Texas,Jackson,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),98712,0,5584
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Jasper",48241,TX,Texas,Jasper,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1229,0,5585
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Jasper",48241,TX,Texas,Jasper,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),3246,0,5586
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Johnson",48251,TX,Texas,Johnson,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),808262,0,5587
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Lee",48287,TX,Texas,Lee,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),507,0,5588
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Lee",48287,TX,Texas,Lee,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),7679,0,5589
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Live Oak",48297,TX,Texas,Live Oak,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),23198,0,5590
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, McMullen",48311,TX,Texas,McMullen,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2633,0,5591
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, McMullen",48311,TX,Texas,McMullen,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),26597,0,5592
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Montgomery",48339,TX,Texas,Montgomery,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1711,0,5593
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Montgomery",48339,TX,Texas,Montgomery,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),296580,0,5594
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Nacogdoches",48347,TX,Texas,Nacogdoches,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),397,0,5595
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Nacogdoches",48347,TX,Texas,Nacogdoches,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),358212,0,5596
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Nueces",48355,TX,Texas,Nueces,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),455,0,5597
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Nueces",48355,TX,Texas,Nueces,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),46507,0,5598
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Ochiltree",48357,TX,Texas,Ochiltree,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),4,0,5599
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Ochiltree",48357,TX,Texas,Ochiltree,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4371,0,5600
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Parker",48367,TX,Texas,Parker,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),13668,0,5601
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Sabine",48403,TX,Texas,Sabine,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),8380,0,5602
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Sabine",48403,TX,Texas,Sabine,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),27844,0,5603
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, San Augustine",48405,TX,Texas,San Augustine,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),739,0,5604
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, San Augustine",48405,TX,Texas,San Augustine,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),107810,0,5605
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, San Jacinto",48407,TX,Texas,San Jacinto,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),24476,0,5606
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, San Jacinto",48407,TX,Texas,San Jacinto,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),599729,0,5607
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Shelby",48419,TX,Texas,Shelby,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),23252,0,5608
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Shelby",48419,TX,Texas,Shelby,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),5419329,0,5609
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Starr",48427,TX,Texas,Starr,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1,0,5610
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Starr",48427,TX,Texas,Starr,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),5715537,0,5611
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Tarrant",48439,TX,Texas,Tarrant,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2561,0,5612
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Tarrant",48439,TX,Texas,Tarrant,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),5663723,0,5613
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Taylor",48441,TX,Texas,Taylor,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),3630,0,5614
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Walker",48471,TX,Texas,Walker,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),7927,0,5615
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Washington",48477,TX,Texas,Washington,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2684,0,5616
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Washington",48477,TX,Texas,Washington,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),39746,0,5617
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Wheeler",48483,TX,Texas,Wheeler,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),11,0,5618
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Wheeler",48483,TX,Texas,Wheeler,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2968,0,5619
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Wilbarger",48487,TX,Texas,Wilbarger,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),117,0,5620
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Wilbarger",48487,TX,Texas,Wilbarger,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1798,0,5621
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Wise",48497,TX,Texas,Wise,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),30664,0,5622
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Wise",48497,TX,Texas,Wise,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),406415,0,5623
Fiscal Year,0,2010,0,"",0,2010-01-01,"Texas, Zapata",48505,TX,Texas,Zapata,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),343486,0,5624
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Beaver",49001,UT,Utah,Beaver,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Thousands of Pounds","Geothermal - Electrical Generation, Thousands of Pounds",2849229851,0,5625
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Carbon",49007,UT,Utah,Carbon,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),46438,0,5626
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Carbon",49007,UT,Utah,Carbon,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),6664956,0,5627
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Carbon",49007,UT,Utah,Carbon,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),47271361,0,5628
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Daggett",49009,UT,Utah,Daggett,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),59,0,5629
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Daggett",49009,UT,Utah,Daggett,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),108253,0,5630
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Duchesne",49013,UT,Utah,Duchesne,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2562047,0,5631
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Duchesne",49013,UT,Utah,Duchesne,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),5680434,0,5632
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Emery",49015,UT,Utah,Emery,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),8705,0,5633
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Emery",49015,UT,Utah,Emery,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),429297,0,5634
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Emery",49015,UT,Utah,Emery,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),8406566,0,5635
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Garfield",49017,UT,Utah,Garfield,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),9125,0,5636
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Garfield",49017,UT,Utah,Garfield,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),170035,0,5637
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Grand",49019,UT,Utah,Grand,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),93612,0,5638
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Grand",49019,UT,Utah,Grand,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),3266142,0,5639
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Piute",49031,UT,Utah,Piute,Federal,Onshore,Federal Onshore,County,County,"",Clay,Clay (tons),12841,0,5640
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, San Juan",49037,UT,Utah,San Juan,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),302411,0,5641
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, San Juan",49037,UT,Utah,San Juan,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4231395,0,5642
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Sevier",49041,UT,Utah,Sevier,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2134963,0,5643
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Sevier",49041,UT,Utah,Sevier,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),3611947,0,5644
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Summit",49043,UT,Utah,Summit,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),14977,0,5645
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Summit",49043,UT,Utah,Summit,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),124572,0,5646
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Tooele",49045,UT,Utah,Tooele,Federal,Onshore,Federal Onshore,County,County,"",Manure Salts,Manure Salts (tons),541,0,5647
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Tooele",49045,UT,Utah,Tooele,Federal,Onshore,Federal Onshore,County,County,"",Potash,Potash (tons),17194,0,5648
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Tooele",49045,UT,Utah,Tooele,Federal,Onshore,Federal Onshore,County,County,"",Salt,Salt (tons),17764,0,5649
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Tooele",49045,UT,Utah,Tooele,Federal,Onshore,Federal Onshore,County,County,"",Magnesium Chloride Brine,Magnesium Chloride Brine (tons),66972,0,5650
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Uintah",49047,UT,Utah,Uintah,Federal,Onshore,Federal Onshore,County,County,"",Gilsonite,Gilsonite (tons),23681,0,5651
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Uintah",49047,UT,Utah,Uintah,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),5363135,0,5652
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Uintah",49047,UT,Utah,Uintah,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),219316007,0,5653
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Utah",49049,UT,Utah,Utah,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),31990,0,5654
Fiscal Year,0,2010,0,"",0,2010-01-01,"Utah, Washington",49053,UT,Utah,Washington,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4173,0,5655
Fiscal Year,0,2010,0,"",0,2010-01-01,"Virginia, Dickenson",51051,VA,Virginia,Dickenson,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),172383,0,5656
Fiscal Year,0,2010,0,"",0,2010-01-01,"Virginia, Giles",51071,VA,Virginia,Giles,Federal,Onshore,Federal Onshore,County,County,"",Limestone,Limestone (tons),175724,0,5657
Fiscal Year,0,2010,0,"",0,2010-01-01,"Virginia, Wise",51195,VA,Virginia,Wise,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),17818,0,5658
Fiscal Year,0,2010,0,"",0,2010-01-01,"West Virginia, Grant",54023,WV,West Virginia,Grant,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),19901,0,5659
Fiscal Year,0,2010,0,"",0,2010-01-01,"West Virginia, Lewis",54041,WV,West Virginia,Lewis,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),14,0,5660
Fiscal Year,0,2010,0,"",0,2010-01-01,"West Virginia, Lewis",54041,WV,West Virginia,Lewis,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),8902,0,5661
Fiscal Year,0,2010,0,"",0,2010-01-01,"West Virginia, Mingo",54059,WV,West Virginia,Mingo,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),80491,0,5662
Fiscal Year,0,2010,0,"",0,2010-01-01,"West Virginia, Pendleton",54071,WV,West Virginia,Pendleton,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),36518,0,5663
Fiscal Year,0,2010,0,"",0,2010-01-01,"West Virginia, Pocahontas",54075,WV,West Virginia,Pocahontas,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),38962,0,5664
Fiscal Year,0,2010,0,"",0,2010-01-01,"West Virginia, Preston",54077,WV,West Virginia,Preston,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),31543,0,5665
Fiscal Year,0,2010,0,"",0,2010-01-01,"West Virginia, Tucker",54093,WV,West Virginia,Tucker,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),174314,0,5666
Fiscal Year,0,2010,0,"",0,2010-01-01,"West Virginia, Wyoming",54109,WV,West Virginia,Wyoming,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1354,0,5667
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Albany",56001,WY,Wyoming,Albany,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),19058,0,5668
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Albany",56001,WY,Wyoming,Albany,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),27600,0,5669
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Big Horn",56003,WY,Wyoming,Big Horn,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),675650,0,5670
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Big Horn",56003,WY,Wyoming,Big Horn,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2035224,0,5671
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Campbell",56005,WY,Wyoming,Campbell,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),3742366,0,5672
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Campbell",56005,WY,Wyoming,Campbell,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),81276219,0,5673
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Campbell",56005,WY,Wyoming,Campbell,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),361767752,0,5674
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Carbon",56007,WY,Wyoming,Carbon,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),672,0,5675
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Carbon",56007,WY,Wyoming,Carbon,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),820474,0,5676
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Carbon",56007,WY,Wyoming,Carbon,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),75728146,0,5677
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Converse",56009,WY,Wyoming,Converse,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1216805,0,5678
Fiscal Year,0,2010,0,"",0,2010-01-01,"Wyoming, Converse",56009,WY,Wyoming,Converse,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4595206,0,5679
