period,calendar_year,fiscal_year,month,month_long,fiscal_month,period_date,location_name,fips_code,state,state_name,county,land_class,land_category,land_type,region_type,district_type,offshore_region,commodity,product,volume,duplicate_no,row_number
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Bowman",38011,ND,North Dakota,Bowman,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4247752,0,3900
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Burke",38013,ND,North Dakota,Burke,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),10160,0,3901
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Burke",38013,ND,North Dakota,Burke,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),35480,0,3902
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Divide",38023,ND,North Dakota,Divide,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),526,0,3903
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Divide",38023,ND,North Dakota,Divide,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1553,0,3904
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Dunn",38025,ND,North Dakota,Dunn,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),132714,0,3905
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Dunn",38025,ND,North Dakota,Dunn,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),208561,0,3906
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Golden Valley",38033,ND,North Dakota,Golden Valley,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),352899,0,3907
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Golden Valley",38033,ND,North Dakota,Golden Valley,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),358584,0,3908
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, McKenzie",38053,ND,North Dakota,McKenzie,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1720590,0,3909
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, McKenzie",38053,ND,North Dakota,McKenzie,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2462691,0,3910
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Mercer",38057,ND,North Dakota,Mercer,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),3581611,0,3911
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Mountrail",38061,ND,North Dakota,Mountrail,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),49277,0,3912
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Mountrail",38061,ND,North Dakota,Mountrail,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),80228,0,3913
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Renville",38075,ND,North Dakota,Renville,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),10889,0,3914
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Renville",38075,ND,North Dakota,Renville,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),49231,0,3915
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Slope",38087,ND,North Dakota,Slope,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),405132,0,3916
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Slope",38087,ND,North Dakota,Slope,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1270905,0,3917
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Stark",38089,ND,North Dakota,Stark,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),15866,0,3918
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Stark",38089,ND,North Dakota,Stark,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),31208,0,3919
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Williams",38105,ND,North Dakota,Williams,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),62213,0,3920
Fiscal Year,0,2008,0,"",0,2008-01-01,"North Dakota, Williams",38105,ND,North Dakota,Williams,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),196069,0,3921
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nebraska, Cheyenne",31033,NE,Nebraska,Cheyenne,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),5465,0,3922
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nebraska, Cheyenne",31033,NE,Nebraska,Cheyenne,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),52827,0,3923
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nebraska, Dundy",31057,NE,Nebraska,Dundy,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),434,0,3924
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nebraska, Hitchcock",31087,NE,Nebraska,Hitchcock,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),5205,0,3925
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nebraska, Kimball",31105,NE,Nebraska,Kimball,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),25,0,3926
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nebraska, Kimball",31105,NE,Nebraska,Kimball,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1986,0,3927
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nebraska, Red Willow",31145,NE,Nebraska,Red Willow,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),8,0,3928
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Bernalillo",35001,NM,New Mexico,Bernalillo,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),19020,0,3929
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Bernalillo",35001,NM,New Mexico,Bernalillo,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),75361,0,3930
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Chaves",35005,NM,New Mexico,Chaves,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),168169,0,3931
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Chaves",35005,NM,New Mexico,Chaves,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),11693102,0,3932
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Colfax",35007,NM,New Mexico,Colfax,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),278264,0,3933
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Eddy",35015,NM,New Mexico,Eddy,Federal,Onshore,Federal Onshore,County,County,"",Muriate Of Potash-Standard,Muriate Of Potash-Standard (tons),210924,0,3934
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Eddy",35015,NM,New Mexico,Eddy,Federal,Onshore,Federal Onshore,County,County,"",Salt,Salt (tons),286715,0,3935
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Eddy",35015,NM,New Mexico,Eddy,Federal,Onshore,Federal Onshore,County,County,"",Potash,Potash (tons),320113,0,3936
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Eddy",35015,NM,New Mexico,Eddy,Federal,Onshore,Federal Onshore,County,County,"",Muriate Of Potash-Granular,Muriate Of Potash-Granular (tons),390776,0,3937
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Eddy",35015,NM,New Mexico,Eddy,Federal,Onshore,Federal Onshore,County,County,"",Sylvite-Raw Ore,Sylvite-Raw Ore (tons),393310,0,3938
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Eddy",35015,NM,New Mexico,Eddy,Federal,Onshore,Federal Onshore,County,County,"",Langbeinite,Langbeinite (tons),1042833,0,3939
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Eddy",35015,NM,New Mexico,Eddy,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),14802984,0,3940
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Eddy",35015,NM,New Mexico,Eddy,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),145356660,0,3941
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Harding",35021,NM,New Mexico,Harding,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2733575,0,3942
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Lea",35025,NM,New Mexico,Lea,Federal,Onshore,Federal Onshore,County,County,"",Brine Barrels,Brine Barrels (bbl),56831,0,3943
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Lea",35025,NM,New Mexico,Lea,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),8299178,0,3944
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Lea",35025,NM,New Mexico,Lea,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),56598859,0,3945
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, McKinley",35031,NM,New Mexico,McKinley,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1160,0,3946
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, McKinley",35031,NM,New Mexico,McKinley,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),16620,0,3947
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Quay",35037,NM,New Mexico,Quay,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2733575,0,3948
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Rio Arriba",35039,NM,New Mexico,Rio Arriba,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),764228,0,3949
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Rio Arriba",35039,NM,New Mexico,Rio Arriba,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),284496676,0,3950
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Roosevelt",35041,NM,New Mexico,Roosevelt,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),152057,0,3951
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Roosevelt",35041,NM,New Mexico,Roosevelt,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1625821,0,3952
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, San Juan",35045,NM,New Mexico,San Juan,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),779919,0,3953
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, San Juan",35045,NM,New Mexico,San Juan,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),3883772,0,3954
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, San Juan",35045,NM,New Mexico,San Juan,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),421761334,0,3955
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Sandoval",35043,NM,New Mexico,Sandoval,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),35192,0,3956
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Sandoval",35043,NM,New Mexico,Sandoval,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),438647,0,3957
Fiscal Year,0,2008,0,"",0,2008-01-01,"New Mexico, Union",35059,NM,New Mexico,Union,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2733583,0,3958
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nevada, Churchill",32001,NV,Nevada,Churchill,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Direct Utilization, Hundreds of Gallons","Geothermal - Direct Utilization, Hundreds of Gallons",105967269,0,3959
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nevada, Churchill",32001,NV,Nevada,Churchill,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Kilowatt Hours","Geothermal - Electrical Generation, Kilowatt Hours",446158958,0,3960
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nevada, Eureka",32011,NV,Nevada,Eureka,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),39584,0,3961
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nevada, Eureka",32011,NV,Nevada,Eureka,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Kilowatt Hours","Geothermal - Electrical Generation, Kilowatt Hours",3199281,0,3962
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nevada, Lander",32015,NV,Nevada,Lander,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Kilowatt Hours","Geothermal - Electrical Generation, Kilowatt Hours",52735989,0,3963
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nevada, Nye",32023,NV,Nevada,Nye,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4314,0,3964
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nevada, Nye",32023,NV,Nevada,Nye,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),379580,0,3965
Fiscal Year,0,2008,0,"",0,2008-01-01,"Nevada, Washoe",32031,NV,Nevada,Washoe,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Kilowatt Hours","Geothermal - Electrical Generation, Kilowatt Hours",70262516,0,3966
Fiscal Year,0,2008,0,"",0,2008-01-01,"New York, Chautauqua",36013,NY,New York,Chautauqua,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),5141,0,3967
Fiscal Year,0,2008,0,"",0,2008-01-01,"New York, Seneca",36099,NY,New York,Seneca,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),5544,0,3968
Fiscal Year,0,2008,0,"",0,2008-01-01,"New York, Steuben",36101,NY,New York,Steuben,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),655,0,3969
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Athens",39009,OH,Ohio,Athens,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1629,0,3970
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Hocking",39073,OH,Ohio,Hocking,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1776,0,3971
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Lawrence",39087,OH,Ohio,Lawrence,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),8332,0,3972
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Licking",39089,OH,Ohio,Licking,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),151,0,3973
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Mahoning",39099,OH,Ohio,Mahoning,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),3812,0,3974
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Mahoning",39099,OH,Ohio,Mahoning,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),69548,0,3975
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Monroe",39111,OH,Ohio,Monroe,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1311,0,3976
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Monroe",39111,OH,Ohio,Monroe,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),13361,0,3977
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Muskingum",39119,OH,Ohio,Muskingum,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),402,0,3978
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Muskingum",39119,OH,Ohio,Muskingum,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),7042,0,3979
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Perry",39127,OH,Ohio,Perry,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),260,0,3980
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Perry",39127,OH,Ohio,Perry,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),3593,0,3981
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Portage",39133,OH,Ohio,Portage,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),10739,0,3982
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Portage",39133,OH,Ohio,Portage,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),189606,0,3983
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Stark",39151,OH,Ohio,Stark,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),348,0,3984
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Stark",39151,OH,Ohio,Stark,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),27506,0,3985
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Trumbull",39155,OH,Ohio,Trumbull,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),531,0,3986
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Trumbull",39155,OH,Ohio,Trumbull,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),161100,0,3987
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Washington",39167,OH,Ohio,Washington,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1910,0,3988
Fiscal Year,0,2008,0,"",0,2008-01-01,"Ohio, Washington",39167,OH,Ohio,Washington,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),36189,0,3989
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Alfalfa",40003,OK,Oklahoma,Alfalfa,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1565,0,3990
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Alfalfa",40003,OK,Oklahoma,Alfalfa,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),119621,0,3991
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Atoka",40005,OK,Oklahoma,Atoka,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),25,0,3992
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Atoka",40005,OK,Oklahoma,Atoka,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),19453,0,3993
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Beaver",40007,OK,Oklahoma,Beaver,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2891,0,3994
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Beaver",40007,OK,Oklahoma,Beaver,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),145147,0,3995
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Beckham",40009,OK,Oklahoma,Beckham,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2426,0,3996
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Beckham",40009,OK,Oklahoma,Beckham,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),878206,0,3997
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Blaine",40011,OK,Oklahoma,Blaine,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),4671,0,3998
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Blaine",40011,OK,Oklahoma,Blaine,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),352758,0,3999
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Caddo",40015,OK,Oklahoma,Caddo,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),37,0,4000
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Caddo",40015,OK,Oklahoma,Caddo,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),12941,0,4001
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Canadian",40017,OK,Oklahoma,Canadian,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2815,0,4002
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Canadian",40017,OK,Oklahoma,Canadian,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),242379,0,4003
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Coal",40029,OK,Oklahoma,Coal,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),7862,0,4004
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Coal",40029,OK,Oklahoma,Coal,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1350978,0,4005
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Comanche",40031,OK,Oklahoma,Comanche,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1044,0,4006
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Creek",40037,OK,Oklahoma,Creek,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),30,0,4007
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Creek",40037,OK,Oklahoma,Creek,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),152,0,4008
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Custer",40039,OK,Oklahoma,Custer,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2345,0,4009
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Custer",40039,OK,Oklahoma,Custer,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),313902,0,4010
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Dewey",40043,OK,Oklahoma,Dewey,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),9894,0,4011
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Dewey",40043,OK,Oklahoma,Dewey,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),506015,0,4012
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Ellis",40045,OK,Oklahoma,Ellis,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),9536,0,4013
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Ellis",40045,OK,Oklahoma,Ellis,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),391929,0,4014
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Garfield",40047,OK,Oklahoma,Garfield,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),574,0,4015
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Garfield",40047,OK,Oklahoma,Garfield,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),79335,0,4016
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Garvin",40049,OK,Oklahoma,Garvin,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2565,0,4017
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Garvin",40049,OK,Oklahoma,Garvin,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),18836,0,4018
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Grady",40051,OK,Oklahoma,Grady,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1192,0,4019
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Grady",40051,OK,Oklahoma,Grady,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),27460,0,4020
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Greer",40055,OK,Oklahoma,Greer,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),7644,0,4021
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Harper",40059,OK,Oklahoma,Harper,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),140,0,4022
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Harper",40059,OK,Oklahoma,Harper,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),55001,0,4023
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Haskell",40061,OK,Oklahoma,Haskell,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),355895,0,4024
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Hughes",40063,OK,Oklahoma,Hughes,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1791,0,4025
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Kingfisher",40073,OK,Oklahoma,Kingfisher,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),676,0,4026
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Kingfisher",40073,OK,Oklahoma,Kingfisher,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),49905,0,4027
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Latimer",40077,OK,Oklahoma,Latimer,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),200104,0,4028
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Le Flore",40079,OK,Oklahoma,Le Flore,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),61234,0,4029
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Le Flore",40079,OK,Oklahoma,Le Flore,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),748310,0,4030
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Lincoln",40081,OK,Oklahoma,Lincoln,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2243,0,4031
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Lincoln",40081,OK,Oklahoma,Lincoln,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),42738,0,4032
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Logan",40083,OK,Oklahoma,Logan,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),12,0,4033
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Logan",40083,OK,Oklahoma,Logan,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),460,0,4034
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Major",40093,OK,Oklahoma,Major,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),59892,0,4035
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, Major",40093,OK,Oklahoma,Major,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1420586,0,4036
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, McClain",40087,OK,Oklahoma,McClain,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),77,0,4037
Fiscal Year,0,2008,0,"",0,2008-01-01,"Oklahoma, McIntosh",40091,OK,Oklahoma,McIntosh,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),30570,0,4038
