Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Baldwin",01003,AL,Alabama,Baldwin,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),89743,0,16
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Baldwin",01003,AL,Alabama,Baldwin,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),6,0,17
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Bibb",01007,AL,Alabama,Bibb,Federal,Onshore,Federal Onshore,County,County,"",Clay,Clay (tons),,0,18
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Choctaw",01023,AL,Alabama,Choctaw,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),113,0,19
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Covington",01039,AL,Alabama,Covington,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),265324,0,20
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Escambia",01053,AL,Alabama,Escambia,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2378,0,21
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Escambia",01053,AL,Alabama,Escambia,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),17898,0,22
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Fayette",01057,AL,Alabama,Fayette,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4733,0,23
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Lamar",01075,AL,Alabama,Lamar,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4254,0,24
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Lamar",01075,AL,Alabama,Lamar,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1859,0,25
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Mobile",01097,AL,Alabama,Mobile,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),39317019,0,26
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Mobile",01097,AL,Alabama,Mobile,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),6448,0,27
Calendar Year,2003,0,0,"",0,2003-01-01,"Alabama, Tuscaloosa",01125,AL,Alabama,Tuscaloosa,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),622527,0,28
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Columbia",05027,AR,Arkansas,Columbia,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),9313,0,29
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Columbia",05027,AR,Arkansas,Columbia,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),108,0,30
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Crawford",05033,AR,Arkansas,Crawford,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),129909,0,31
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Franklin",05047,AR,Arkansas,Franklin,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),315978,0,32
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Johnson",05071,AR,Arkansas,Johnson,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),950641,0,33
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Logan",05083,AR,Arkansas,Logan,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),171400,0,34
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Montgomery",05097,AR,Arkansas,Montgomery,Federal,Onshore,Federal Onshore,County,County,"",Quartz Crystal,Quartz Crystal (ticketspounds),,0,35
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Pope",05115,AR,Arkansas,Pope,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),26362,0,36
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Sebastian",05131,AR,Arkansas,Sebastian,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4603462,0,37
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Sharp",05135,AR,Arkansas,Sharp,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),38547,0,38
Calendar Year,2003,0,0,"",0,2003-01-01,"Arkansas, Yell",05149,AR,Arkansas,Yell,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),432868,0,39
Calendar Year,2003,0,0,"",0,2003-01-01,"Arizona, Maricopa",04013,AZ,Arizona,Maricopa,Federal,Onshore,Federal Onshore,County,County,"",Salt,Salt (tons),,0,40
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Contra Costa",06013,CA,California,Contra Costa,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),914,0,41
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Fresno",06019,CA,California,Fresno,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),687962,0,42
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Fresno",06019,CA,California,Fresno,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),44966,0,43
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Glenn",06021,CA,California,Glenn,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),12375,0,44
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Imperial",06025,CA,California,Imperial,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Kilowatt Hours","Geothermal - Electrical Generation, Kilowatt Hours",390347006,0,45
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Imperial",06025,CA,California,Imperial,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Other","Geothermal - Electrical Generation, Other",211508,0,46
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Inyo",06027,CA,California,Inyo,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Kilowatt Hours","Geothermal - Electrical Generation, Kilowatt Hours",568826868,0,47
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Kern",06029,CA,California,Kern,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1475126,0,48
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Kern",06029,CA,California,Kern,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),14187651,0,49
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Kings",06031,CA,California,Kings,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),144013,0,50
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Kings",06031,CA,California,Kings,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),31697,0,51
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Lake",06033,CA,California,Lake,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Thousands of Pounds","Geothermal - Electrical Generation, Thousands of Pounds",23506100,0,52
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Lassen",06035,CA,California,Lassen,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Direct Utilization, Millions of BTUs","Geothermal - Direct Utilization, Millions of BTUs",288029,0,53
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Los Angeles",06037,CA,California,Los Angeles,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),135708,0,54
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Los Angeles",06037,CA,California,Los Angeles,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),693397,0,55
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Mono",06051,CA,California,Mono,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Kilowatt Hours","Geothermal - Electrical Generation, Kilowatt Hours",95893248,0,56
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Monterey",06053,CA,California,Monterey,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1457,0,57
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Monterey",06053,CA,California,Monterey,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),5054,0,58
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Sacramento",06067,CA,California,Sacramento,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4849474,0,59
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Sacramento",06067,CA,California,Sacramento,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),4141,0,60
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Benito",06069,CA,California,San Benito,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),33,0,61
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Benito",06069,CA,California,San Benito,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1921,0,62
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Bernardino",06071,CA,California,San Bernardino,Federal,Onshore,Federal Onshore,County,County,"",Anhydrous Sodium Sulfate,Anhydrous Sodium Sulfate (tons),,0,63
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Bernardino",06071,CA,California,San Bernardino,Federal,Onshore,Federal Onshore,County,County,"",Borax-Anhydrous,Borax-Anhydrous (tons),,0,64
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Bernardino",06071,CA,California,San Bernardino,Federal,Onshore,Federal Onshore,County,County,"",Borax-Decahydrate,Borax-Decahydrate (tons),,0,65
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Bernardino",06071,CA,California,San Bernardino,Federal,Onshore,Federal Onshore,County,County,"",Borax-Pentahydrate,Borax-Pentahydrate (tons),,0,66
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Bernardino",06071,CA,California,San Bernardino,Federal,Onshore,Federal Onshore,County,County,"",Boric Acid,Boric Acid (tons),,0,67
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Bernardino",06071,CA,California,San Bernardino,Federal,Onshore,Federal Onshore,County,County,"",Salt,Salt (tons),33622,0,68
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Bernardino",06071,CA,California,San Bernardino,Federal,Onshore,Federal Onshore,County,County,"",Soda Ash,Soda Ash (tons),,0,69
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Bernardino",06071,CA,California,San Bernardino,Federal,Onshore,Federal Onshore,County,County,"",Sodium Bi-Carbonate,Sodium Bi-Carbonate (tons),,0,70
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Joaquin",06077,CA,California,San Joaquin,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),4886,0,71
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Luis Obispo",06079,CA,California,San Luis Obispo,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2937,0,72
Calendar Year,2003,0,0,"",0,2003-01-01,"California, San Luis Obispo",06079,CA,California,San Luis Obispo,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),14546,0,73
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Santa Barbara",06083,CA,California,Santa Barbara,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),298862,0,74
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Santa Barbara",06083,CA,California,Santa Barbara,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),127792,0,75
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Solano",06095,CA,California,Solano,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),19329370,0,76
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Solano",06095,CA,California,Solano,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),18391,0,77
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Sonoma",06097,CA,California,Sonoma,Federal,Onshore,Federal Onshore,County,County,"","Geothermal - Electrical Generation, Thousands of Pounds","Geothermal - Electrical Generation, Thousands of Pounds",28379143,0,78
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Ventura",06111,CA,California,Ventura,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),741336,0,79
Calendar Year,2003,0,0,"",0,2003-01-01,"California, Ventura",06111,CA,California,Ventura,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),297924,0,80
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Arapahoe",08005,CO,Colorado,Arapahoe,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),31,0,81
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Arapahoe",08005,CO,Colorado,Arapahoe,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),31,0,82
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Archuleta",08007,CO,Colorado,Archuleta,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),3145967,0,83
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Baca",08009,CO,Colorado,Baca,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),102297,0,84
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Baca",08009,CO,Colorado,Baca,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),46217,0,85
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Bent",08011,CO,Colorado,Bent,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),49748,0,86
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Bent",08011,CO,Colorado,Bent,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),19,0,87
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Broomfield",08014,CO,Colorado,Broomfield,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),7,0,88
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Cheyenne",08017,CO,Colorado,Cheyenne,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),270679,0,89
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Cheyenne",08017,CO,Colorado,Cheyenne,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),39358,0,90
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Delta",08029,CO,Colorado,Delta,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),5149942,0,91
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Delta",08029,CO,Colorado,Delta,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),51150,0,92
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Delta",08029,CO,Colorado,Delta,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),45,0,93
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Dolores",08033,CO,Colorado,Dolores,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),108497605,0,94
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Dolores",08033,CO,Colorado,Dolores,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),36816,0,95
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Fremont",08043,CO,Colorado,Fremont,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),37,0,96
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Garfield",08045,CO,Colorado,Garfield,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),284432,0,97
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Garfield",08045,CO,Colorado,Garfield,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),42278745,0,98
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Garfield",08045,CO,Colorado,Garfield,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),132111,0,99
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Gunnison",08051,CO,Colorado,Gunnison,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),7276991,0,100
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Gunnison",08051,CO,Colorado,Gunnison,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),89209,0,101
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Gunnison",08051,CO,Colorado,Gunnison,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),190,0,102
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Huerfano",08055,CO,Colorado,Huerfano,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),13937605,0,103
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Jackson",08057,CO,Colorado,Jackson,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),715958,0,104
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Jackson",08057,CO,Colorado,Jackson,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),116586,0,105
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Kiowa",08061,CO,Colorado,Kiowa,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),12492,0,106
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Kiowa",08061,CO,Colorado,Kiowa,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2937,0,107
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Kit Carson",08063,CO,Colorado,Kit Carson,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),43,0,108
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Kit Carson",08063,CO,Colorado,Kit Carson,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),32,0,109
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, La Plata",08067,CO,Colorado,La Plata,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),,0,110
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, La Plata",08067,CO,Colorado,La Plata,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),13006309,0,111
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, La Plata",08067,CO,Colorado,La Plata,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),59,0,112
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Larimer",08069,CO,Colorado,Larimer,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),343,0,113
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Larimer",08069,CO,Colorado,Larimer,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1288,0,114
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Las Animas",08071,CO,Colorado,Las Animas,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2107042,0,115
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Logan",08075,CO,Colorado,Logan,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),1440,0,116
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Logan",08075,CO,Colorado,Logan,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1324,0,117
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Mesa",08077,CO,Colorado,Mesa,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),6154062,0,118
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Mesa",08077,CO,Colorado,Mesa,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1767,0,119
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Moffat",08081,CO,Colorado,Moffat,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),6001688,0,120
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Moffat",08081,CO,Colorado,Moffat,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),16329706,0,121
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Moffat",08081,CO,Colorado,Moffat,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),249397,0,122
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Montezuma",08083,CO,Colorado,Montezuma,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),111114790,0,123
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Montezuma",08083,CO,Colorado,Montezuma,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),313797,0,124
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Morgan",08087,CO,Colorado,Morgan,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),1114,0,125
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Prowers",08099,CO,Colorado,Prowers,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),9959,0,126
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Rio Blanco",08103,CO,Colorado,Rio Blanco,Federal,Onshore,Federal Onshore,County,County,"",Carbon Dioxide,Carbon Dioxide (tons),,0,127
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Rio Blanco",08103,CO,Colorado,Rio Blanco,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),,0,128
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Rio Blanco",08103,CO,Colorado,Rio Blanco,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),49812415,0,129
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Rio Blanco",08103,CO,Colorado,Rio Blanco,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),2955903,0,130
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Rio Blanco",08103,CO,Colorado,Rio Blanco,Federal,Onshore,Federal Onshore,County,County,"",Soda Ash,Soda Ash (tons),,0,131
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Rio Blanco",08103,CO,Colorado,Rio Blanco,Federal,Onshore,Federal Onshore,County,County,"",Sodium Bi-Carbonate,Sodium Bi-Carbonate (tons),155188,0,132
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Routt",08107,CO,Colorado,Routt,Federal,Onshore,Federal Onshore,County,County,"",Coal,Coal (tons),487124,0,133
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Routt",08107,CO,Colorado,Routt,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),14241,0,134
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Routt",08107,CO,Colorado,Routt,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),13462,0,135
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, San Miguel",08113,CO,Colorado,San Miguel,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),19329461,0,136
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, San Miguel",08113,CO,Colorado,San Miguel,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),27020,0,137
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Washington",08121,CO,Colorado,Washington,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),92860,0,138
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Washington",08121,CO,Colorado,Washington,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),12659,0,139
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Weld",08123,CO,Colorado,Weld,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),2585589,0,140
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Weld",08123,CO,Colorado,Weld,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),164924,0,141
Calendar Year,2003,0,0,"",0,2003-01-01,"Colorado, Yuma",08125,CO,Colorado,Yuma,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),858163,0,142
Calendar Year,2003,0,0,"",0,2003-01-01,"Florida, Polk",12105,FL,Florida,Polk,Federal,Onshore,Federal Onshore,County,County,"",Phosphate Raw Ore,Phosphate Raw Ore (tons),,0,143
Calendar Year,2003,0,0,"",0,2003-01-01,"Florida, Santa Rosa",12113,FL,Florida,Santa Rosa,Federal,Onshore,Federal Onshore,County,County,"",Gas,Gas (mcf),3,0,144
Calendar Year,2003,0,0,"",0,2003-01-01,"Florida, Santa Rosa",12113,FL,Florida,Santa Rosa,Federal,Onshore,Federal Onshore,County,County,"",Oil,Oil (bbl),52,0,145
