period,calendar_year,fiscal_year,month,month_long,fiscal_month,period_date,location_name,fips_code,state,state_name,county,land_class,land_category,land_type,region_type,district_type,offshore_region,commodity,product,volume,duplicate_no,row_number
Monthly,2007,2007,8,August,11,2007-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2290262,0,447
Monthly,2007,2007,8,August,11,2007-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26661042,0,448
Monthly,2007,2007,8,August,11,2007-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),935269,0,449
Monthly,2007,2007,9,September,12,2007-09-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),228539727,0,450
Monthly,2007,2007,9,September,12,2007-09-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),37663181,0,451
Monthly,2007,2007,9,September,12,2007-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),37509704,0,452
Monthly,2007,2007,9,September,12,2007-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),293865800,0,453
Monthly,2007,2007,9,September,12,2007-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8096628,0,454
Monthly,2007,2007,9,September,12,2007-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2062212,0,455
Monthly,2007,2007,9,September,12,2007-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25836957,0,456
Monthly,2007,2007,9,September,12,2007-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),904342,0,457
Monthly,2007,2008,10,October,1,2007-10-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),245625783,0,458
Monthly,2007,2008,10,October,1,2007-10-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),41548911,0,459
Monthly,2007,2008,10,October,1,2007-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),40518721,0,460
Monthly,2007,2008,10,October,1,2007-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),303889401,0,461
Monthly,2007,2008,10,October,1,2007-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8394570,0,462
Monthly,2007,2008,10,October,1,2007-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2308501,0,463
Monthly,2007,2008,10,October,1,2007-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26575148,0,464
Monthly,2007,2008,10,October,1,2007-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),943164,0,465
Monthly,2007,2008,11,November,2,2007-11-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),239176780,0,466
Monthly,2007,2008,11,November,2,2007-11-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),37765121,0,467
Monthly,2007,2008,11,November,2,2007-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),41703492,0,468
Monthly,2007,2008,11,November,2,2007-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),309655285,0,469
Monthly,2007,2008,11,November,2,2007-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8185774,0,470
Monthly,2007,2008,11,November,2,2007-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2217213,0,471
Monthly,2007,2008,11,November,2,2007-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26095972,0,472
Monthly,2007,2008,11,November,2,2007-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),946546,0,473
Monthly,2007,2008,12,December,3,2007-12-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),257942805,0,474
Monthly,2007,2008,12,December,3,2007-12-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),42133768,0,475
Monthly,2007,2008,12,December,3,2007-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),38589921,0,476
Monthly,2007,2008,12,December,3,2007-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),317051330,0,477
Monthly,2007,2008,12,December,3,2007-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8288134,0,478
Monthly,2007,2008,12,December,3,2007-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2131565,0,479
Monthly,2007,2008,12,December,3,2007-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25240472,0,480
Monthly,2007,2008,12,December,3,2007-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),945023,0,481
Monthly,2008,2008,1,January,4,2008-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),248400297,0,482
Monthly,2008,2008,1,January,4,2008-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),42599202,0,483
Monthly,2008,2008,1,January,4,2008-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),39826706,0,484
Monthly,2008,2008,1,January,4,2008-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),312654699,0,485
Monthly,2008,2008,1,January,4,2008-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8219441,0,486
Monthly,2008,2008,1,January,4,2008-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2219944,0,487
Monthly,2008,2008,1,January,4,2008-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),24637393,0,488
Monthly,2008,2008,1,January,4,2008-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),949729,0,489
Monthly,2008,2008,2,February,5,2008-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),235770383,0,490
Monthly,2008,2008,2,February,5,2008-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),40956063,0,491
Monthly,2008,2008,2,February,5,2008-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),39722690,0,492
Monthly,2008,2008,2,February,5,2008-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),295532122,0,493
Monthly,2008,2008,2,February,5,2008-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),7770759,0,494
Monthly,2008,2008,2,February,5,2008-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2110049,0,495
Monthly,2008,2008,2,February,5,2008-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),23269872,0,496
Monthly,2008,2008,2,February,5,2008-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),889673,0,497
Monthly,2008,2008,3,March,6,2008-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),247177565,0,498
Monthly,2008,2008,3,March,6,2008-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),42822573,0,499
Monthly,2008,2008,3,March,6,2008-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),40804536,0,500
Monthly,2008,2008,3,March,6,2008-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),330400806,0,501
Monthly,2008,2008,3,March,6,2008-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8444689,0,502
Monthly,2008,2008,3,March,6,2008-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2155616,0,503
Monthly,2008,2008,3,March,6,2008-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25869768,0,504
Monthly,2008,2008,3,March,6,2008-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),978417,0,505
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),216495713,0,506
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),41467617,0,507
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),40910901,0,508
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),320367442,0,509
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8202436,0,510
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1898899,0,511
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),24926987,0,512
Monthly,2008,2008,4,April,7,2008-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),969526,0,513
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),215807069,0,514
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),42482211,0,515
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),39398953,0,516
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),328690562,0,517
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8414876,0,518
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1985025,0,519
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25782062,0,520
Monthly,2008,2008,5,May,8,2008-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),988234,0,521
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),227376555,0,522
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),42239694,0,523
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),36648691,0,524
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),318553648,0,525
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8120893,0,526
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2325913,0,527
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),24926540,0,528
Monthly,2008,2008,6,June,9,2008-06-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),931760,0,529
Monthly,2008,2008,7,July,10,2008-07-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),238394832,0,530
Monthly,2008,2008,7,July,10,2008-07-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),44763309,0,531
Monthly,2008,2008,7,July,10,2008-07-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),39415274,0,532
Monthly,2008,2008,7,July,10,2008-07-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),333959520,0,533
Monthly,2008,2008,7,July,10,2008-07-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8374056,0,534
Monthly,2008,2008,7,July,10,2008-07-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2640388,0,535
Monthly,2008,2008,7,July,10,2008-07-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),26046689,0,536
Monthly,2008,2008,7,July,10,2008-07-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),982151,0,537
Monthly,2008,2008,8,August,11,2008-08-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),219812954,0,538
Monthly,2008,2008,8,August,11,2008-08-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),41923938,0,539
Monthly,2008,2008,8,August,11,2008-08-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),42988014,0,540
Monthly,2008,2008,8,August,11,2008-08-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),333045467,0,541
Monthly,2008,2008,8,August,11,2008-08-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8400495,0,542
Monthly,2008,2008,8,August,11,2008-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2439253,0,543
Monthly,2008,2008,8,August,11,2008-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25588500,0,544
Monthly,2008,2008,8,August,11,2008-08-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),995867,0,545
Monthly,2008,2008,9,September,12,2008-09-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),69647740,0,546
Monthly,2008,2008,9,September,12,2008-09-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),9577187,0,547
Monthly,2008,2008,9,September,12,2008-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),40421871,0,548
Monthly,2008,2008,9,September,12,2008-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),307721416,0,549
Monthly,2008,2008,9,September,12,2008-09-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),7986255,0,550
Monthly,2008,2008,9,September,12,2008-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2387588,0,551
Monthly,2008,2008,9,September,12,2008-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),24929264,0,552
Monthly,2008,2008,9,September,12,2008-09-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),982840,0,553
Monthly,2008,2009,10,October,1,2008-10-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),141790530,0,554
Monthly,2008,2009,10,October,1,2008-10-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),27181924,0,555
Monthly,2008,2009,10,October,1,2008-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),45051206,0,556
Monthly,2008,2009,10,October,1,2008-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),335793722,0,557
Monthly,2008,2009,10,October,1,2008-10-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8634008,0,558
Monthly,2008,2009,10,October,1,2008-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2511635,0,559
Monthly,2008,2009,10,October,1,2008-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25749186,0,560
Monthly,2008,2009,10,October,1,2008-10-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),1040903,0,561
Monthly,2008,2009,11,November,2,2008-11-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),165603446,0,562
Monthly,2008,2009,11,November,2,2008-11-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),34892543,0,563
Monthly,2008,2009,11,November,2,2008-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),42442150,0,564
Monthly,2008,2009,11,November,2,2008-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),333838091,0,565
Monthly,2008,2009,11,November,2,2008-11-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8512351,0,566
Monthly,2008,2009,11,November,2,2008-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2153188,0,567
Monthly,2008,2009,11,November,2,2008-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),24890411,0,568
Monthly,2008,2009,11,November,2,2008-11-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),1006857,0,569
Monthly,2008,2009,12,December,3,2008-12-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),182831320,0,570
Monthly,2008,2009,12,December,3,2008-12-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),39381348,0,571
Monthly,2008,2009,12,December,3,2008-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),39493994,0,572
Monthly,2008,2009,12,December,3,2008-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),339551276,0,573
Monthly,2008,2009,12,December,3,2008-12-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8616499,0,574
Monthly,2008,2009,12,December,3,2008-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2125407,0,575
Monthly,2008,2009,12,December,3,2008-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),24914074,0,576
Monthly,2008,2009,12,December,3,2008-12-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),1008216,0,577
Monthly,2009,2009,1,January,4,2009-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),203532279,0,578
Monthly,2009,2009,1,January,4,2009-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),41968432,0,579
Monthly,2009,2009,1,January,4,2009-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),40936177,0,580
Monthly,2009,2009,1,January,4,2009-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),344854114,0,581
Monthly,2009,2009,1,January,4,2009-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8742483,0,582
Monthly,2009,2009,1,January,4,2009-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2052390,0,583
Monthly,2009,2009,1,January,4,2009-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),24814364,0,584
Monthly,2009,2009,1,January,4,2009-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),991103,0,585
Monthly,2009,2009,2,February,5,2009-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),191727944,0,586
Monthly,2009,2009,2,February,5,2009-02-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),39008618,0,587
Monthly,2009,2009,2,February,5,2009-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),38145606,0,588
Monthly,2009,2009,2,February,5,2009-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),317367231,0,589
Monthly,2009,2009,2,February,5,2009-02-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8019791,0,590
Monthly,2009,2009,2,February,5,2009-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),1804533,0,591
Monthly,2009,2009,2,February,5,2009-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),23261845,0,592
Monthly,2009,2009,2,February,5,2009-02-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),927028,0,593
Monthly,2009,2009,3,March,6,2009-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),213188631,0,594
Monthly,2009,2009,3,March,6,2009-03-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),43423086,0,595
Monthly,2009,2009,3,March,6,2009-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),38238167,0,596
Monthly,2009,2009,3,March,6,2009-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),348486090,0,597
Monthly,2009,2009,3,March,6,2009-03-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8754749,0,598
Monthly,2009,2009,3,March,6,2009-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2147583,0,599
Monthly,2009,2009,3,March,6,2009-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25595627,0,600
Monthly,2009,2009,3,March,6,2009-03-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),998759,0,601
Monthly,2009,2009,4,April,7,2009-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),207718687,0,602
Monthly,2009,2009,4,April,7,2009-04-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),46005495,0,603
Monthly,2009,2009,4,April,7,2009-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),33485662,0,604
Monthly,2009,2009,4,April,7,2009-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),331685699,0,605
Monthly,2009,2009,4,April,7,2009-04-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8438303,0,606
Monthly,2009,2009,4,April,7,2009-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2319185,0,607
Monthly,2009,2009,4,April,7,2009-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),24527956,0,608
Monthly,2009,2009,4,April,7,2009-04-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),961711,0,609
Monthly,2009,2009,5,May,8,2009-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),211512189,0,610
Monthly,2009,2009,5,May,8,2009-05-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),50180149,0,611
Monthly,2009,2009,5,May,8,2009-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),35278770,0,612
Monthly,2009,2009,5,May,8,2009-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),338826911,0,613
Monthly,2009,2009,5,May,8,2009-05-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8678491,0,614
Monthly,2009,2009,5,May,8,2009-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2234668,0,615
Monthly,2009,2009,5,May,8,2009-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),25113352,0,616
Monthly,2009,2009,5,May,8,2009-05-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Oil,Oil (bbl),996833,0,617
Monthly,2009,2009,6,June,9,2009-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),217496774,0,618
Monthly,2009,2009,6,June,9,2009-06-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),48907994,0,619
Monthly,2009,2009,6,June,9,2009-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Coal,Coal (tons),32689883,0,620
Monthly,2009,2009,6,June,9,2009-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Gas,Gas (mcf),324432795,0,621
Monthly,2009,2009,6,June,9,2009-06-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Oil,Oil (bbl),8386646,0,622
Monthly,2009,2009,6,June,9,2009-06-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Coal,Coal (tons),2309024,0,623
Monthly,2009,2009,6,June,9,2009-06-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Gas,Gas (mcf),23403675,0,624
