Fiscal Year,0,2003,0,"",0,2003-01-01,Alabama,01,AL,Alabama,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",13201901.12,0,39
Fiscal Year,0,2003,0,"",0,2003-01-01,Alaska,02,AK,Alaska,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",3732697.53,0,40
Fiscal Year,0,2003,0,"",0,2003-01-01,California,06,CA,California,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",3626469.55,0,41
Fiscal Year,0,2003,0,"",0,2003-01-01,Florida,12,FL,Florida,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",803.23,0,42
Fiscal Year,0,2003,0,"",0,2003-01-01,Louisiana,22,LA,Louisiana,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",29564243.63,0,43
Fiscal Year,0,2003,0,"",0,2003-01-01,Mississippi,28,MS,Mississippi,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",430579.05,0,44
Fiscal Year,0,2003,0,"",0,2003-01-01,Texas,48,TX,Texas,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",14932769.88,0,45
Fiscal Year,0,2003,0,"",0,2003-01-01,Not tied to a location,"","","","",Federal,Onshore & Offshore,Federal - not tied to a location,"","","",U.S. Treasury,Specific Fund,U.S. Treasury,"",Onshore & Offshore,Not tied to a commodity,"",5183271391,0,46
Fiscal Year,0,2004,0,"",0,2004-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Native American tribes and individuals,Native American tribes and individuals,American Indian Tribes,"",Onshore,Not tied to a commodity,"",344255880.4,0,47
Fiscal Year,0,2004,0,"",0,2004-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Historic Preservation Fund,Specific Fund,Historic Preservation Fund,"",Offshore,Not tied to a commodity,"",150000000,0,48
Fiscal Year,0,2004,0,"",0,2004-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Land and Water Conservation Fund,Specific Fund,Land & Water Conservation Fund,"",Offshore,Not tied to a commodity,"",899000000,0,49
Fiscal Year,0,2004,0,"",0,2004-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Reclamation,Specific Fund,Reclamation,"",Onshore,Not tied to a commodity,"",924485659,0,50
Fiscal Year,0,2004,0,"",0,2004-01-01,Alabama,01,AL,Alabama,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",608176.44,0,51
Fiscal Year,0,2004,0,"",0,2004-01-01,Alaska,02,AK,Alaska,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",10298028.81,0,52
Fiscal Year,0,2004,0,"",0,2004-01-01,Arizona,04,AZ,Arizona,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",152313.83,0,53
Fiscal Year,0,2004,0,"",0,2004-01-01,Arkansas,05,AR,Arkansas,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",2365307.98,0,54
Fiscal Year,0,2004,0,"",0,2004-01-01,California,06,CA,California,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",26140289.01,0,55
Fiscal Year,0,2004,0,"",0,2004-01-01,Colorado,08,CO,Colorado,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",80531107.18,0,56
Fiscal Year,0,2004,0,"",0,2004-01-01,Florida,12,FL,Florida,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",23470.15,0,57
Fiscal Year,0,2004,0,"",0,2004-01-01,Idaho,16,ID,Idaho,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",2172060.51,0,58
Fiscal Year,0,2004,0,"",0,2004-01-01,Illinois,17,IL,Illinois,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",113909.46,0,59
Fiscal Year,0,2004,0,"",0,2004-01-01,Indiana,18,IN,Indiana,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",59.25,0,60
Fiscal Year,0,2004,0,"",0,2004-01-01,Kansas,20,KS,Kansas,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",1519882.03,0,61
Fiscal Year,0,2004,0,"",0,2004-01-01,Kentucky,21,KY,Kentucky,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",90388.49,0,62
Fiscal Year,0,2004,0,"",0,2004-01-01,Louisiana,22,LA,Louisiana,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",1364964.74,0,63
Fiscal Year,0,2004,0,"",0,2004-01-01,Michigan,26,MI,Michigan,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",405313.79,0,64
Fiscal Year,0,2004,0,"",0,2004-01-01,Minnesota,27,MN,Minnesota,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",11184.66,0,65
Fiscal Year,0,2004,0,"",0,2004-01-01,Mississippi,28,MS,Mississippi,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",646837.39,0,66
Fiscal Year,0,2004,0,"",0,2004-01-01,Missouri,29,MO,Missouri,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",711804.67,0,67
Fiscal Year,0,2004,0,"",0,2004-01-01,Montana,30,MT,Montana,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",30294622.98,0,68
Fiscal Year,0,2004,0,"",0,2004-01-01,Nebraska,31,NE,Nebraska,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",20027.38,0,69
Fiscal Year,0,2004,0,"",0,2004-01-01,Nevada,32,NV,Nevada,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",2651061.97,0,70
Fiscal Year,0,2004,0,"",0,2004-01-01,New Mexico,35,NM,New Mexico,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",364957736.4,0,71
Fiscal Year,0,2004,0,"",0,2004-01-01,North Dakota,38,ND,North Dakota,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",6155004.55,0,72
Fiscal Year,0,2004,0,"",0,2004-01-01,Ohio,39,OH,Ohio,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",350453.94,0,73
Fiscal Year,0,2004,0,"",0,2004-01-01,Oklahoma,40,OK,Oklahoma,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",4756477.44,0,74
Fiscal Year,0,2004,0,"",0,2004-01-01,Oregon,41,OR,Oregon,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",11469.56,0,75
Fiscal Year,0,2004,0,"",0,2004-01-01,Pennsylvania,42,PA,Pennsylvania,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",27852.04,0,76
Fiscal Year,0,2004,0,"",0,2004-01-01,South Carolina,45,SC,South Carolina,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",102,0,77
Fiscal Year,0,2004,0,"",0,2004-01-01,South Dakota,46,SD,South Dakota,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",473552.76,0,78
Fiscal Year,0,2004,0,"",0,2004-01-01,Tennessee,47,TN,Tennessee,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",99,0,79
Fiscal Year,0,2004,0,"",0,2004-01-01,Texas,48,TX,Texas,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",1958683.95,0,80
Fiscal Year,0,2004,0,"",0,2004-01-01,Utah,49,UT,Utah,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",69013576.09,0,81
Fiscal Year,0,2004,0,"",0,2004-01-01,Virginia,51,VA,Virginia,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",21774.43,0,82
Fiscal Year,0,2004,0,"",0,2004-01-01,Washington,53,WA,Washington,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",472266.23,0,83
Fiscal Year,0,2004,0,"",0,2004-01-01,West Virginia,54,WV,West Virginia,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",264171.98,0,84
Fiscal Year,0,2004,0,"",0,2004-01-01,Wyoming,56,WY,Wyoming,"",Federal,Onshore,Federal Onshore,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",564332554.3,0,85
Fiscal Year,0,2004,0,"",0,2004-01-01,Alabama,01,AL,Alabama,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",13707950.51,0,86
Fiscal Year,0,2004,0,"",0,2004-01-01,Alaska,02,AK,Alaska,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",7245906.09,0,87
Fiscal Year,0,2004,0,"",0,2004-01-01,California,06,CA,California,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",2791501.99,0,88
Fiscal Year,0,2004,0,"",0,2004-01-01,Florida,12,FL,Florida,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",1485.91,0,89
Fiscal Year,0,2004,0,"",0,2004-01-01,Louisiana,22,LA,Louisiana,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",38256481.63,0,90
Fiscal Year,0,2004,0,"",0,2004-01-01,Mississippi,28,MS,Mississippi,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",518991.34,0,91
Fiscal Year,0,2004,0,"",0,2004-01-01,Texas,48,TX,Texas,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",13254156.92,0,92
Fiscal Year,0,2004,0,"",0,2004-01-01,Not tied to a location,"","","","",Federal,Onshore & Offshore,Federal - not tied to a location,"","","",U.S. Treasury,Specific Fund,U.S. Treasury,"",Onshore & Offshore,Not tied to a commodity,"",4663553074,0,93
Fiscal Year,0,2005,0,"",0,2005-01-01,Not tied to a location,"","","","",Native American,Onshore,Native American,"","","",Native American tribes and individuals,Native American tribes and individuals,American Indian Tribes,"",Onshore,Not tied to a commodity,"",419793226.3,0,94
Fiscal Year,0,2005,0,"",0,2005-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Historic Preservation Fund,Specific Fund,Historic Preservation Fund,"",Offshore,Not tied to a commodity,"",150000000,0,95
Fiscal Year,0,2005,0,"",0,2005-01-01,Not tied to a location,"","","","",Federal,Offshore,Federal - not tied to a location,"","","",Land and Water Conservation Fund,Specific Fund,Land & Water Conservation Fund,"",Offshore,Not tied to a commodity,"",898869789,0,96
Fiscal Year,0,2005,0,"",0,2005-01-01,Not tied to a location,"","","","",Federal,Onshore,Federal - not tied to a location,"","","",Reclamation,Specific Fund,Reclamation,"",Onshore,Not tied to a commodity,"",1287972474,0,97
Fiscal Year,0,2005,0,"",0,2005-01-01,Alabama,01,AL,Alabama,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",1019468.66,0,98
Fiscal Year,0,2005,0,"",0,2005-01-01,Alaska,02,AK,Alaska,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",12098692.56,0,99
Fiscal Year,0,2005,0,"",0,2005-01-01,Arizona,04,AZ,Arizona,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",37828.6,0,100
Fiscal Year,0,2005,0,"",0,2005-01-01,Arkansas,05,AR,Arkansas,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",7059071.16,0,101
Fiscal Year,0,2005,0,"",0,2005-01-01,California,06,CA,California,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",18925452.42,0,102
Fiscal Year,0,2005,0,"",0,2005-01-01,Colorado,08,CO,Colorado,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",106651980.1,0,103
Fiscal Year,0,2005,0,"",0,2005-01-01,Florida,12,FL,Florida,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",286174.88,0,104
Fiscal Year,0,2005,0,"",0,2005-01-01,Idaho,16,ID,Idaho,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",1664997.94,0,105
Fiscal Year,0,2005,0,"",0,2005-01-01,Illinois,17,IL,Illinois,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",145218.18,0,106
Fiscal Year,0,2005,0,"",0,2005-01-01,Indiana,18,IN,Indiana,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",59.25,0,107
Fiscal Year,0,2005,0,"",0,2005-01-01,Kansas,20,KS,Kansas,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",1967826.59,0,108
Fiscal Year,0,2005,0,"",0,2005-01-01,Kentucky,21,KY,Kentucky,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",78999.77,0,109
Fiscal Year,0,2005,0,"",0,2005-01-01,Louisiana,22,LA,Louisiana,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",1569882.38,0,110
Fiscal Year,0,2005,0,"",0,2005-01-01,Michigan,26,MI,Michigan,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",488694.35,0,111
Fiscal Year,0,2005,0,"",0,2005-01-01,Minnesota,27,MN,Minnesota,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",10234.88,0,112
Fiscal Year,0,2005,0,"",0,2005-01-01,Mississippi,28,MS,Mississippi,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",868566.78,0,113
Fiscal Year,0,2005,0,"",0,2005-01-01,Missouri,29,MO,Missouri,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",553836.99,0,114
Fiscal Year,0,2005,0,"",0,2005-01-01,Montana,30,MT,Montana,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",35562307.12,0,115
Fiscal Year,0,2005,0,"",0,2005-01-01,Nebraska,31,NE,Nebraska,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",21277.88,0,116
Fiscal Year,0,2005,0,"",0,2005-01-01,Nevada,32,NV,Nevada,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",7771837.14,0,117
Fiscal Year,0,2005,0,"",0,2005-01-01,New Mexico,35,NM,New Mexico,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",444295200.4,0,118
Fiscal Year,0,2005,0,"",0,2005-01-01,North Dakota,38,ND,North Dakota,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",13549513.53,0,119
Fiscal Year,0,2005,0,"",0,2005-01-01,Ohio,39,OH,Ohio,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",370254.89,0,120
Fiscal Year,0,2005,0,"",0,2005-01-01,Oklahoma,40,OK,Oklahoma,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",4230519.79,0,121
Fiscal Year,0,2005,0,"",0,2005-01-01,Oregon,41,OR,Oregon,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",13064.75,0,122
Fiscal Year,0,2005,0,"",0,2005-01-01,Pennsylvania,42,PA,Pennsylvania,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",32757.66,0,123
Fiscal Year,0,2005,0,"",0,2005-01-01,South Carolina,45,SC,South Carolina,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",277.5,0,124
Fiscal Year,0,2005,0,"",0,2005-01-01,South Dakota,46,SD,South Dakota,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",607348.41,0,125
Fiscal Year,0,2005,0,"",0,2005-01-01,Tennessee,47,TN,Tennessee,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",99,0,126
Fiscal Year,0,2005,0,"",0,2005-01-01,Texas,48,TX,Texas,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",5421011.82,0,127
Fiscal Year,0,2005,0,"",0,2005-01-01,Utah,49,UT,Utah,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",87444534.43,0,128
Fiscal Year,0,2005,0,"",0,2005-01-01,Virginia,51,VA,Virginia,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",322282.01,0,129
Fiscal Year,0,2005,0,"",0,2005-01-01,Washington,53,WA,Washington,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",267609.65,0,130
Fiscal Year,0,2005,0,"",0,2005-01-01,West Virginia,54,WV,West Virginia,"",Federal,Onshore,Federal - not tied to a location,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",831320.03,0,131
Fiscal Year,0,2005,0,"",0,2005-01-01,Wyoming,56,WY,Wyoming,"",Federal,Onshore,Federal Onshore,State,State,"",County,County,State,"",Onshore,Not tied to a commodity,"",878524871.1,0,132
Fiscal Year,0,2005,0,"",0,2005-01-01,Alabama,01,AL,Alabama,"",Federal,Offshore,Federal - not tied to a location,State,State,"",County,County,State 8(g),"",State 8(g),Not tied to a commodity,"",14619810.59,0,133
