Date,Fund Type,Local Recipient,Recipient,Source,Land Category,State,County,FIPS Code,Revenue Type,Disbursement
10/01/2018,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,-250591.23
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,988.75
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,3842.85
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Rents & Bonuses,368640.00
10/01/2018,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Royalties,-949366.70
10/01/2018,Fish & Wildlife,"",Other funds,Onshore,Onshore,"","","",Royalties,62562.83
10/01/2018,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Royalties,244780.29
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,15327873.36
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,54252281.61
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,9400437.79
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,2171.04
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,-87.42
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Other Distributions,-3427.49
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,18001.56
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,72006.26
10/01/2018,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,10
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,12
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,48
10/01/2018,Fish & Wildlife,"",Other funds,Onshore,Onshore,"","","",Other Distributions,-606.4
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,463090.07
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,649455.68
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Rents & Bonuses,88107.22
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,1851916.74
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,-5.61
10/01/2018,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,463523.56
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-2656043.61
10/01/2018,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Other Distributions,5353.54
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,4770143.15
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Rents & Bonuses,3506.00
10/01/2018,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,40
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Other Distributions,36797.53
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,84764.30
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,337928.29
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,-588.41
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,-118.5
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Other Distributions,622.06
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,276707.48
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,1106828.61
10/01/2018,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,-649.5
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-245.59
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,-982.37
10/01/2018,Fish & Wildlife,"",Other funds,Onshore,Onshore,"","","",Royalties,34175.04
10/01/2018,Bureau of Land Management,"",Other funds,Onshore,Onshore,"","","",Royalties,28718.64
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,8750849.39
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Rents & Bonuses,37.5
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,30500813.74
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,1929057.79
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,-5.71
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,-22.63
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,137703.77
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Royalties,550815.08
10/01/2018,Lease Process Improvement (BLM),"",Other funds,Onshore,Onshore,"","","",Rents & Bonuses,-1037.50
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,1786.00
10/01/2018,Reclamation Fund,Reclamation Fund,Reclamation Fund,Onshore,Onshore,"","","",Other Distributions,7144.00
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,540416.00
10/01/2018,Forest Service,"",Other funds,Onshore,Onshore,"","","",Royalties,3.68
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Royalties,391464.79
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Rents & Bonuses,87799.47
10/01/2018,U.S. Treasury,U.S. Treasury,U.S. Treasury,Onshore,Onshore,"","","",Other Distributions,5741.12
10/01/2018,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Royalties,0.98
10/01/2018,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Royalties,63086.04
10/01/2018,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Rents & Bonuses,-8.61
10/01/2018,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Other Distributions,39.7
10/01/2018,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Rents & Bonuses,4443.90
10/01/2018,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Other Distributions,2069.35
10/01/2018,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Royalties,-803.48
10/01/2018,State,County,State and local governments,Onshore,Onshore,Colorado,Gunnison,"08051",Sequestration,25.06
10/01/2018,State,County,State and local governments,Onshore,Onshore,Nevada,Humboldt,"32013",Sequestration,2535.70
10/01/2018,State,State,State and local governments,Onshore,Onshore,Arkansas,"","",Sequestration,26153.59
10/01/2018,State,County,State and local governments,Onshore,Onshore,Nevada,Washoe,"32031",Sequestration,2853.62
10/01/2018,State,County,State and local governments,Onshore,Onshore,Nevada,Washoe,"32031",Royalties,1717.59
10/01/2018,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Other Distributions,-109.37
10/01/2018,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Royalties,5805891.20
10/01/2018,State,County,State and local governments,Onshore,Onshore,Colorado,Chaffee,"08015",Sequestration,39.6
10/01/2018,State,County,State and local governments,Onshore,Onshore,Nevada,Eureka,"32011",Rents & Bonuses,15756.00
10/01/2018,State,County,State and local governments,Onshore,Onshore,Nevada,Eureka,"32011",Royalties,141.56
10/01/2018,State,County,State and local governments,Onshore,Onshore,Nevada,Eureka,"32011",Sequestration,-51.33
10/01/2018,State,County,State and local governments,Onshore,Onshore,California,Mono,"06051",Royalties,8689.80
10/01/2018,State,County,State and local governments,Onshore,Onshore,California,Mono,"06051",Sequestration,1800.01
10/01/2018,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,-1356.80
10/01/2018,State,County,State and local governments,Onshore,Onshore,Nevada,Mineral,"32021",Sequestration,7993.64
10/01/2018,State,County,State and local governments,Onshore,Onshore,New Mexico,Hidalgo,"35023",Sequestration,378.31
10/01/2018,State,County,State and local governments,Onshore,Onshore,Nevada,Esmeralda,"32009",Sequestration,1530.30
10/01/2018,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Other Distributions,3.86
10/01/2018,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,42358.20
10/01/2018,State,County,State and local governments,Onshore,Onshore,Nevada,Elko,"32007",Sequestration,470.62
10/01/2018,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,3.93
10/01/2018,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Other Distributions,-2768.61
10/01/2018,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Rents & Bonuses,1260.00
10/01/2018,State,State,State and local governments,Onshore,Onshore,Kansas,"","",Royalties,27047.92
10/01/2018,State,County,State and local governments,Onshore,Onshore,Nevada,White Pine,"32033",Sequestration,61.68
10/01/2018,State,County,State and local governments,Onshore,Onshore,Oregon,Deschutes,"41017",Sequestration,1992.07
10/01/2018,State,County,State and local governments,Onshore,Onshore,Oregon,Lake,"41037",Sequestration,253.74
10/01/2018,State,County,State and local governments,Onshore,Onshore,Utah,Beaver,"49001",Sequestration,9801.62
10/01/2018,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Royalties,53991.49
10/01/2018,State,State,State and local governments,Onshore,Onshore,North Dakota,"","",Other Distributions,17.65
10/01/2018,State,County,State and local governments,Onshore,Onshore,California,Lassen,"06035",Royalties,2281.49
10/01/2018,State,County,State and local governments,Onshore,Onshore,California,Lassen,"06035",Sequestration,1031.55
10/01/2018,State,County,State and local governments,Onshore,Onshore,Utah,Beaver,"49001",Royalties,6647.84
10/01/2018,State,County,State and local governments,Onshore,Onshore,Utah,Iron,"49021",Sequestration,11.34
10/01/2018,State,County,State and local governments,Onshore,Onshore,Utah,Juab,"49023",Sequestration,43.56
10/01/2018,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,200.41
10/01/2018,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Rents & Bonuses,2802.00
10/01/2018,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Other Distributions,1642.01
10/01/2018,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,40947.92
10/01/2018,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Royalties,-911.85
10/01/2018,State,State,State and local governments,Onshore,Onshore,Wyoming,"","",Sequestration,33692257.58
10/01/2018,State,State,State and local governments,Onshore,Onshore,South Dakota,"","",Sequestration,35127.33
10/01/2018,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Sequestration,-83.12
10/01/2018,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Other Distributions,1171.09
10/01/2018,State,State,State and local governments,Onshore,Onshore,Virginia,"","",Royalties,169.53
10/01/2018,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Royalties,1165.53
10/01/2018,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Royalties,-23.31
10/01/2018,State,State,State and local governments,Onshore,Onshore,Nebraska,"","",Sequestration,1917.72
10/01/2018,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Sequestration,88864.66
10/01/2018,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,-830.76
10/01/2018,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,38943.67
10/01/2018,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,4662.97
10/01/2018,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,22.39
10/01/2018,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Other Distributions,-94.03
10/01/2018,State,State,State and local governments,Onshore,Onshore,Alabama,"","",Royalties,3389.98
10/01/2018,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Sequestration,244444.01
10/01/2018,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Royalties,-12136.91
10/01/2018,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,10.28
10/01/2018,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Royalties,169.29
10/01/2018,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Royalties,258.88
10/01/2018,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Royalties,596027.14
10/01/2018,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,6568.50
10/01/2018,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Rents & Bonuses,1324.00
10/01/2018,State,State,State and local governments,Onshore,Onshore,Idaho,"","",Other Distributions,2497.25
10/01/2018,State,State,State and local governments,Onshore,Onshore,Oregon,"","",Sequestration,3130.43
10/01/2018,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,194409.00
10/01/2018,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Other Distributions,-0.49
10/01/2018,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,118.55
10/01/2018,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Other Distributions,-1513.20
10/01/2018,State,State,State and local governments,8(g) offshore,Offshore,Texas,"","",Royalties,9785.20
10/01/2018,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Royalties,544.99
10/01/2018,State,State,State and local governments,Onshore,Onshore,Minnesota,"","",Sequestration,11.34
10/01/2018,State,State,State and local governments,Onshore,Onshore,Minnesota,"","",Royalties,-0.2
10/01/2018,State,State,State and local governments,Onshore,Onshore,Minnesota,"","",Rents & Bonuses,10
10/01/2018,State,State,State and local governments,Onshore,Onshore,West Virginia,"","",Rents & Bonuses,1153.50
