Calendar Year,Land Category,State,Offshore Region,Revenue Type,Commodity,Revenue
1988,Onshore,Alaska,,Royalty,Gas,"$4,496,309.00 "
1988,Onshore,Alaska,,Royalty,Oil,"$1,359,683.00 "
1988,Onshore,Alaska,,Royalty,Other,"$57,234.00 "
1988,Onshore,Arizona,,Rent,,"$823,574.00 "
1988,Onshore,Arizona,,Royalty,Coal,"$21,739,989.00 "
1988,Onshore,Arizona,,Royalty,Gas,"$1,005.00 "
1988,Onshore,Arizona,,Royalty,Oil,"$272,042.00 "
1988,Onshore,Arizona,,Royalty,Other,"$2,944,098.00 "
1988,Onshore,Arkansas,,Bonus,,"$549,843.00 "
1988,Onshore,Arkansas,,Other Revenues,,"$37,827.00 "
1988,Onshore,Arkansas,,Rent,,"$685,003.00 "
1988,Onshore,Arkansas,,Royalty,Gas,"$1,865,054.00 "
1988,Onshore,Arkansas,,Royalty,Oil,"$1,836.00 "
1988,Onshore,Arkansas,,Royalty,Other,"$11,036.00 "
1988,Onshore,California,,Bonus,,"$3,056,050.00 "
1988,Onshore,California,,Other Revenues,,"$26,392.00 "
1988,Onshore,California,,Rent,,"$1,696,112.00 "
1988,Onshore,California,,Royalty,Gas,"$1,656,985.00 "
1988,Onshore,California,,Royalty,Oil,"$23,950,409.00 "
1988,Onshore,California,,Royalty,Other,"$18,926,056.00 "
1988,Onshore,Colorado,,Bonus,,"$1,512,372.00 "
1988,Onshore,Colorado,,Other Revenues,,"$510,195.00 "
1988,Onshore,Colorado,,Rent,,"$7,471,013.00 "
1988,Onshore,Colorado,,Royalty,Coal,"$12,146,642.00 "
1988,Onshore,Colorado,,Royalty,Gas,"$12,491,641.00 "
1988,Onshore,Colorado,,Royalty,Oil,"$18,164,493.00 "
1988,Onshore,Colorado,,Royalty,Other,"$9,358,595.00 "
1988,Onshore,Florida,,Other Revenues,,$160.00 
1988,Onshore,Florida,,Rent,,"$311,274.00 "
1988,Onshore,Florida,,Royalty,Oil,"$81,597.00 "
1988,Onshore,Georgia,,Other Revenues,,"$1,090.00 "
1988,Onshore,Georgia,,Rent,,$36.00 
1988,Onshore,Georgia,,Royalty,Other,$7.00 
1988,Onshore,Idaho,,Other Revenues,,"$70,493.00 "
1988,Onshore,Idaho,,Rent,,"$629,181.00 "
1988,Onshore,Idaho,,Royalty,Other,"$5,510,113.00 "
1988,Onshore,Illinois,,Other Revenues,,"$1,164.00 "
1988,Onshore,Illinois,,Rent,,"$1,315.00 "
1988,Onshore,Illinois,,Royalty,Oil,"$27,315.00 "
1988,Onshore,Illinois,,Royalty,Other,"$6,135.00 "
1988,Onshore,Indiana,,Rent,,$415.00 
1988,Onshore,Kansas,,Bonus,,"$3,722,530.00 "
1988,Onshore,Kansas,,Other Revenues,,"$16,890.00 "
1988,Onshore,Kansas,,Rent,,"$37,609.00 "
1988,Onshore,Kansas,,Royalty,Gas,"$1,910,998.00 "
1988,Onshore,Kansas,,Royalty,Oil,"$675,791.00 "
1988,Onshore,Kansas,,Royalty,Other,"$32,078.00 "
1988,Onshore,Kentucky,,Other Revenues,,"$7,661.00 "
1988,Onshore,Kentucky,,Rent,,"$29,366.00 "
1988,Onshore,Kentucky,,Royalty,Coal,"$484,153.00 "
1988,Onshore,Kentucky,,Royalty,Gas,"$84,971.00 "
1988,Onshore,Kentucky,,Royalty,Oil,"$12,693.00 "
1988,Onshore,Louisiana,,Bonus,,"$115,650.00 "
1988,Onshore,Louisiana,,Other Revenues,,"$34,885.00 "
1988,Onshore,Louisiana,,Rent,,"$144,390.00 "
1988,Onshore,Louisiana,,Royalty,Gas,"$2,814,206.00 "
1988,Onshore,Louisiana,,Royalty,Oil,"$1,847,756.00 "
1988,Onshore,Louisiana,,Royalty,Other,"$390,145.00 "
1988,Onshore,Maryland,,Other Revenues,,"$3,659.00 "
1988,Onshore,Maryland,,Rent,,($758.00)
1988,Onshore,Maryland,,Royalty,Gas,$503.00 
1988,Onshore,Michigan,,Other Revenues,,"($3,776.00)"
1988,Onshore,Michigan,,Rent,,"$397,514.00 "
1988,Onshore,Michigan,,Royalty,Gas,"$921,448.00 "
1988,Onshore,Michigan,,Royalty,Oil,"$195,861.00 "
1988,Onshore,Michigan,,Royalty,Other,"$28,928.00 "
1988,Onshore,Minnesota,,Other Revenues,,"$48,660.00 "
1988,Onshore,Minnesota,,Rent,,"$7,586.00 "
1988,Onshore,Minnesota,,Royalty,Other,"$11,579.00 "
1988,Onshore,Mississippi,,Bonus,,"$25,586.00 "
1988,Onshore,Mississippi,,Other Revenues,,"$2,261.00 "
1988,Onshore,Mississippi,,Rent,,"$568,985.00 "
1988,Onshore,Mississippi,,Royalty,Gas,"$243,580.00 "
1988,Onshore,Mississippi,,Royalty,Oil,"$1,089,164.00 "
1988,Onshore,Missouri,,Other Revenues,,"$5,707.00 "
1988,Onshore,Missouri,,Rent,,"$4,416.00 "
1988,Onshore,Missouri,,Royalty,Other,"$6,852,151.00 "
1988,Onshore,Montana,,Bonus,,"$336,874.00 "
1988,Onshore,Montana,,Other Revenues,,"$177,646.00 "
1988,Onshore,Montana,,Rent,,"$5,022,967.00 "
1988,Onshore,Montana,,Royalty,Coal,"$36,718,118.00 "
1988,Onshore,Montana,,Royalty,Gas,"$2,384,086.00 "
1988,Onshore,Montana,,Royalty,Oil,"$8,324,734.00 "
1988,Onshore,Montana,,Royalty,Other,"$148,451.00 "
1988,Onshore,Nebraska,,Bonus,,$800.00 
1988,Onshore,Nebraska,,Other Revenues,,$702.00 
1988,Onshore,Nebraska,,Rent,,"$60,193.00 "
1988,Onshore,Nebraska,,Royalty,Oil,"$195,469.00 "
1988,Onshore,Nevada,,Bonus,,"$2,982,806.00 "
1988,Onshore,Nevada,,Other Revenues,,"$2,394.00 "
1988,Onshore,Nevada,,Rent,,"$8,040,706.00 "
1988,Onshore,Nevada,,Royalty,Oil,"$3,539,249.00 "
1988,Onshore,Nevada,,Royalty,Other,"$1,342,702.00 "
1988,Onshore,New Mexico,,Bonus,,"$10,298,729.00 "
1988,Onshore,New Mexico,,Other Revenues,,"$689,765.00 "
1988,Onshore,New Mexico,,Rent,,"$6,539,113.00 "
1988,Onshore,New Mexico,,Royalty,Coal,"$34,824,945.00 "
1988,Onshore,New Mexico,,Royalty,Gas,"$93,665,159.00 "
1988,Onshore,New Mexico,,Royalty,Oil,"$43,399,082.00 "
1988,Onshore,New Mexico,,Royalty,Other,"$9,701,523.00 "
1988,Onshore,New York,,Rent,,"$11,022.00 "
1988,Onshore,North Carolina,,Other Revenues,,$474.00 
1988,Onshore,North Carolina,,Rent,,"$1,387.00 "
1988,Onshore,North Dakota,,Bonus,,"$79,509.00 "
1988,Onshore,North Dakota,,Other Revenues,,"$46,391.00 "
1988,Onshore,North Dakota,,Rent,,"$614,944.00 "
1988,Onshore,North Dakota,,Royalty,Coal,"$4,905,510.00 "
1988,Onshore,North Dakota,,Royalty,Gas,"$2,657,804.00 "
1988,Onshore,North Dakota,,Royalty,Oil,"$14,670,615.00 "
1988,Onshore,North Dakota,,Royalty,Other,"$530,256.00 "
1988,Onshore,Ohio,,Other Revenues,,$141.00 
1988,Onshore,Ohio,,Rent,,"$13,209.00 "
1988,Onshore,Ohio,,Royalty,Gas,"$197,190.00 "
1988,Onshore,Ohio,,Royalty,Oil,"$40,788.00 "
1988,Onshore,Oklahoma,,Bonus,,"$981,216.00 "
1988,Onshore,Oklahoma,,Other Revenues,,"$19,637.00 "
1988,Onshore,Oklahoma,,Rent,,"$418,987.00 "
1988,Onshore,Oklahoma,,Royalty,Coal,"$69,285.00 "
1988,Onshore,Oklahoma,,Royalty,Gas,"$11,620,659.00 "
1988,Onshore,Oklahoma,,Royalty,Oil,"$6,994,918.00 "
1988,Onshore,Oklahoma,,Royalty,Other,"$241,513.00 "
1988,Onshore,Oregon,,Rent,,"$1,025,777.00 "
1988,Onshore,Pennsylvania,,Other Revenues,,($768.00)
1988,Onshore,Pennsylvania,,Rent,,"($3,479.00)"
1988,Onshore,Pennsylvania,,Royalty,Gas,"$4,988.00 "
1988,Onshore,Pennsylvania,,Royalty,Oil,"$8,375.00 "
1988,Onshore,South Carolina,,Rent,,"$4,237.00 "
1988,Onshore,South Dakota,,Bonus,,"$77,849.00 "
1988,Onshore,South Dakota,,Other Revenues,,"$15,063.00 "
1988,Onshore,South Dakota,,Rent,,"$689,311.00 "
1988,Onshore,South Dakota,,Royalty,Gas,"$51,305.00 "
1988,Onshore,South Dakota,,Royalty,Oil,"$787,269.00 "
1988,Onshore,South Dakota,,Royalty,Other,"$4,673.00 "
1988,Onshore,Tennessee,,Rent,,"$9,701.00 "
1988,Onshore,Texas,,Bonus,,"$214,095.00 "
1988,Onshore,Texas,,Other Revenues,,"$4,863.00 "
1988,Onshore,Texas,,Rent,,"$181,886.00 "
1988,Onshore,Texas,,Royalty,Gas,"$346,882.00 "
1988,Onshore,Texas,,Royalty,Oil,"$571,495.00 "
1988,Onshore,Texas,,Royalty,Other,"$13,655.00 "
1988,Onshore,Utah,,Bonus,,"$3,620,998.00 "
1988,Onshore,Utah,,Other Revenues,,"$277,518.00 "
1988,Onshore,Utah,,Rent,,"$7,066,064.00 "
1988,Onshore,Utah,,Royalty,Coal,"$16,628,521.00 "
1988,Onshore,Utah,,Royalty,Gas,"$7,233,968.00 "
1988,Onshore,Utah,,Royalty,Oil,"$26,115,531.00 "
1988,Onshore,Utah,,Royalty,Other,"$2,622,033.00 "
1988,Onshore,Virginia,,Other Revenues,,"$2,168.00 "
1988,Onshore,Virginia,,Rent,,"$147,277.00 "
1988,Onshore,Virginia,,Royalty,Other,"$10,662.00 "
1988,Onshore,Washington,,Other Revenues,,"$4,840.00 "
1988,Onshore,Washington,,Rent,,"$730,338.00 "
1988,Onshore,Washington,,Royalty,Coal,"$111,788.00 "
1988,Onshore,Washington,,Royalty,Other,"$4,264.00 "
1988,Onshore,West Virginia,,Other Revenues,,"$40,793.00 "
1988,Onshore,West Virginia,,Rent,,"$335,525.00 "
1988,Onshore,West Virginia,,Royalty,Gas,"$317,435.00 "
1988,Onshore,Wisconsin,,Rent,,"$110,574.00 "
1988,Onshore,Wyoming,,Bonus,,"$27,154,764.00 "
1988,Onshore,Wyoming,,Other Revenues,,"$9,218,165.00 "
1988,Onshore,Wyoming,,Rent,,"$18,592,213.00 "
1988,Onshore,Wyoming,,Royalty,Coal,"$91,858,561.00 "
1988,Onshore,Wyoming,,Royalty,Gas,"$59,545,393.00 "
1988,Onshore,Wyoming,,Royalty,Oil,"$114,511,042.00 "
1988,Onshore,Wyoming,,Royalty,Other,"$12,102,035.00 "
1989,Offshore,,Alaska,Other Revenues,,"$102,480.00 "
1989,Offshore,,Alaska,Rent,,"$18,708,334.00 "
1989,Offshore,,Atlantic,Rent,,"$1,161,216.00 "
1989,Offshore,,Gulf,Bonus,,"$645,646,870.00 "
1989,Offshore,,Gulf,Other Revenues,,"$38,262,134.00 "
1989,Offshore,,Gulf,Rent,,"$58,273,535.00 "
1989,Offshore,,Gulf,Royalty,Gas,"$1,287,273,614.00 "
1989,Offshore,,Gulf,Royalty,Oil,"$748,972,626.00 "
1989,Offshore,,Gulf,Royalty,Other,"$32,555,857.00 "
1989,Offshore,,Pacific,Other Revenues,,"$526,300.00 "
1989,Offshore,,Pacific,Rent,,"$1,104,568.00 "
1989,Offshore,,Pacific,Royalty,Gas,"$12,920,381.00 "
1989,Offshore,,Pacific,Royalty,Oil,"$69,618,869.00 "
1989,Offshore,,Pacific,Royalty,Other,"$48,216.00 "
1989,Onshore,Alabama,,Bonus,,"$251,747.00 "
1989,Onshore,Alabama,,Other Revenues,,"$24,300.00 "
1989,Onshore,Alabama,,Rent,,"$222,578.00 "
1989,Onshore,Alabama,,Royalty,Coal,"$395,580.00 "
1989,Onshore,Alabama,,Royalty,Gas,"$26,047.00 "
1989,Onshore,Alabama,,Royalty,Oil,"$71,091.00 "
1989,Onshore,Alabama,,Royalty,Other,"$1,549.00 "
1989,Onshore,Alaska,,Other Revenues,,$295.00 
1989,Onshore,Alaska,,Rent,,"$2,395,190.00 "
1989,Onshore,Alaska,,Royalty,Gas,"$550,550.00 "
1989,Onshore,Alaska,,Royalty,Oil,"$6,001.00 "
1989,Onshore,Alaska,,Royalty,Other,$421.00 
1989,Onshore,Arizona,,Rent,,"$383,382.00 "
1989,Onshore,Arizona,,Royalty,Coal,"$19,374,672.00 "
1989,Onshore,Arizona,,Royalty,Gas,"$1,302.00 "
1989,Onshore,Arizona,,Royalty,Oil,"$360,929.00 "
1989,Onshore,Arizona,,Royalty,Other,"$4,495,482.00 "
1989,Onshore,Arkansas,,Bonus,,"$20,287,316.00 "
1989,Onshore,Arkansas,,Other Revenues,,"$40,245.00 "
1989,Onshore,Arkansas,,Rent,,"$978,188.00 "
1989,Onshore,Arkansas,,Royalty,Gas,"$1,664,669.00 "
1989,Onshore,Arkansas,,Royalty,Other,"$4,053.00 "
1989,Onshore,California,,Bonus,,"$475,309.00 "
1989,Onshore,California,,Other Revenues,,"$58,939.00 "
1989,Onshore,California,,Rent,,"$1,663,521.00 "
1989,Onshore,California,,Royalty,Gas,"$2,073,986.00 "
1989,Onshore,California,,Royalty,Oil,"$28,644,835.00 "
1989,Onshore,California,,Royalty,Other,"$19,123,016.00 "
1989,Onshore,Colorado,,Bonus,,"$2,083,968.00 "
1989,Onshore,Colorado,,Other Revenues,,"$633,798.00 "
1989,Onshore,Colorado,,Rent,,"$7,371,890.00 "
1989,Onshore,Colorado,,Royalty,Coal,"$16,103,220.00 "
1989,Onshore,Colorado,,Royalty,Gas,"$14,283,867.00 "
1989,Onshore,Colorado,,Royalty,Oil,"$22,277,862.00 "
1989,Onshore,Colorado,,Royalty,Other,"$10,293,646.00 "
1989,Onshore,Florida,,Bonus,,"$241,263.00 "
1989,Onshore,Florida,,Other Revenues,,"$6,859.00 "
1989,Onshore,Florida,,Rent,,"$277,669.00 "
1989,Onshore,Florida,,Royalty,Oil,"$80,938.00 "
1989,Onshore,Georgia,,Rent,,$766.00 
1989,Onshore,Georgia,,Royalty,Other,$10.00 
1989,Onshore,Idaho,,Bonus,,"$132,134.00 "
1989,Onshore,Idaho,,Other Revenues,,"$95,780.00 "
1989,Onshore,Idaho,,Rent,,"$368,402.00 "
1989,Onshore,Idaho,,Royalty,Other,"$5,389,167.00 "
1989,Onshore,Illinois,,Bonus,,"$228,985.00 "
1989,Onshore,Illinois,,Other Revenues,,"$1,844.00 "
1989,Onshore,Illinois,,Rent,,"$2,398.00 "
1989,Onshore,Illinois,,Royalty,Oil,"$13,367.00 "
1989,Onshore,Indiana,,Rent,,$415.00 
1989,Onshore,Kansas,,Bonus,,"$2,977,360.00 "
1989,Onshore,Kansas,,Other Revenues,,"$9,445.00 "
1989,Onshore,Kansas,,Rent,,"$27,479.00 "
1989,Onshore,Kansas,,Royalty,Gas,"$2,032,794.00 "
1989,Onshore,Kansas,,Royalty,Oil,"$630,839.00 "
1989,Onshore,Kansas,,Royalty,Other,"$59,566.00 "
1989,Onshore,Kentucky,,Other Revenues,,"$19,608.00 "
1989,Onshore,Kentucky,,Rent,,"$27,139.00 "
1989,Onshore,Kentucky,,Royalty,Coal,"$268,962.00 "
1989,Onshore,Kentucky,,Royalty,Gas,"$81,596.00 "
1989,Onshore,Kentucky,,Royalty,Oil,"$10,177.00 "
1989,Onshore,Louisiana,,Bonus,,"$24,492.00 "
1989,Onshore,Louisiana,,Other Revenues,,"$37,206.00 "
1989,Onshore,Louisiana,,Rent,,"$148,733.00 "
1989,Onshore,Louisiana,,Royalty,Gas,"$3,488,318.00 "
1989,Onshore,Louisiana,,Royalty,Oil,"$1,770,393.00 "
1989,Onshore,Louisiana,,Royalty,Other,"$278,419.00 "
1989,Onshore,Maryland,,Other Revenues,,"$1,607.00 "
1989,Onshore,Maryland,,Rent,,$496.00 
1989,Onshore,Maryland,,Royalty,Gas,$613.00 
1989,Onshore,Michigan,,Bonus,,"$3,748,892.00 "
1989,Onshore,Michigan,,Other Revenues,,"$9,556.00 "
1989,Onshore,Michigan,,Rent,,"$755,503.00 "
1989,Onshore,Michigan,,Royalty,Gas,"$1,037,438.00 "
1989,Onshore,Michigan,,Royalty,Oil,"$289,514.00 "
1989,Onshore,Michigan,,Royalty,Other,"$44,809.00 "
1989,Onshore,Minnesota,,Other Revenues,,"$48,660.00 "
1989,Onshore,Minnesota,,Rent,,"$4,767.00 "
1989,Onshore,Minnesota,,Royalty,Other,"$134,539.00 "
1989,Onshore,Mississippi,,Bonus,,"$204,917.00 "
1989,Onshore,Mississippi,,Other Revenues,,"$17,406.00 "
1989,Onshore,Mississippi,,Rent,,"$577,788.00 "
1989,Onshore,Mississippi,,Royalty,Gas,"$192,320.00 "
1989,Onshore,Mississippi,,Royalty,Oil,"$1,335,275.00 "
1989,Onshore,Missouri,,Other Revenues,,"$6,161.00 "
1989,Onshore,Missouri,,Rent,,"$7,876.00 "
1989,Onshore,Missouri,,Royalty,Other,"$7,765,935.00 "
1989,Onshore,Montana,,Bonus,,"$213,304.00 "
1989,Onshore,Montana,,Other Revenues,,"$213,240.00 "
1989,Onshore,Montana,,Rent,,"$4,508,170.00 "
1989,Onshore,Montana,,Royalty,Coal,"$28,033,697.00 "
1989,Onshore,Montana,,Royalty,Gas,"$2,744,468.00 "
1989,Onshore,Montana,,Royalty,Oil,"$8,930,207.00 "
1989,Onshore,Montana,,Royalty,Other,"$205,426.00 "
1989,Onshore,Nebraska,,Other Revenues,,$632.00 
1989,Onshore,Nebraska,,Rent,,"$47,941.00 "
1989,Onshore,Nebraska,,Royalty,Oil,"$218,550.00 "
1989,Onshore,Nevada,,Bonus,,"$1,905,584.00 "
1989,Onshore,Nevada,,Other Revenues,,"$11,518.00 "
1989,Onshore,Nevada,,Rent,,"$8,539,161.00 "
1989,Onshore,Nevada,,Royalty,Oil,"$4,851,555.00 "
1989,Onshore,Nevada,,Royalty,Other,"$2,185,274.00 "
1989,Onshore,New Mexico,,Bonus,,"$8,580,172.00 "
1989,Onshore,New Mexico,,Other Revenues,,"$1,561,148.00 "
1989,Onshore,New Mexico,,Rent,,"$6,113,290.00 "
1989,Onshore,New Mexico,,Royalty,Coal,"$45,806,381.00 "
1989,Onshore,New Mexico,,Royalty,Gas,"$84,972,767.00 "
1989,Onshore,New Mexico,,Royalty,Oil,"$49,349,181.00 "
1989,Onshore,New Mexico,,Royalty,Other,"$12,758,335.00 "
1989,Onshore,New York,,Rent,,"$9,949.00 "
1989,Onshore,North Carolina,,Other Revenues,,$474.00 
1989,Onshore,North Carolina,,Rent,,"$3,495.00 "
1989,Onshore,North Dakota,,Bonus,,"$76,107.00 "
1989,Onshore,North Dakota,,Other Revenues,,"$42,003.00 "
1989,Onshore,North Dakota,,Rent,,"$541,086.00 "
1989,Onshore,North Dakota,,Royalty,Coal,"$3,646,461.00 "
1989,Onshore,North Dakota,,Royalty,Gas,"$1,837,160.00 "
1989,Onshore,North Dakota,,Royalty,Oil,"$14,464,657.00 "
1989,Onshore,North Dakota,,Royalty,Other,"$419,301.00 "
1989,Onshore,Ohio,,Other Revenues,,$972.00 
1989,Onshore,Ohio,,Rent,,"$16,395.00 "
1989,Onshore,Ohio,,Royalty,Gas,"($86,097.00)"
1989,Onshore,Ohio,,Royalty,Oil,"$69,238.00 "
1989,Onshore,Oklahoma,,Bonus,,"$922,468.00 "
1989,Onshore,Oklahoma,,Other Revenues,,"$15,777.00 "
1989,Onshore,Oklahoma,,Rent,,"$516,128.00 "
1989,Onshore,Oklahoma,,Royalty,Coal,"$109,980.00 "
1989,Onshore,Oklahoma,,Royalty,Gas,"$11,936,428.00 "
1989,Onshore,Oklahoma,,Royalty,Oil,"$7,710,123.00 "
1989,Onshore,Oklahoma,,Royalty,Other,"$301,425.00 "
1989,Onshore,Oregon,,Rent,,"$584,502.00 "
1989,Onshore,Pennsylvania,,Other Revenues,,"$1,927.00 "
1989,Onshore,Pennsylvania,,Rent,,($625.00)
1989,Onshore,Pennsylvania,,Royalty,Gas,"$35,866.00 "
1989,Onshore,Pennsylvania,,Royalty,Oil,"$7,487.00 "
1989,Onshore,South Carolina,,Rent,,"$3,491.00 "
1989,Onshore,South Dakota,,Bonus,,"$24,507.00 "
1989,Onshore,South Dakota,,Other Revenues,,"$21,118.00 "
1989,Onshore,South Dakota,,Rent,,"$550,496.00 "
1989,Onshore,South Dakota,,Royalty,Gas,"$36,961.00 "
1989,Onshore,South Dakota,,Royalty,Oil,"$821,189.00 "
1989,Onshore,South Dakota,,Royalty,Other,"$2,889.00 "
1989,Onshore,Tennessee,,Rent,,"$10,834.00 "
1989,Onshore,Texas,,Bonus,,"$490,377.00 "
1989,Onshore,Texas,,Other Revenues,,"$4,532.00 "
1989,Onshore,Texas,,Rent,,"$241,954.00 "
1989,Onshore,Texas,,Royalty,Gas,"$309,327.00 "
1989,Onshore,Texas,,Royalty,Oil,"$545,786.00 "
1989,Onshore,Texas,,Royalty,Other,"$13,753.00 "
1989,Onshore,Utah,,Bonus,,"$19,574,512.00 "
1989,Onshore,Utah,,Other Revenues,,"$536,782.00 "
1989,Onshore,Utah,,Rent,,"$7,334,916.00 "
1989,Onshore,Utah,,Royalty,Coal,"$28,119,418.00 "
1989,Onshore,Utah,,Royalty,Gas,"$8,736,469.00 "
1989,Onshore,Utah,,Royalty,Oil,"$31,481,742.00 "
1989,Onshore,Utah,,Royalty,Other,"$1,290,620.00 "
1989,Onshore,Virginia,,Bonus,,"$204,368.00 "
1989,Onshore,Virginia,,Other Revenues,,"$4,298.00 "
1989,Onshore,Virginia,,Rent,,"$164,227.00 "
1989,Onshore,Virginia,,Royalty,Other,"$2,658.00 "
1989,Onshore,Washington,,Rent,,"$342,343.00 "
1989,Onshore,Washington,,Royalty,Coal,"$249,132.00 "
1989,Onshore,Washington,,Royalty,Other,"$3,615.00 "
1989,Onshore,West Virginia,,Other Revenues,,"$56,633.00 "
1989,Onshore,West Virginia,,Rent,,"$230,455.00 "
1989,Onshore,West Virginia,,Royalty,Gas,"$281,267.00 "
1989,Onshore,West Virginia,,Royalty,Oil,$461.00 
1989,Onshore,Wisconsin,,Rent,,"$45,380.00 "
1989,Onshore,Wyoming,,Bonus,,"$16,945,347.00 "
1989,Onshore,Wyoming,,Other Revenues,,"$11,113,552.00 "
1989,Onshore,Wyoming,,Rent,,"$19,565,072.00 "
1989,Onshore,Wyoming,,Royalty,Coal,"$100,112,259.00 "
1989,Onshore,Wyoming,,Royalty,Gas,"$64,809,796.00 "
1989,Onshore,Wyoming,,Royalty,Oil,"$129,951,141.00 "
1989,Onshore,Wyoming,,Royalty,Other,"$13,767,060.00 "
1990,Offshore,,Alaska,Other Revenues,,"$84,048.00 "
1990,Offshore,,Alaska,Rent,,"$15,255,133.00 "
1990,Offshore,,Atlantic,Rent,,"$1,179,648.00 "
1990,Offshore,,Gulf,Bonus,,"$584,301,918.00 "
1990,Offshore,,Gulf,Other Revenues,,"$18,662,995.00 "
1990,Offshore,,Gulf,Rent,,"$62,002,616.00 "
1990,Offshore,,Gulf,Royalty,Gas,"$1,521,541,848.00 "
1990,Offshore,,Gulf,Royalty,Oil,"$996,400,416.00 "
1990,Offshore,,Gulf,Royalty,Other,"$54,377,965.00 "
1990,Offshore,,Pacific,Other Revenues,,"$551,205.00 "
1990,Offshore,,Pacific,Rent,,"$901,733.00 "
1990,Offshore,,Pacific,Royalty,Gas,"$17,822,908.00 "
1990,Offshore,,Pacific,Royalty,Oil,"$94,552,896.00 "
1990,Offshore,,Pacific,Royalty,Other,"$103,490.00 "
1990,Onshore,Alabama,,Bonus,,"$277,906.00 "
1990,Onshore,Alabama,,Other Revenues,,"$24,360.00 "
1990,Onshore,Alabama,,Rent,,"$201,072.00 "
1990,Onshore,Alabama,,Royalty,Coal,"$1,549,602.00 "
1990,Onshore,Alabama,,Royalty,Gas,"$37,519.00 "
1990,Onshore,Alabama,,Royalty,Oil,"$53,703.00 "
1990,Onshore,Alabama,,Royalty,Other,"$3,698.00 "
1990,Onshore,Alaska,,Other Revenues,,$391.00 
1990,Onshore,Alaska,,Rent,,"$1,325,559.00 "
1990,Onshore,Alaska,,Royalty,Gas,"$14,665,633.00 "
1990,Onshore,Alaska,,Royalty,Oil,"$5,311,023.00 "
1990,Onshore,Alaska,,Royalty,Other,"$270,798.00 "
1990,Onshore,Arizona,,Bonus,,"$5,118.00 "
1990,Onshore,Arizona,,Rent,,"$334,902.00 "
1990,Onshore,Arizona,,Royalty,Coal,"$29,236,716.00 "
1990,Onshore,Arizona,,Royalty,Gas,"$1,844.00 "
1990,Onshore,Arizona,,Royalty,Oil,"$402,942.00 "
1990,Onshore,Arizona,,Royalty,Other,"$4,155,102.00 "
1990,Onshore,Arkansas,,Bonus,,"$9,608,941.00 "
1990,Onshore,Arkansas,,Other Revenues,,"$34,650.00 "
1990,Onshore,Arkansas,,Rent,,"$1,209,098.00 "
1990,Onshore,Arkansas,,Royalty,Gas,"$1,677,987.00 "
1990,Onshore,Arkansas,,Royalty,Oil,$142.00 
1990,Onshore,Arkansas,,Royalty,Other,"$1,299.00 "
1990,Onshore,California,,Bonus,,"$53,488.00 "
1990,Onshore,California,,Other Revenues,,"$51,419.00 "
1990,Onshore,California,,Rent,,"$1,434,807.00 "
1990,Onshore,California,,Royalty,Gas,"$2,602,005.00 "
1990,Onshore,California,,Royalty,Oil,"$38,091,745.00 "
1990,Onshore,California,,Royalty,Other,"$21,879,737.00 "
1990,Onshore,Colorado,,Bonus,,"$2,826,593.00 "
1990,Onshore,Colorado,,Other Revenues,,"$562,331.00 "
1990,Onshore,Colorado,,Rent,,"$6,994,458.00 "
1990,Onshore,Colorado,,Royalty,Coal,"$37,925,085.00 "
1990,Onshore,Colorado,,Royalty,Gas,"$17,125,570.00 "
1990,Onshore,Colorado,,Royalty,Oil,"$31,505,526.00 "
1990,Onshore,Colorado,,Royalty,Other,"$14,165,275.00 "
1990,Onshore,Florida,,Other Revenues,,"$2,008.00 "
1990,Onshore,Florida,,Rent,,"$190,552.00 "
1990,Onshore,Florida,,Royalty,Oil,"$54,180.00 "
1990,Onshore,Georgia,,Other Revenues,,$218.00 
1990,Onshore,Georgia,,Rent,,$36.00 
1990,Onshore,Idaho,,Bonus,,"$123,600.00 "
1990,Onshore,Idaho,,Other Revenues,,"$68,612.00 "
1990,Onshore,Idaho,,Rent,,"$255,841.00 "
1990,Onshore,Idaho,,Royalty,Other,"$5,157,224.00 "
1990,Onshore,Illinois,,Other Revenues,,"$2,278.00 "
1990,Onshore,Illinois,,Rent,,"$2,986.00 "
1990,Onshore,Illinois,,Royalty,Oil,"$43,957.00 "
1990,Onshore,Indiana,,Rent,,$415.00 
1990,Onshore,Kansas,,Bonus,,"$189,660.00 "
1990,Onshore,Kansas,,Other Revenues,,"$6,905.00 "
1990,Onshore,Kansas,,Rent,,"$22,381.00 "
1990,Onshore,Kansas,,Royalty,Gas,"$2,961,236.00 "
1990,Onshore,Kansas,,Royalty,Oil,"$992,496.00 "
1990,Onshore,Kansas,,Royalty,Other,"$74,960.00 "
1990,Onshore,Kentucky,,Other Revenues,,"$9,236.00 "
1990,Onshore,Kentucky,,Rent,,"$21,813.00 "
1990,Onshore,Kentucky,,Royalty,Coal,"$258,737.00 "
1990,Onshore,Kentucky,,Royalty,Gas,"$80,101.00 "
1990,Onshore,Kentucky,,Royalty,Oil,"$20,372.00 "
1990,Onshore,Louisiana,,Bonus,,"$4,423.00 "
1990,Onshore,Louisiana,,Other Revenues,,"$3,945.00 "
1990,Onshore,Louisiana,,Rent,,"$118,818.00 "
1990,Onshore,Louisiana,,Royalty,Gas,"$3,886,828.00 "
1990,Onshore,Louisiana,,Royalty,Oil,"$2,600,575.00 "
