Calendar Year,Corporate Name,Revenue Type,Commodity,Revenues
2025,AMERICAN GILSONITE CO,ONRR - Royalties,Gilsonite,"$1,578,043.18"
2025,AMERICAN GILSONITE CO,ONRR/BLM - Rents,Gilsonite,$382.50
2025,AMERICAN POTASH CORP,BLM - Permit Fees,Mining Claims,"$197,600.00"
2025,AMERICAN SODA LLC,ONRR - Other Revenues,Sodium,"$145,058.66"
2025,AMERICAN SODA LLC,ONRR - Royalties,Soda Ash,"$5,408,064.59"
2025,AMERICAN SODA LLC,ONRR - Royalties,Sodium,"$1,575,256.25"
2025,AMERICAN SODA LLC,ONRR/BLM - Rents,Sodium,"$27,940.00"
2025,AMPLIFY ENERGY CORP,ONRR - Inspection Fees,N/a,"$104,000.00"
2025,AMPLIFY ENERGY CORP,ONRR - Other Revenues,Oil & gas (pre-production),"$18,123.68"
2025,AMPLIFY ENERGY CORP,ONRR - Royalties,Gas,"$18,279.62"
2025,AMPLIFY ENERGY CORP,ONRR - Royalties,Oil,"$30,385,306.40"
2025,AMPLIFY ENERGY CORP,ONRR/BLM - Rents,Oil & gas (pre-production),"$4,089.25"
2025,ANADARKO EANDP ONSHORE,BLM - Permit Fees,Oil & gas (pre-production),"$589,220.00"
2025,ANCHOR CRUDE MARKETING LLC,ONRR - Royalties,Oil,"$494,983.55"
2025,ANDERSEN INVESTMENTS LLC,BLM - Permit Fees,Mineral Materials,"$180,001.50"
2025,ANFIELD RESOURCES HOLDING CORP,BLM - Permit Fees,Mining Claims,"$143,800.00"
2025,ANGLO-BOMARC US INC,BLM - Permit Fees,Mining Claims,"$136,058.00"
2025,ANKOR E AND P HOLDINGS INC,ONRR - Civil Penalties,N/a,"$54,352.00"
2025,ANKOR E AND P HOLDINGS INC,ONRR - Other Revenues,N/a,$193.12
2025,ANKOR E AND P HOLDINGS INC,ONRR - Other Revenues,Oil & gas (pre-production),$5.99
2025,ANKOR E AND P HOLDINGS INC,ONRR - Royalties,Gas,"$32,968.27"
2025,ANKOR E AND P HOLDINGS INC,ONRR - Royalties,Oil,"$137,840.66"
2025,ANOVA METALS USA LLC,BLM - Permit Fees,Mining Claims,"$196,400.00"
2025,ANTELOPE CREEK GOLD CORP,BLM - Permit Fees,Locatable Minerals,"$21,173.00"
2025,ANTELOPE CREEK GOLD CORP,BLM - Permit Fees,Mining Claims,"$319,754.00"
2025,ANTELOPE MARYSVALE EXPLORATION LLC,BLM - Permit Fees,Mining Claims,"$110,400.00"
2025,AO II PERMIAN LLC,BLM - Permit Fees,Oil & gas (pre-production),"$21,700.00"
2025,AO II PERMIAN LLC,ONRR/BLM - Bonus,Oil & gas (pre-production),"$9,819,437.00"
2025,AO II PERMIAN LLC,ONRR/BLM - Rents,Oil & gas (pre-production),"$6,699.00"
2025,APA CORP,ONRR - Civil Penalties,N/a,"$343,820.00"
2025,APA CORP,ONRR - Inspection Fees,N/a,"$1,700,970.00"
2025,APA CORP,ONRR - Other Revenues,N/a,"$1,628.48"
2025,APA CORP,ONRR - Other Revenues,Oil,"$62,549.12"
2025,APA CORP,ONRR - Other Revenues,Oil & gas (pre-production),"$168,233.24"
2025,APA CORP,ONRR - Royalties,Gas,"$4,024,040.52"
2025,APA CORP,ONRR - Royalties,Oil,"$15,660,526.27"
2025,APA CORP,ONRR/BLM - Rents,Oil & gas (pre-production),"$5,759.00"
2025,APEX OIL AND GAS INC,ONRR - Other Revenues,Oil & gas (pre-production),"$12,195.54"
2025,APEX OIL AND GAS INC,ONRR - Royalties,Gas,"$169,825.83"
2025,APEX OIL AND GAS INC,ONRR - Royalties,Oil,"$26,077.00"
2025,APPALACHIAN RES WEST VIRGINIA LLC,OSMRE - AML Fees including Audits and Late Charges,Coal,"$108,810.69"
2025,AQUITARD COPPER CORP,BLM - Permit Fees,Mining Claims,"$269,200.00"
2025,ARACOMA COAL CO LLC,OSMRE - AML Fees including Audits and Late Charges,Coal,"$229,912.36"
2025,ARCH RESOURCES,ONRR - Other Revenues,Coal,$357.48
2025,ARCH RESOURCES,ONRR - Royalties,Coal,"$69,275,394.91"
2025,ARCH RESOURCES,ONRR/BLM - Rents,Coal,"$143,628.00"
2025,ARCH WESTERN RESOURCES LLC,OSMRE - AML Fees including Audits and Late Charges,Coal,"$11,373,059.10"
2025,ARCLIGHT CAPITAL PARTNERS,BLM - Permit Fees,Oil & gas (pre-production),"$14,585.00"
2025,ARCLIGHT CAPITAL PARTNERS,ONRR - Other Revenues,Oil & gas (pre-production),"-$124,201.76"
2025,ARCLIGHT CAPITAL PARTNERS,ONRR - Royalties,Gas,"$5,934,822.94"
2025,ARCLIGHT CAPITAL PARTNERS,ONRR - Royalties,Oil,"$1,807,652.11"
2025,ARCLIGHT CAPITAL PARTNERS,ONRR/BLM - Bonus,Oil & gas (pre-production),"$56,637.00"
2025,ARCLIGHT CAPITAL PARTNERS,ONRR/BLM - Rents,Oil & gas (pre-production),"$6,594.00"
2025,ARENA ENERGY,ONRR - Civil Penalties,N/a,"$33,912.00"
2025,ARENA ENERGY,ONRR - Inspection Fees,N/a,"$2,232,910.00"
2025,ARENA ENERGY,ONRR - Other Revenues,Oil,"$65,029.73"
2025,ARENA ENERGY,ONRR - Other Revenues,Oil & gas (pre-production),"$412,115.63"
2025,ARENA ENERGY,ONRR - Royalties,Gas,"$6,857,644.27"
2025,ARENA ENERGY,ONRR - Royalties,Oil,"$77,706,380.38"
2025,ARENA ENERGY,ONRR/BLM - Rents,Oil & gas (pre-production),"$854,590.00"
2025,ARENA RESOURCES LLC,BLM - Permit Fees,Oil & gas (pre-production),"$82,555.00"
2025,ARENA RESOURCES LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$4,394.06"
2025,ARENA RESOURCES LLC,ONRR/BLM - Bonus,Oil & gas (pre-production),"$100,065.00"
2025,ARENA RESOURCES LLC,ONRR/BLM - Rents,Oil & gas (pre-production),"$3,766.33"
2025,ARES STRATEGIC MINING INC,BLM - Permit Fees,Mining Claims,"$111,022.00"
2025,ARMSTRONG ENERGY CORP,ONRR - Other Revenues,Oil & gas (pre-production),$600.00
2025,ARMSTRONG ENERGY CORP,ONRR - Royalties,Gas,"$33,771.19"
2025,ARMSTRONG ENERGY CORP,ONRR - Royalties,Oil,"$193,493.04"
2025,ARMSTRONG ENERGY CORP,ONRR/BLM - Bonus,Oil & gas (pre-production),"$199,040.00"
2025,ARMSTRONG ENERGY CORP,ONRR/BLM - Rents,Oil & gas (pre-production),"$15,530.00"
2025,ARNELL OIL CO,ONRR - Royalties,Oil,"$695,053.19"
2025,ASARCO LLC,BLM - Permit Fees,Mining Claims,"$387,196.00"
2025,ASCENT RESOURCES,ONRR - Civil Penalties,N/a,"$107,380.00"
2025,ASCENT RESOURCES,ONRR - Other Revenues,N/a,$766.77
2025,ASCENT RESOURCES,ONRR - Other Revenues,Oil & gas (pre-production),"$68,318.15"
2025,ASCENT RESOURCES,ONRR/BLM - Rents,Oil & gas (pre-production),"$21,449.50"
2025,ATLANTICA SUSTAINABLE INFRASTRUCTURE,ONRR - Royalties,Geothermal,"$128,565.35"
2025,ATOMIC OIL AND GAS LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$5,323.50"
2025,ATOMIC OIL AND GAS LLC,ONRR - Royalties,Oil,"$1,059,020.16"
2025,ATOMIC OIL AND GAS LLC,ONRR/BLM - Rents,Oil & gas (pre-production),"$8,521.00"
2025,AU-REKA GOLD CORP,BLM - Permit Fees,Mining Claims,"$334,200.00"
2025,AUSTIN AMERICAN CORP,BLM - Permit Fees,Mining Claims,"$114,800.00"
2025,AUTHIUM LLC,BLM - Permit Fees,Mining Claims,"$185,800.00"
2025,AVANT NATURAL RESOURCES LLC,BLM - Permit Fees,Oil & gas (pre-production),"$12,015.00"
2025,AVANT NATURAL RESOURCES LLC,ONRR - Other Revenues,Oil & gas (pre-production),"-$3,591,478.77"
2025,AVANT NATURAL RESOURCES LLC,ONRR - Royalties,Gas,"$1,786,113.86"
2025,AVANT NATURAL RESOURCES LLC,ONRR - Royalties,Oil,"$18,252,194.92"
2025,AVANT OPERATING II LLC,BLM - Permit Fees,Oil & gas (pre-production),"$1,026,230.00"
2025,AVANT OPERATING II LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$37,080.00"
2025,AVANT OPERATING II LLC,ONRR - Royalties,Gas,"$6,169.43"
2025,AVANT OPERATING II LLC,ONRR - Royalties,Oil,"$67,416.72"
2025,AVANT OPERATING II LLC,ONRR/BLM - Rents,Oil & gas (pre-production),$40.00
2025,B & W RESOURCES INC,OSMRE - AML Fees including Audits and Late Charges,Coal,"$167,349.98"
2025,B AND M MATERIALS LLC,BLM - Permit Fees,Mineral Materials,"$449,403.50"
2025,BAD BASS SERVICES,BLM - Permit Fees,Mineral Materials,"$161,824.00"
2025,BALLARD EXPLORATION CO INC,BLM - Permit Fees,Oil & gas (pre-production),"$188,185.00"
2025,BALLARD EXPLORATION CO INC,ONRR - Other Revenues,Oil & gas (pre-production),"$2,031.00"
2025,BALLARD EXPLORATION CO INC,ONRR - Royalties,Gas,"$1,973,918.98"
2025,BALLARD EXPLORATION CO INC,ONRR - Royalties,Oil,"$11,475,134.80"
2025,BALLARD EXPLORATION CO INC,ONRR/BLM - Rents,Oil & gas (pre-production),"$15,833.50"
2025,BAM PERMIAN OPERATING LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$4,978.36"
2025,BAM PERMIAN OPERATING LLC,ONRR - Royalties,Gas,"$309,563.31"
2025,BAM PERMIAN OPERATING LLC,ONRR/BLM - Rents,Oil & gas (pre-production),$722.00
2025,BARN OWLS LLC,BLM - Permit Fees,Oil & gas (pre-production),"$5,320.00"
2025,BARN OWLS LLC,ONRR - Other Revenues,Oil & gas (pre-production),$826.00
2025,BARN OWLS LLC,ONRR - Royalties,Oil,"$732,636.67"
2025,BARRICK CORTEZ LLC,BLM - Permit Fees,Mining Claims,"$114,400.00"
2025,BARRICK GOLD EXPLORATION INC,BLM - Permit Fees,Mining Claims,"$1,047,792.00"
2025,BARRICK GOLD FINANCE INC,BLM - Permit Fees,Mining Claims,"$142,800.00"
2025,BASELOAD CAPITAL,ONRR - Other Revenues,Geothermal,$113.81
2025,BASELOAD CAPITAL,ONRR - Other Revenues,N/a,$842.10
2025,BASELOAD CAPITAL,ONRR/BLM - Rents,Geothermal,"$120,251.00"
2025,BASIN AND RANGE RESOURCES LLC,BLM - Permit Fees,Mining Claims,"$265,400.00"
2025,BAYER AG,ONRR - Other Revenues,Phosphate,"$29,234.96"
2025,BAYER AG,ONRR - Royalties,Phosphate,"$2,475,914.08"
2025,BAYER AG,ONRR/BLM - Rents,Phosphate,$735.00
2025,BAYSWATER E AND P LLC,ONRR - Other Revenues,Oil & gas (pre-production),$103.32
2025,BAYSWATER E AND P LLC,ONRR - Royalties,Gas,"$37,604.64"
2025,BAYSWATER E AND P LLC,ONRR - Royalties,Oil,"$249,405.13"
2025,BAYSWATER E AND P LLC,ONRR/BLM - Rents,Oil & gas (pre-production),$52.00
2025,BCE-MACH LLC,BLM - Permit Fees,Oil & gas (pre-production),"$7,280.00"
2025,BCE-MACH LLC,ONRR - Other Revenues,N/a,$729.00
2025,BCE-MACH LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$166,682.45"
2025,BCE-MACH LLC,ONRR - Royalties,Gas,"$846,970.63"
2025,BCE-MACH LLC,ONRR - Royalties,Oil,"$84,892.75"
2025,BCE-MACH LLC,ONRR/BLM - Rents,Oil & gas (pre-production),$346.50
2025,BCP RESOURCES LLC,ONRR - Royalties,Gas,"$11,451.37"
2025,BCP RESOURCES LLC,ONRR - Royalties,Oil,"$125,640.61"
2025,BEACON II EXPLORATION LLC,ONRR - Other Revenues,Oil,"$111,956.07"
2025,BEACON II EXPLORATION LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$3,118,878.12"
2025,BEACON II EXPLORATION LLC,ONRR - Royalties,Gas,"$340,181.11"
2025,BEACON II EXPLORATION LLC,ONRR - Royalties,Oil,"$6,145,625.84"
2025,BEACON OFFSHORE ENERGY BUCKSKIN LLC,ONRR - Other Revenues,Oil,"-$229,702.50"
2025,BEACON OFFSHORE ENERGY BUCKSKIN LLC,ONRR - Royalties,Gas,"$78,366.64"
2025,BEACON OFFSHORE ENERGY BUCKSKIN LLC,ONRR - Royalties,Oil,"$14,040,926.67"
2025,BEACON OFFSHORE ENERGY CASTILE LLC,ONRR - Other Revenues,Oil,"$1,576.56"
2025,BEACON OFFSHORE ENERGY CASTILE LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$10,000.00"
2025,BEACON OFFSHORE ENERGY CASTILE LLC,ONRR - Royalties,Gas,$46.10
2025,BEACON OFFSHORE ENERGY CASTILE LLC,ONRR - Royalties,Oil,"$144,280.71"
2025,BEACON OFFSHORE ENERGY DEVELOPMENT LLC,ONRR - Other Revenues,Oil,"$205,168.17"
2025,BEACON OFFSHORE ENERGY DEVELOPMENT LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$5,711,250.45"
2025,BEACON OFFSHORE ENERGY DEVELOPMENT LLC,ONRR - Royalties,Gas,"$623,056.42"
2025,BEACON OFFSHORE ENERGY DEVELOPMENT LLC,ONRR - Royalties,Oil,"$11,305,795.65"
2025,BEACON OFFSHORE ENERGY EXPLORATION LLC,ONRR - Other Revenues,Oil,"-$29,236.54"
2025,BEACON OFFSHORE ENERGY EXPLORATION LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$1,055,701.43"
2025,BEACON OFFSHORE ENERGY EXPLORATION LLC,ONRR - Royalties,Gas,"$145,703.69"
2025,BEACON OFFSHORE ENERGY EXPLORATION LLC,ONRR - Royalties,Oil,"$12,024,531.51"
2025,BEACON OFFSHORE ENERGY LEON LLC,ONRR - Other Revenues,Oil,"$9,382.64"
2025,BEACON OFFSHORE ENERGY LEON LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$10,000.00"
2025,BEACON OFFSHORE ENERGY LEON LLC,ONRR - Royalties,Gas,"$11,490.79"
2025,BEACON OFFSHORE ENERGY LEON LLC,ONRR - Royalties,Oil,"$1,400,018.19"
2025,BEACON OFFSHORE ENERGY LLC,ONRR - Other Revenues,Oil,"-$13,449.86"
2025,BEACON OFFSHORE ENERGY LLC,ONRR - Other Revenues,Oil & gas (pre-production),"-$753,498.75"
2025,BEACON OFFSHORE ENERGY LLC,ONRR - Royalties,Gas,"-$273,635.74"
2025,BEACON OFFSHORE ENERGY LLC,ONRR - Royalties,Oil,"$13,301,654.70"
2025,BEACON OFFSHORE ENERGY LLC,ONRR/BLM - Rents,Oil & gas (pre-production),"$4,744,544.00"
2025,BEACON WIND LLC,ONRR/BLM - Rents,Wind,"$386,433.00"
2025,BEDROCK ENERGY PARTNERS LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$1,877.53"
2025,BEDROCK ENERGY PARTNERS LLC,ONRR - Royalties,Gas,"$498,950.73"
2025,BEDROCK ENERGY PARTNERS LLC,ONRR - Royalties,Oil,"$8,541.32"
2025,BEHM ENERGY INC,ONRR - Royalties,Oil,"$116,484.88"
2025,BEHM ENERGY INC,ONRR/BLM - Rents,Oil & gas (pre-production),"$1,112.00"
2025,BENNETT CREEK RESOURCES LLC,ONRR/BLM - Bonus,Geothermal,"$1,832,762.00"
2025,BENNETT CREEK RESOURCES LLC,ONRR/BLM - Rents,Geothermal,"$10,792.00"
2025,BENSON-MONTIN-GREER DRILLING CORP,ONRR - Civil Penalties,N/a,"$166,380.00"
2025,BENSON-MONTIN-GREER DRILLING CORP,ONRR - Other Revenues,N/a,"$2,863.10"
2025,BENSON-MONTIN-GREER DRILLING CORP,ONRR - Other Revenues,Oil & gas (pre-production),"$3,754.38"
2025,BENSON-MONTIN-GREER DRILLING CORP,ONRR - Royalties,Gas,"$205,263.22"
2025,BENSON-MONTIN-GREER DRILLING CORP,ONRR - Royalties,Oil,"$323,743.47"
2025,BENSON-MONTIN-GREER DRILLING CORP,ONRR/BLM - Rents,Oil & gas (pre-production),"$1,449.50"
2025,BERKSHIRE HATHAWAY,ONRR - Other Revenues,Coal,"$23,490.48"
2025,BERKSHIRE HATHAWAY,ONRR - Royalties,Coal,"$6,372,453.57"
2025,BERKSHIRE HATHAWAY,ONRR - Royalties,Geothermal,"$385,888.58"
2025,BERKSHIRE HATHAWAY,ONRR/BLM - Rents,Coal,"$35,607.00"
2025,BERRY PETROLEUM CORP,BLM - Permit Fees,Oil & gas (pre-production),"$175,210.00"
2025,BERRY PETROLEUM CORP,ONRR - Other Revenues,Oil & gas (pre-production),"$133,968.34"
2025,BERRY PETROLEUM CORP,ONRR - Royalties,Gas,"$399,666.84"
2025,BERRY PETROLEUM CORP,ONRR - Royalties,Oil,"$14,729,889.62"
2025,BERRY PETROLEUM CORP,ONRR/BLM - Rents,Oil & gas (pre-production),$630.00
2025,BEST FRIENDS ANIMAL SOCIETY,BLM - Permit Fees,Mining Claims,"$104,000.00"
2025,BHP,ONRR - Inspection Fees,N/a,"$23,625.00"
2025,BHP,ONRR - Other Revenues,Oil,"-$958,992.80"
2025,BHP,ONRR - Other Revenues,Oil & gas (pre-production),"$5,741.11"
2025,BHP,ONRR - Royalties,Gas,"$5,101,567.65"
2025,BHP,ONRR - Royalties,Oil,"$247,761,944.83"
2025,BHP,ONRR/BLM - Rents,Oil & gas (pre-production),"$2,856,960.00"
2025,BIG CASINO CORP,BLM - Permit Fees,Mining Claims,"$1,473,668.00"
2025,BISON OIL AND GAS II LLC,ONRR - Other Revenues,Oil & gas (pre-production),"-$1,408,240.04"
2025,BISON OIL AND GAS II LLC,ONRR - Royalties,Gas,"$1,258,822.39"
2025,BISON OIL AND GAS II LLC,ONRR - Royalties,Oil,"$3,579,078.76"
2025,BISON OIL AND GAS II LLC,ONRR/BLM - Rents,Oil & gas (pre-production),$480.00
2025,BISON OIL AND GAS IV LLC,BLM - Permit Fees,Oil & gas (pre-production),"$253,100.00"
2025,BISON OIL AND GAS IV LLC,ONRR/BLM - Rents,Oil & gas (pre-production),"$2,156.00"
2025,BKV BARNETT,ONRR - Other Revenues,Oil & gas (pre-production),"$323,380.33"
2025,BKV BARNETT,ONRR - Royalties,Carbon Dioxide,"$1,669.16"
2025,BKV BARNETT,ONRR - Royalties,Gas,"$1,712,910.80"
2025,BKV BARNETT,ONRR - Royalties,Oil,"$428,696.13"
2025,BLACK BEAR OIL CORP,ONRR - Other Revenues,Oil & gas (pre-production),"$3,943.11"
2025,BLACK BEAR OIL CORP,ONRR - Royalties,Gas,"$89,964.62"
2025,BLACK BEAR OIL CORP,ONRR - Royalties,Oil,"$663,434.53"
2025,BLACK BEAR OIL CORP,ONRR/BLM - Rents,Oil & gas (pre-production),$952.00
2025,BLACK BUTTE COAL CO,ONRR - Royalties,Coal,"$284,674.09"
2025,BLACK BUTTE COAL CO,ONRR/BLM - Rents,Coal,"$52,332.00"
2025,BLACK BUTTE COAL CO,OSMRE - AML Fees including Audits and Late Charges,Coal,"$16,710.17"
2025,BLACK HILLS CORP,BLM - Permit Fees,Oil & gas (pre-production),"$103,220.00"
2025,BLACK HILLS CORP,ONRR - Other Revenues,Coal,$18.68
2025,BLACK HILLS CORP,ONRR - Other Revenues,N/a,$436.00
2025,BLACK HILLS CORP,ONRR - Other Revenues,Oil & gas (pre-production),"$292,065.19"
2025,BLACK HILLS CORP,ONRR - Royalties,Coal,"$3,132,009.78"
2025,BLACK HILLS CORP,ONRR - Royalties,Gas,"$4,135,662.09"
2025,BLACK HILLS CORP,ONRR - Royalties,Oil,"$243,794.23"
2025,BLACK HILLS CORP,ONRR/BLM - Rents,Coal,"$13,419.37"
2025,BLACK HILLS CORP,ONRR/BLM - Rents,Oil & gas (pre-production),"$76,613.33"
2025,BLACKBEARD OPERATING EAST LLC,ONRR/BLM - Rents,Oil & gas (pre-production),"$177,840.00"
2025,BLACKSTONE MINERALS NV LLC,BLM - Permit Fees,Mining Claims,"$218,920.00"
2025,BLAWN MTN EXPLORATION LLC,BLM - Permit Fees,Mining Claims,"$107,052.00"
2025,BLUE MOUNTAIN ENERGY INC,ONRR - Other Revenues,Coal,"$22,566.48"
2025,BLUE MOUNTAIN ENERGY INC,ONRR - Royalties,Coal,"$2,037,475.08"
2025,BLUE MOUNTAIN ENERGY INC,OSMRE - AML Fees including Audits and Late Charges,Coal,"$144,234.91"
2025,BLUE SPRUCE OPERATING LLC,BLM - Permit Fees,Oil & gas (pre-production),"$75,090.00"
2025,BLUE SPRUCE OPERATING LLC,ONRR - Other Revenues,Oil & gas (pre-production),$113.99
2025,BLUE SPRUCE OPERATING LLC,ONRR - Royalties,Gas,"$72,459.70"
2025,BLUE SPRUCE OPERATING LLC,ONRR - Royalties,Oil,"$3,806.12"
2025,BLUE SPRUCE OPERATING LLC,ONRR/BLM - Rents,Oil & gas (pre-production),$150.50
2025,BLUEGRASS NATURAL RESOURCES LLC,OSMRE - AML Fees including Audits and Late Charges,Coal,"$106,855.96"
2025,BLUEPOINT WIND LLC,ONRR/BLM - Rents,Wind,"$214,566.00"
2025,BMM NEVADA LLC,BLM - Permit Fees,Locatable Minerals,"$83,869.00"
2025,BMM NEVADA LLC,BLM - Permit Fees,Mining Claims,"$56,422.00"
2025,BNL ENTERPRISE INC,ONRR/BLM - Rents,Oil & gas (pre-production),"$143,867.00"
2025,BOE EXPLORATION AND PRODUCTION LLC,ONRR - Inspection Fees,N/a,"$553,250.00"
2025,BOE EXPLORATION AND PRODUCTION LLC,ONRR/BLM - Rents,Oil & gas (pre-production),"$5,775.00"
2025,BOE II SHEN LLC,ONRR - Other Revenues,Oil,"$204,485.95"
2025,BOE II SHEN LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$6,034,164.59"
2025,BOE II SHEN LLC,ONRR - Royalties,Gas,"$985,926.13"
2025,BOE II SHEN LLC,ONRR - Royalties,Oil,"$11,664,653.79"
2025,BOREALIS MINING CO,BLM - Permit Fees,Mining Claims,"$138,560.00"
2025,BOWIE RESOURCE PARTNERS,ONRR - Other Revenues,Coal,"$232,629.62"
2025,BOWIE RESOURCE PARTNERS,ONRR - Royalties,Coal,"$22,336,186.53"
2025,BOWIE RESOURCE PARTNERS,ONRR/BLM - Rents,Coal,"$150,171.00"
2025,BP PLC,BLM - Permit Fees,Oil & gas (pre-production),"$25,030.00"
2025,BP PLC,ONRR - Inspection Fees,N/a,"$2,295,190.00"
2025,BP PLC,ONRR - Other Revenues,N/a,$604.47
2025,BP PLC,ONRR - Other Revenues,Oil,"-$5,044,407.27"
2025,BP PLC,ONRR - Other Revenues,Oil & gas (pre-production),"$2,238,638.46"
2025,BP PLC,ONRR - Royalties,Gas,"$27,426,144.26"
2025,BP PLC,ONRR - Royalties,Oil,"$934,011,138.07"
2025,BP PLC,ONRR/BLM - Rents,Oil & gas (pre-production),"$12,964,347.00"
2025,BRANKA MINERALS LLC,BLM - Permit Fees,Mining Claims,"$177,400.00"
2025,BRAVO NATURAL RESOURCES LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$1,436.03"
2025,BRAVO NATURAL RESOURCES LLC,ONRR - Royalties,Gas,"$221,420.74"
2025,BRAVO NATURAL RESOURCES LLC,ONRR - Royalties,Oil,$574.51
2025,BRETON SOUND HOLDINGS LLC,ONRR - Other Revenues,Oil,-$661.68
2025,BRETON SOUND HOLDINGS LLC,ONRR - Other Revenues,Oil & gas (pre-production),"$10,000.00"
